"","fecha_lista","dia_semana","num_lista","horario_audiencia","expediente","anio","notificacion","entrega_actor","entrega_ra","entrega_dem","entrega_rd","p_actor","p_r.actor","p_demandado","p_r.demandado","se_concilio","cantidad_convenio","pago_convenio","se_desistio","cantidad_desistimiento","capturista_seguimiento","count_placebo","placebo","count_partes","partes"
"184","07-08-2017","Lunes","33","11:00",1447,2014,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"185","07-08-2017","Lunes","34","11:00",454,2015,3,0,1,0,1,0,1,0,1,0,NA,NA,0,NA,"GAMA",2,1,2,1
"186","07-08-2017","Lunes","35","11:00",1383,2015,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"187","07-08-2017","Lunes","36","11:00",2177,2015,1,0,0,0,1,0,1,0,1,0,NA,NA,0,NA,"GAMA",1,1,2,1
"188","07-08-2017","Lunes","37","11:00",3,2016,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",2,1,NA,NA
"189","07-08-2017","Lunes","38","11:00",212,2016,3,0,0,0,1,0,1,0,1,0,NA,NA,0,NA,"GAMA",1,1,2,1
"190","07-08-2017","Lunes","39","11:00",550,2016,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"191","07-08-2017","Lunes","40","11:00",1436,2016,1,0,0,0,1,0,1,0,1,0,NA,NA,0,NA,"GAMA",1,1,2,1
"192","07-08-2017","Lunes","41","11:00",1612,2016,2,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,"GAMA",1,1,0,0
"193","07-08-2017","Lunes","42","11:00",41,2017,1,1,2,0,0,1,1,0,1,0,NA,NA,0,NA,"GAMA",3,1,3,1
"194","07-08-2017","Lunes","43","11:00",1318,2016,2,1,2,0,1,1,1,0,1,0,NA,NA,0,NA,"GAMA",4,1,3,1
"195","07-08-2017","Lunes","44","11:30",1524,2013,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",1,1,NA,NA
"196","07-08-2017","Lunes","45","11:30",1296,2016,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",2,1,NA,NA
"197","07-08-2017","Lunes","46","12:00",1963,2013,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"GAMA",0,0,0,0
"198","07-08-2017","Lunes","47","12:00",1376,2015,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"199","07-08-2017","Lunes","48","12:00",1976,2016,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",1,1,NA,NA
"200","07-08-2017","Lunes","49","12:00",922,2016,1,0,0,0,0,0,1,0,1,1,8000,0,0,NA,"GAMA",0,0,2,1
"201","07-08-2017","Lunes","50","12:00",1309,2016,1,0,1,0,0,0,1,0,0,0,NA,NA,0,NA,"GAMA",1,1,1,1
"202","07-08-2017","Lunes","51","12:00",1328,2016,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"203","07-08-2017","Lunes","52","12:00",1330,2016,3,0,0,0,0,0,1,0,1,0,NA,NA,0,NA,"GAMA",0,0,2,1
"204","07-08-2017","Lunes","53","12:00",53,2017,3,1,1,0,0,0,1,0,0,0,NA,NA,0,NA,"GAMA",2,1,1,1
"205","07-08-2017","Lunes","54","12:00",71,2017,1,0,1,0,1,0,1,0,1,1,26000,0,0,NA,"GAMA",2,1,2,1
"206","07-08-2017","Lunes","55","12:00",82,2017,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAMA",0,0,NA,NA
"207","01-08-2017","Martes","1","09:00",318,2009,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"LILI",1,1,2,1
"208","01-08-2017","Martes","2","09:00",568,2012,1,0,1,0,0,0,1,0,2,0,0,0,0,0,"LILI",1,1,3,1
"209","01-08-2017","Martes","3","09:00",1938,2012,3,0,1,0,1,0,1,0,1,0,0,0,0,0,"LILI",2,1,2,1
"210","01-08-2017","Martes","4","09:00",841,2013,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILI",0,0,NA,NA
"211","01-08-2017","Martes","5","09:00",810,2014,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILI",0,0,NA,NA
"212","01-08-2017","Martes","6","09:00",1785,2014,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"LILI",1,1,2,1
"213","01-08-2017","Martes","7","09:00",242,2015,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILI",1,1,NA,NA
"214","01-08-2017","Martes","8","09:00",640,2015,2,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILI",2,1,NA,NA
"215","01-08-2017","Martes","9","09:00",1619,2015,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LILI",1,1,NA,NA
"216","01-08-2017","Martes","10","09:00",2001,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"LILI",0,0,0,0
