"","CAPTURISTA","OBSERVACIONES","FECHA LISTA","NUM LISTA","HORARIO AUDIENCIA","EXPEDIENTE","ANIO","uno","ESTADO PROCESAL POST-AUDIENCIA","FECHA SIGUIENTE AUDIENCIA","EJECUTORIA","NOTIFICACION","P_ACTOR","P_R.ACTOR","P_DEMANDADO","P_R.DEMANDADO","E_ACTOR","E_R.ACTOR","E_DEMANDADO","E_R.DEMANDADO","TRATAMIENTO QUE LES TOCO","TRATAMIENTO EXTRA","SE LLEVO TRATAMIENTO","SE CONCILIO?","CANTIDAD DE CONVENIO","CUANTO PAGARON HOY?","SE DESISTIÓ?","CANTIDAD DE DESISTIMIENTO","OBSERVACIONES2","id_exp_anio","max_fecha1","max_fecha2","tuvo_tratamiento","c1_se_concilio","c1_fecha_convenio","c1_fecha pago_convenio","c1_faltan_pagos_convenio","c1_cantidad_total_pagada_convenio","c1_convenio_insubsistente","c1_desistimiento","c1_estatus_concluido","c2_se_concilio","c2_fecha_convenio","c2_fecha pago_convenio","c2_faltan_pagos_convenio","c2_cantidad_total_pagada_convenio","c2_convenio_insubsistente","c2_desistimiento","c2_estatus_concluido"
"1","ALMA",,2016-03-01,1,1899-12-31 09:00:00,510,2006,"SI","3","03/03/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"510/2006",0,0,0,,,,,,,,,,,,,,,,
"2","ALMA",,2016-03-01,2,1899-12-31 09:00:00,1298,2008,"AUD","3","02/03/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"1298/2008",0,0,0,,,,,,,,,,,,,,,,
"3","ALMA",,2016-03-01,3,1899-12-31 09:00:00,1355,2010,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1355/2010",1,0,0,"0",,,,,,"0","0",,,,,,,,
"4","ALMA",,2016-03-01,4,1899-12-31 09:00:00,1467,2011,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"1467/2011",0,0,0,,,,,,,,,,,,,,,,
"5","ALMA",,2016-03-01,5,1899-12-31 09:00:00,593,2012,"NST","3","18/08/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"593/2012",1,0,0,"0",,,,,,"0","0",,,,,,,,
"6","ALMA",,2016-03-01,6,1899-12-31 09:00:00,1188,2013,"NST","3","31/08/2016",,,,,,,,,,,0,,0,0,,,,,,"1188/2013",0,0,0,,,,,,,,,,,,,,,,
"7","ALMA",,2016-03-01,7,1899-12-31 09:00:00,2114,2013,"N/T  A/G",,,,,,,,,,,,,0,,0,0,,,,,,"2114/2013",1,0,0,"NO HAY ESCANEO DISPONIBLE",,,,,,,,,,,,,,,
"8","ALMA",,2016-03-01,8,1899-12-31 09:00:00,137,2014,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"137/2014",0,0,0,,,,,,,,,,,,,,,,
"9","ALMA",,2016-03-01,9,1899-12-31 09:00:00,610,2014,"N/T","3","31/08/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"610/2014",0,0,0,,,,,,,,,,,,,,,,
"10","ALMA",,2016-03-01,10,1899-12-31 09:00:00,753,2014,"N/T","3","18/08/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"753/2014",0,0,0,,,,,,,,,,,,,,,,
"11","ALMA",,2016-03-01,11,1899-12-31 09:00:00,933,2014,"SI",,,,,,,,,,,,,2,,0,0,,,,,,"933/2014",0,1,1,"1","19/04/2016","03/05/2016","0","20500","0","0","1",,,,,,,,
"12","ALMA",,2016-03-01,12,1899-12-31 09:00:00,1183,2014,"SI","8",,0,"4",,1,,1,,,,,1,,0,0,,,,,,"1183/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"13","ALMA",,2016-03-01,13,1899-12-31 09:30:00,483,2013,"SI","3","07/06/2016",0,"2",,1,,,,,,,2,,0,0,,,,,,"483/2013",0,0,1,,,,,,,,,,,,,,,,
"14","ALMA",,2016-03-01,14,1899-12-31 09:30:00,1010,2014,"SI","3","09/03/2016",0,"2",1,1,,1,,,,,1,,0,0,,,,,,"1010/2014",0,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"15","ALMA",,2016-03-01,15,1899-12-31 10:00:00,1173,2010,"SI","3","09/06/2016",0,"2",,1,,,,,,,1,,0,0,,,,,,"1173/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"16","ALMA",,2016-03-01,16,1899-12-31 10:00:00,1394,2012,"FED","1,2","30/06/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1394/2012",1,0,0,"0",,,,,,"0","0",,,,,,,,
"17","ALMA",,2016-03-01,17,1899-12-31 10:00:00,1390,2011,"FED","1,2","13/07/2016",0,"1,3",,1,,,,,,,0,,0,0,,,,,,"1390/2011",1,0,0,"0",,,,,,"0","0",,,,,,,,
"18","ALMA",,2016-03-01,18,1899-12-31 10:00:00,1595,2011,"SI","1,2","30/06/2016",0,"4",,1,,1,,,,,3,,0,0,,,,,,"1595/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"19","ALMA",,2016-03-01,19,1899-12-31 10:00:00,47,2012,"SI","1,2","13/07/2016",0,"2",,1,,,,,,,1,,0,0,,,,,,"47/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"20","ALMA",,2016-03-01,20,1899-12-31 10:00:00,351,2012,"NSD",,,,,,,,,,,,,0,,0,0,,,,,,"351/2012",1,0,0,"0",,,,,,"0","0",,,,,,,,
"21","ALMA",,2016-03-01,21,1899-12-31 10:00:00,661,2012,"FED","1,2","30/06/2016",0,"1,2",1,1,,,,,,,0,,0,0,,,,,,"661/2012",1,0,0,"0",,,,,,"1","1",,,,,,,,
"22","ALMA",,2016-03-01,22,1899-12-31 10:00:00,297,2013,"SI",".",,0,"2",,1,,,,,,,2,,0,0,,,,,,"297/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"23","ALMA",,2016-03-01,23,1899-12-31 10:00:00,1204,2013,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"1204/2013",1,0,0,"0",,,,,,"0","0",,,,,,,,
"24","ALMA",,2016-03-01,24,1899-12-31 10:00:00,1626,2014,"SI","2","13/07/2016",0,"2",,1,,1,,,,,2,,0,0,,,,,,"1626/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"25","ALMA",,2016-03-01,25,1899-12-31 10:00:00,653,2015,"FED","1","29/06/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"653/2015",1,0,0,"0",,,,,,"0","0",,,,,,,,
"26","ALMA",,2016-03-01,26,1899-12-31 10:00:00,1267,2015,"SI","2","17/08/2016",0,"4",,1,,1,,,,,3,,0,0,,,,,,"1267/2015",1,1,1,"1","03/05/2016","03/05/2016","0","28287.84","0","0","0",,,,,,,,
"27","ALMA",,2016-03-01,27,1899-12-31 10:00:00,1911,2015,"FED","1","31/08/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"1911/2015",1,0,0,"0",,,,,,"0","0",,,,,,,,
"28","ALMA",,2016-03-01,28,1899-12-31 10:30:00,163,2011,"SI","2","22/08/2016",0,"4",,1,,2,,,,,1,,0,0,,,,,,"163/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"29","ALMA",,2016-03-01,29,1899-12-31 10:30:00,1735,2015,"SI",,,,,,,,,,,,,3,,0,0,,,,,,"1735/2015",0,0,1,,,,,,,,,,,,,,,,
"30","ALMA",,2016-03-01,30,1899-12-31 11:00:00,241,2004,"SI","3","05/07/2016",0,"4",,1,,1,,,,,3,,0,0,,,,,,"241/2004",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"31","ALMA",,2016-03-01,31,1899-12-31 11:00:00,313,2008,"NSD","7","14/03/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"313/2008",0,0,0,,,,,,,,,,,,,,,,
"32","ALMA",,2016-03-01,32,1899-12-31 11:00:00,505,2011,"SI","3","05/07/2016",0,"4",,2,,1,,,,,1,,0,0,,,,,,"505/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"33","ALMA",,2016-03-01,33,1899-12-31 11:00:00,1735,2012,"SI","3","26/04/2016",0,"2",,1,,1,,,,,2,,0,0,,,,,,"1735/2012",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"34","ALMA",,2016-03-01,34,1899-12-31 11:00:00,204,2013,"SI","3","17/05/2016",0,"2",,,,1,,,,,2,,0,0,,,,,,"204/2013",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"35","ALMA",,2016-03-01,35,1899-12-31 11:00:00,1044,2013,"SI","3","02/08/2016",0,"4",,1,,1,,,,,1,,0,0,,,,,,"1044/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"36","ALMA",,2016-03-01,36,1899-12-31 11:00:00,1310,2013,"SI","3","24/05/2016",0,"2",,1,,,,,,,3,,0,0,,,,,,"1310/2013",0,0,1,,,,,,,,,,,,,,,,
"37","ALMA",,2016-03-01,37,1899-12-31 11:00:00,413,2014,"SI","3","19/04/2016",0,"4",1,1,,1,,,,,2,,0,0,,,,,,"413/2014",0,0,1,,,,,,,,,,,,,,,,
"38","ALMA",,2016-03-01,38,1899-12-31 11:00:00,970,2014,"SI","3","24/05/2016",0,"2",,1,,,,,,,2,,0,0,,,,,,"970/2014",0,0,1,,,,,,,,,,,,,,,,
"39","ALMA",,2016-03-01,39,1899-12-31 11:00:00,26,2015,"SI",,,,,,,,,,,,,3,,0,0,,,,,,"26/2015",0,0,1,,,,,,,,,,,,,,,,
"40","ALMA",,2016-03-01,40,1899-12-31 11:00:00,90,2015,"SI","3","07/06/2016",0,"2",,1,,1,,,,,1,,0,0,,,,,,"90/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"41","ALMA",,2016-03-01,41,1899-12-31 11:00:00,154,2015,"SI","3","29/03/2016",0,"1",,1,,,,,,,1,,0,0,,,,,,"154/2015",0,0,1,,,,,,,,,,,,,,,,
"42","ALMA",,2016-03-01,42,1899-12-31 11:30:00,1452,2015,"SI","2","23/06/2016",0,"1",,1,,1,,,,,3,,0,0,,,,,,"1452/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"43","ALMA",,2016-03-01,43,1899-12-31 12:00:00,407,2013,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"407/2013",1,0,0,"0",,,,,,"0","0",,,,,,,,
"44","ALMA",,2016-03-01,44,1899-12-31 12:00:00,556,2013,"FED","1","07/07/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"556/2013",1,0,0,"0",,,,,,"0","0",,,,,,,,
"45","ALMA",,2016-03-01,45,1899-12-31 12:00:00,491,2014,"SI",".",,0,"2",,1,,,,,,,3,,0,0,,,,,,"491/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"46","ALMA",,2016-03-01,46,1899-12-31 12:00:00,1865,2014,"FED","1","23/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1865/2014",1,0,0,"0",,,,,,"0","0",,,,,,,,
"47","ALMA",,2016-03-01,47,1899-12-31 12:00:00,1913,2014,"FED","1","30/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1913/2014",1,0,0,"0",,,,,,"0","0",,,,,,,,
"48","ALMA",,2016-03-01,48,1899-12-31 12:00:00,487,2015,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"487/2015",1,0,0,,,,,,,,,,,,,,,,
"49","ALMA",,2016-03-01,49,1899-12-31 12:00:00,1299,2015,"BOLETÍN",,,,,,,,,,,,,0,,0,0,,,,,,"1299/2015",0,0,0,,,,,,,,,,,,,,,,
"50","ALMA",,2016-03-01,50,1899-12-31 12:00:00,1563,2015,"FED","1","07/06/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"1563/2015",1,0,0,"0",,,,,,"0","0",,,,,,,,
"51","ALMA",,2016-03-01,51,1899-12-31 12:00:00,1372,2015,"SI","2","22/08/2016",0,"4",,1,,1,,,,,1,,0,0,,,,,,"1372/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"52","ALMA",,2016-03-02,1,1899-12-31 09:00:00,510,2006,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"510/2006",0,0,0,,,,,,,,,,,,,,,,
"53","ALMA",,2016-03-02,2,1899-12-31 09:00:00,1298,2008,"AUD","3","05/09/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"1298/2008",1,0,0,"0",,,,,,"0","0",,,,,,,,
"54","ALMA",,2016-03-02,3,1899-12-31 09:00:00,1953,2009,"NST","3","03/03/2016",0,"4",1,1,3,1,,,,,0,,0,0,,,,,,"1953/2009",0,0,0,,,,,,,,,,,,,,,,
"55","ALMA",,2016-03-02,4,1899-12-31 09:00:00,1198,2011,"SI","3","06/09/2016",0,"1,2",,1,,1,,,,,1,,0,0,,,,,,"1198/2011",0,0,1,,,,,,,,,,,,,,,,
"56","ALMA",,2016-03-02,5,1899-12-31 09:00:00,1404,2011,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1404/2011",0,0,0,,,,,,,,,,,,,,,,
"57","ALMA",,2016-03-02,6,1899-12-31 09:00:00,1467,2011,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"1467/2011",1,0,0,"0",,,,,,"0","0",,,,,,,,
"58","ALMA",,2016-03-02,7,1899-12-31 09:00:00,83,2012,"NSA","3","04/08/2016",0,"1,2",,,,1,,,,,0,,0,0,,,,,,"83/2012",0,0,0,,,,,,,,,,,,,,,,
"59","ALMA",,2016-03-02,8,1899-12-31 09:00:00,134,2014,"SI","3","20/05/2016",0,"4",,,,1,,,,,2,,0,0,,,,,,"134/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"60","ALMA",,2016-03-02,9,1899-12-31 09:00:00,325,2014,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"325/2014",1,0,0,"0",,,,,,"0","0",,,,,,,,
"61","ALMA",,2016-03-02,10,1899-12-31 09:00:00,610,2014,"AUD","3","05/09/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"610/2014",0,0,0,,,,,,,,,,,,,,,,
"62","ALMA",,2016-03-02,11,1899-12-31 09:00:00,761,2014,"SI","5","18/03/2016",0,"2",,1,,1,,,,,3,,1,1,6000,,,,,"761/2014",0,1,1,"1","02/03/2016","18/03/2016","0","6000","0","0","1",,,,,,,,
"63","ALMA",,2016-03-02,12,1899-12-31 09:00:00,933,2014,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"933/2014",0,0,0,,,,,,,,,,,,,,,,
"64","ALMA",,2016-03-02,13,1899-12-31 09:00:00,60,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"60/2015",0,0,0,,,,,,,,,,,,,,,,
"65","ALMA",,2016-03-02,14,1899-12-31 09:00:00,1050,2013,"NSA","3","06/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1050/2013",1,0,0,"0",,,,,,"0","0",,,,,,,,
"66","ALMA",,2016-03-02,15,1899-12-31 09:00:00,1355,2011,"SI","8",,0,"2",1,1,,2,,,,,3,,0,0,,,,,,"1355/2011",0,0,1,,,,,,,,,,,,,,,,
"67","ALMA",,2016-03-02,16,1899-12-31 09:30:00,961,2005,"N/T ACT",".",,1,"4",,1,,1,,,,,0,,0,0,,,,,,"961/2005",1,0,0,"0",,,,,,"0","1",,,,,,,,
"68","ALMA",,2016-03-02,17,1899-12-31 09:30:00,681,2012,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"681/2012",0,0,0,,,,,,,,,,,,,,,,
"69","ALMA",,2016-03-02,18,1899-12-31 09:30:00,1229,2014,"SI","5","28/03/2016",0,"2",,1,,1,,,,,1,,0,1,5000,,,,,"1229/2014",0,1,1,"1","02/03/2016","28/03/2016","1","5000","1","0","0",,,,,,,,
"70","ALMA",,2016-03-02,19,1899-12-31 09:30:00,1299,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1299/2014",0,0,0,,,,,,,,,,,,,,,,
"71","ALMA",,2016-03-02,20,1899-12-31 09:30:00,1480,2014,"FED",,,,,,,,,,,,,0,,0,0,,,,,,"1480/2014",0,0,0,,,,,,,,,,,,,,,,
"72","ALMA",,2016-03-02,21,1899-12-31 10:00:00,1602,2010,"SI","3","16/08/2016",0,"2",,1,,1,,,,,1,,0,0,,,,,,"1602/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"73","ALMA",,2016-03-02,22,1899-12-31 10:00:00,1687,2010,"SI","1,2","11/07/2016",0,"1",,1,,,,1,,,1,,1,0,,,,,,"1687/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"74","ALMA",,2016-03-02,23,1899-12-31 10:00:00,501,2011,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"501/2011",0,0,0,,,,,,,,,,,,,,,,
"75","ALMA",,2016-03-02,24,1899-12-31 10:00:00,584,2011,"SI","2","05/03/2016",0,"2",,1,,1,,,,,2,,1,0,,,,,,"584/2011",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"76","ALMA",,2016-03-02,25,1899-12-31 10:00:00,868,2011,"SI","3","07/09/2016",0,"1",,1,,1,,,,,2,,0,0,,,,,,"868/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"77","ALMA",,2016-03-02,26,1899-12-31 10:00:00,166,2012,"SI","2","18/08/2016",0,"2",,1,,1,,,,,3,,0,0,,,,,,"166/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"78","ALMA",,2016-03-02,27,1899-12-31 10:00:00,317,2012,"NSA","1,2","07/07/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"317/2012",1,0,0,"0",,,,,,"0","0",,,,,,,,
"79","ALMA",,2016-03-02,28,1899-12-31 10:00:00,2099,2012,"SI","1","07/07/2016",0,"1,2",,1,,1,,1,,,1,,1,0,,,,,,"2099/2012",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"80","ALMA",,2016-03-02,29,1899-12-31 10:00:00,651,2015,"FED","5","16/03/2016",0,"4",,1,,3,,,,,0,,0,1,20000,,,,,"651/2015",1,0,0,"1","02/03/2016","16/03/2016","0","20000","0","0","1",,,,,,,,
"81","ALMA",,2016-03-02,30,1899-12-31 10:00:00,690,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"690/2015",0,0,0,,,,,,,,,,,,,,,,
"82","ALMA",,2016-03-02,31,1899-12-31 10:00:00,814,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"814/2015",0,0,0,,,,,,,,,,,,,,,,
"83","ALMA",,2016-03-02,32,1899-12-31 10:00:00,1374,2015,"SI","2","17/08/2016",0,"4",,1,,1,,1,,,3,,1,0,,,,,,"1374/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"84","ALMA",,2016-03-02,33,1899-12-31 10:00:00,1891,2015,"SI","5","07/03/2016",0,"4",,1,,2,,,,,3,,1,1,10000,,,,,"1891/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"85","ALMA",,2016-03-02,34,1899-12-31 10:00:00,64,2015,"SI","3","16/08/2016",0,"2",,1,,1,,1,,1,2,,1,0,,,,,,"64/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"86","ALMA",,2016-03-02,35,1899-12-31 10:30:00,1884,2013,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"1884/2013",1,0,0,"0",,,,,,"0","1",,,,,,,,
"87","ALMA",,2016-03-02,36,1899-12-31 10:30:00,539,2015,"N/T ACT",,,,,,,,,,,,,0,,0,0,,,,,,"539/2015",0,0,0,,,,,,,,,,,,,,,,
"88","ALMA",,2016-03-02,37,1899-12-31 10:30:00,1944,2015,"CTD","5","28/03/2016",0,"2",1,2,,1,,,,,0,,0,0,,,,,,"1944/2015",0,0,0,,,,,,,,,,,,,,,,
"89","ALMA",,2016-03-02,38,1899-12-31 11:00:00,1903,2008,"NSP","1,2","05/07/2016",0,"1,2",,,,,,,,,0,,0,0,,,,,,"1903/2008",1,0,0,"0",,,,,,"0","0",,,,,,,,
"90","ALMA",,2016-03-02,39,1899-12-31 11:00:00,1924,2009,"FED-EXH","1,2","29/07/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"1924/2009",1,0,0,"0",,,,,,"0","0",,,,,,,,
"91","ALMA",,2016-03-02,40,1899-12-31 11:00:00,174,2011,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"174/2011",1,0,0,"0",,,,,,"0","1",,,,,,,,
"92","ALMA",,2016-03-02,41,1899-12-31 11:00:00,237,2012,"NSD",".",,0,"2",,,,,,,,,0,,0,0,,,,,,"237/2012",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"93","ALMA",,2016-03-02,42,1899-12-31 11:00:00,1314,2014,"SI","2","18/08/2016",0,"4",,1,,2,,,,,1,,1,0,,,,,,"1314/2014",1,1,1,"1","03/06/2016","17/06/2016","N/A","12500","0","0","1",,,,,,,,
"94","ALMA",,2016-03-02,43,1899-12-31 11:00:00,1678,2014,"FED","1","07/07/2016",0,"1",,2,,,,,,,0,,0,0,,,,,,"1678/2014",1,0,0,"0",,,,,,"0","0",,,,,,,,
"95","ALMA",,2016-03-02,44,1899-12-31 11:00:00,1686,2014,"SI","2","18/08/2016",0,"2",1,1,,1,1,,,,3,,1,0,,,,,,"1686/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"96","ALMA",,2016-03-02,45,1899-12-31 11:00:00,2121,2014,"SI","1","29/06/2016",0,"1",1,1,,1,,,,,2,,0,0,,,,,"NO EXISTE EXPEDIENTE","2121/2014",1,1,1,"NA",,,"NA","NA","NA","NA","NA",,,,,,,,
"97","ALMA",,2016-03-02,46,1899-12-31 11:00:00,457,2015,"FED-EXH","1","11/07/2016",0,"1",1,,,,,,,,0,,0,0,,,,,,"457/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"98","ALMA",,2016-03-02,47,1899-12-31 11:00:00,1269,2015,"FED-EXH","1","11/07/2016",0,"3",,1,,,,,,,0,,0,0,,,,,,"1269/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"99","ALMA",,2016-03-02,48,1899-12-31 11:00:00,1383,2015,"N/T ACT",".",,0,"4",,1,,,,,,,0,,0,0,,,,,,"1383/2015",1,0,0,"0",,,"0","0","0","0","1",,,,,,,,
"100","ALMA",,2016-03-02,49,1899-12-31 11:00:00,1641,2015,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"1641/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"101","ALMA",,2016-03-02,50,1899-12-31 11:00:00,174,2012,"NSP","1,2","30/06/2016",0,"1,2",,,,,,,,,0,,0,0,,,,,,"174/2012",0,0,0,,,,,,,,,,,,,,,,
"102","ALMA",,2016-03-02,51,1899-12-31 11:00:00,1141,2014,"SI","1","30/06/2016",0,"2",1,1,,1,,,,1,2,,1,0,,,,,,"1141/2014",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"103","ALMA",,2016-03-02,52,1899-12-31 11:00:00,1458,2010,"SI","1,2","07/07/2016",0,"2",,1,,,,,,,3,,0,0,,,,,,"1458/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"104","ALMA",,2016-03-02,54,1899-12-31 11:30:00,453,2015,"N/T ACT","1","16/05/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,,"453/2015",0,0,0,,,,,,,,,,,,,,,,
"105","ALMA",,2016-03-02,55,1899-12-31 11:30:00,1154,2015,"FED","1","17/05/2016",0,"1,2",,1,,1,,,,,0,,0,0,,,,,,"1154/2015",0,0,0,,,,,,,,,,,,,,,,
"106","ALMA",,2016-03-02,56,1899-12-31 11:30:00,1299,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1299/2014",0,0,0,,,,,,,,,,,,,,,,
"107","ALMA",,2016-03-02,57,1899-12-31 11:30:00,1480,2014,"FED","1","07/07/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"1480/2014",0,0,0,,,,,,,,,,,,,,,,
"108","ALMA",,2016-03-02,58,1899-12-31 12:00:00,726,2006,"N/T ACT","7","11/07/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"726/2006",0,0,0,,,,,,,,,,,,,,,,
"109","ALMA",,2016-03-02,59,1899-12-31 12:00:00,568,2013,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"568/2013",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"110","ALMA",,2016-03-02,60,1899-12-31 12:00:00,1676,2013,"FED","1","11/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1676/2013",1,0,0,"0",,,"0","0","0","0","1",,,,,,,,
"111","ALMA",,2016-03-02,61,1899-12-31 12:00:00,605,2015,"FED -EXH","1","04/07/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,"ESTA EN ARCHIVO GENERAL","605/2015",1,0,0,"1",,,"N/A","N/A","N/A","N/A","1",,,,,,,,
"112","ALMA",,2016-03-02,62,1899-12-31 12:00:00,635,2015,"FED","1","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,"NO ESTA ESCANEADO CORRECTAMENTE","635/2015",1,0,0,"1",,,"N/A","N/A","N/A","N/A","N/A",,,,,,,,
"113","ALMA",,2016-03-02,63,1899-12-31 12:00:00,849,2015,"NSA","1","11/07/2016",0,"1,2",,,,,,,,,0,,0,0,,,,,,"849/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"114","ALMA",,2016-03-02,64,1899-12-31 12:00:00,963,2015,"N/T CONVENIO",,,,,,,,,,,,,0,,0,0,,,,,,"963/2015",1,0,0,"1","15/02/2016","02/03/2016","0","10000","0","0","1",,,,,,,,
"115","ALMA",,2016-03-02,65,1899-12-31 12:00:00,1297,2015,"FED","1","11/07/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"1297/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"116","ALMA",,2016-03-02,66,1899-12-31 12:00:00,1381,2015,"CTD","1","04/07/2016",0,"4",1,1,,1,,,,,0,,0,0,,,,,,"1381/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"117","ALMA",,2016-03-02,67,1899-12-31 12:00:00,1523,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1523/2015",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"118","ALMA",,2016-03-02,68,1899-12-31 12:00:00,1828,2015,"SI","2","22/08/2016",0,"4",,1,,1,,,,,2,,0,0,,,,,,"1828/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"119","GAMALIEL",,2016-03-03,1,1899-12-31 09:00:00,1786,2006,"SI","3","04/04/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"1786/2006",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"120","GAMALIEL",,2016-03-03,2,1899-12-31 09:00:00,510,2006,"AUD","3","01/09/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"510/2006",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"121","GAMALIEL",,2016-03-03,3,1899-12-31 09:00:00,765,2009,"SI","3","23/08/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"765/2009",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"122","GAMALIEL",,2016-03-03,4,1899-12-31 09:00:00,1467,2009,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1467/2009",1,0,0,"NO ESCANEO DISPONIBLE",,,,,,,,,,,,,,,
"123","GAMALIEL",,2016-03-03,5,1899-12-31 09:00:00,1953,2009,"AUD","3","19/05/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1953/2009",0,0,0,,,,,,,,,,,,,,,,
