"","CAPTURISTA","OBSERVACIONES","FECHA LISTA","NUM LISTA","HORARIO AUDIENCIA","EXPEDIENTE","ANIO","uno","ESTADO PROCESAL POST-AUDIENCIA","FECHA SIGUIENTE AUDIENCIA","EJECUTORIA","NOTIFICACION","P_ACTOR","P_R.ACTOR","P_DEMANDADO","P_R.DEMANDADO","E_ACTOR","E_R.ACTOR","E_DEMANDADO","E_R.DEMANDADO","TRATAMIENTO QUE LES TOCO","TRATAMIENTO EXTRA","SE LLEVO TRATAMIENTO","SE CONCILIO?","CANTIDAD DE CONVENIO","CUANTO PAGARON HOY?","SE DESISTIÓ?","CANTIDAD DE DESISTIMIENTO","OBSERVACIONES2","id_exp_anio","max_fecha1","max_fecha2","tuvo_tratamiento","c1_se_concilio","c1_fecha_convenio","c1_fecha pago_convenio","c1_faltan_pagos_convenio","c1_cantidad_total_pagada_convenio","c1_convenio_insubsistente","c1_desistimiento","c1_estatus_concluido","c2_se_concilio","c2_fecha_convenio","c2_fecha pago_convenio","c2_faltan_pagos_convenio","c2_cantidad_total_pagada_convenio","c2_convenio_insubsistente","c2_desistimiento","c2_estatus_concluido"
"2541","MIGUEL",,2016-05-13,13,1899-12-31 09:30:00,350,2016,"SI","1","04/10/2016",0,"4",,1,,1,,1,,0,2,,1,0,,,,,,"350/2016",1,1,1,"1","04/10/2016","20/10/2016","0","10000","0","0","1",,,,,,,,
"2542","MIGUEL",,2016-05-13,14,1899-12-31 09:30:00,351,2016,"FED","1","08/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"351/2016",1,0,0,,,,,,,,,,,,,,,,
"2543","MIGUEL",,2016-05-13,15,1899-12-31 10:00:00,1966,2014,"FED","1","17/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1966/2014",0,0,0,,,,,,,,,,,,,,,,
"2544","MIGUEL",,2016-05-13,16,1899-12-31 10:00:00,1160,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1160/2015",1,0,0,,,,,,,,,,,,,,,,
"2545","MIGUEL",,2016-05-13,17,1899-12-31 10:00:00,186,2016,"NSND","1","01/08/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"186/2016",1,0,0,,,,,,,,,,,,,,,,
"2546","MIGUEL",,2016-05-13,18,1899-12-31 10:00:00,345,2016,"FED","1","12/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"345/2016",1,0,0,,,,,,,,,,,,,,,,
"2547","MIGUEL",,2016-05-13,19,1899-12-31 10:00:00,347,2016,"FED","1","27/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"347/2016",1,0,0,,,,,,,,,,,,,,,,
"2548","MIGUEL",,2016-05-13,20,1899-12-31 10:00:00,352,2016,"SI","2","20/10/2016",0,"4",,1,,1,,0,,1,3,,1,0,,,,,,"352/2016",1,1,1,"1","13/07/2016","13/07/2016","0","7000","0","0","1",,,,,,,,
"2549","MIGUEL",,2016-05-13,21,1899-12-31 10:00:00,353,2016,"SI","1","08/09/2016",0,"1",1,1,,,1,,,,2,,1,0,,,,,,"353/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2550","MIGUEL",,2016-05-13,22,1899-12-31 10:00:00,355,2016,"SI","1","12/09/2016",0,"1.2",,1,,,,1,,0,1,,1,0,,,,,,"355/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2551","MIGUEL",,2016-05-13,23,1899-12-31 10:00:00,356,2016,"SI","2","10/10/2016",0,"2",,1,,,,1,,,3,,1,0,,,,,"PENDIENTE DE DICTAMEN","356/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2552","MIGUEL",,2016-05-13,24,1899-12-31 10:00:00,357,2016,"SI","4",,0,"4",1,1,,1,0,,,0,2,,0,1,38000,38000,,,"38000 POR DESISTIMEINTO","357/2016",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"2553","MIGUEL",,2016-05-13,25,1899-12-31 10:30:00,358,2016,"SI","1","20/09/2016",0,"1",,1,,1,,1,,,3,,1,0,,,,,,"358/2016",1,1,1,"1","29/09/2016","10/10/2016","0","20000","0","0","1",,,,,,,,
"2554","MIGUEL",,2016-05-13,26,1899-12-31 10:30:00,359,2016,"SI","5","20/05/2016",0,"4",,1,,1,,,,1,2,,1,1,8000,,,,,"359/2016",1,1,1,"1","13/05/2016","20/05/2016","0","8000","0","0","1",,,,,,,,
"2555","MIGUEL",,2016-05-13,27,1899-12-31 10:30:00,362,2016,"SI","5","24/05/2016",0,"2",1,1,,1,1,,,0,2,,1,1,15000,,,,,"362/2016",1,1,1,"1","13/05/2016","24/05/2016","0","15000","0","0","1",,,,,,,,
"2556","MIGUEL",,2016-05-13,28,1899-12-31 10:30:00,363,2016,"SI","1","12/09/2016",0,"1",,1,,,,0,,,1,,0,0,,,,,,"363/2016",1,1,1,"1","12/09/2016","21/09/2016","0","19000","0","0","1",,,,,,,,
"2557","MIGUEL",,2016-05-13,29,1899-12-31 11:00:00,360,2016,"FED","1","29/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"360/2016",1,0,0,,,,,,,,,,,,,,,,
"2558","MIGUEL",,2016-05-13,30,1899-12-31 11:00:00,361,2016,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"361/2016",1,0,0,,,,,,,,,,,,,,,,
"2559","MIGUEL",,2016-05-13,31,1899-12-31 11:00:00,364,2016,"FED","1","12/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"364/2016",1,0,0,,,,,,,,,,,,,,,,
"2560","MIGUEL",,2016-05-13,32,1899-12-31 11:00:00,367,2016,"FED","5","08/06/2016",0,"4",1,1,,1,,,,,0,,0,0,,,,,,"367/2016",1,0,0,,,,,,,,,,,,,,,,
"2561","MIGUEL",,2016-05-13,33,1899-12-31 11:00:00,368,2016,"FED","1","29/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"368/2016",1,0,0,,,,,,,,,,,,,,,,
"2562","MIGUEL",,2016-05-13,34,1899-12-31 11:00:00,370,2016,"SI","6",,0,"2",1,1,,,,,,,1,,0,0,,,,,,"370/2016",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"2563","MIGUEL",,2016-05-13,35,1899-12-31 11:00:00,371,2016,"FED","5","27/05/2016",0,"4",1,1,,1,,,,,0,,0,1,40000,,,,,"371/2016",1,0,0,,,,,,,,,,,,,,,,
"2564","MIGUEL",,2016-05-13,36,1899-12-31 11:00:00,373,2016,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","373/2016",1,0,0,,,,,,,,,,,,,,,,
"2565","MIGUEL",,2016-05-13,37,1899-12-31 11:30:00,369,2016,"SI","1","29/09/2016",0,"1.2",,1,,,1,,,,1,,1,0,,,,,,"369/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2566","MIGUEL",,2016-05-13,38,1899-12-31 11:30:00,372,2016,"FED","1","12/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"372/2016",1,0,0,,,,,,,,,,,,,,,,
"2567","MIGUEL",,2016-05-13,39,1899-12-31 11:30:00,374,2016,"FED","1","12/09/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,,"374/2016",1,0,0,,,,,,,,,,,,,,,,
"2568","MIGUEL",,2016-05-13,40,1899-12-31 11:30:00,375,2016,"A/G CONVENIO",,,,,,,,,,,,,0,,0,0,,,,,,"375/2016",1,0,0,,,,,,,,,,,,,,,,
"2569","MIGUEL",,2016-05-13,41,1899-12-31 12:00:00,376,2016,"SI","1","06/10/2016",0,"2",,1,,1,,,,,2,,1,0,,,,,,"376/2016",1,1,1,"1","07/11/2016","07/11/2016","0","NA","0","0","1",,,,,,,,
"2570","MIGUEL",,2016-05-13,42,1899-12-31 12:00:00,377,,"SI","1","06/10/2016",0,"2",,,,1,,,,,3,,0,0,,,,,,"377/20|6",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2571","MIGUEL",,2016-05-16,1,1899-12-31 09:00:00,109,2015,"NSA","3","23/05/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"109/2015",0,0,0,,,,,,,,,,,,,,,,
"2572","MIGUEL",,2016-05-16,2,1899-12-31 09:00:00,556,2006,"SI",".","26/10/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,"TERMINO PARA TACHAS","556/2006",1,0,0,,,,,,,,,,,,,,,,
"2573","MIGUEL",,2016-05-16,3,1899-12-31 09:00:00,1671,2011,"SI","3","07/11/2016",0,"2",,1,,2,,,,,3,,0,0,,,,,,"1671/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2574","MIGUEL",,2016-05-16,4,1899-12-31 09:00:00,1625,2012,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"1625/2012",1,0,0,,,,,,,,,,,,,,,,
"2575","MIGUEL",,2016-05-16,5,1899-12-31 09:00:00,713,2013,"N/T DESIS",,,,,,,,,,,,,0,,0,0,,,,,,"713/2013",0,0,0,,,,,,,,,,,,,,,,
"2576","MIGUEL",,2016-05-16,6,1899-12-31 09:00:00,1199,2013,"SI",".",,,,,,,,,,,,2,,0,0,,,,,"OTRA FECHA","1199/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2577","MIGUEL",,2016-05-16,7,1899-12-31 09:00:00,5,2014,"SI","3","19/10/2016",0,"4",,1,,2,,,,0,3,,0,0,,,,,,"5/2014",0,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"2578","MIGUEL",,2016-05-16,8,1899-12-31 09:00:00,147,2014,"SI","3","17/05/2016",0,"4",,1,,3,0,,,0,1,,0,0,,,,,,"147/2014",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2579","MIGUEL",,2016-05-16,9,1899-12-31 09:00:00,857,2014,"AUD","3","27/10/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"857/2014",1,0,0,,,,,,,,,,,,,,,,
"2580","MIGUEL",,2016-05-16,10,1899-12-31 09:00:00,1443,2014,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"1443/2014",0,0,0,,,,,,,,,,,,,,,,
"2581","MIGUEL",,2016-05-16,11,1899-12-31 09:00:00,46,2015,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"46/2015",1,0,0,,,,,,,,,,,,,,,,
"2582","MIGUEL",,2016-05-16,12,1899-12-31 09:00:00,637,2015,"NSA","7","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"637/2015",1,0,0,,,,,,,,,,,,,,,,
"2583","MIGUEL",,2016-05-16,13,1899-12-31 09:30:00,340,2014,"O/F",".",,0,"2",,1,,1,,,,,0,,0,0,,,,,"TURNADO SEC DE ACUERDOS","340/2014",1,0,0,,,,,,,,,,,,,,,,
"2584","MIGUEL",,2016-05-16,14,1899-12-31 09:30:00,1451,2015,"SI",".","10/08/2016",0,"4",1,1,1,1,,1,,,1,,1,0,,,,,"REINSTALACION","1451/2015",0,0,1,,,,,,,,,,,,,,,,
"2585","MIGUEL",,2016-05-16,15,1899-12-31 10:00:00,138,2010,"NSD","2","18/10/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"138/2010",1,0,0,,,,,,,,,,,,,,,,
"2586","MIGUEL",,2016-05-16,16,1899-12-31 10:00:00,1233,2010,"NSD","1","19/09/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"1233/2010",1,0,0,,,,,,,,,,,,,,,,
"2587","MIGUEL",,2016-05-16,17,1899-12-31 10:00:00,1690,2010,"FED","1.2","10/10/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1690/2010",1,0,0,,,,,,,,,,,,,,,,
"2588","MIGUEL",,2016-05-16,18,1899-12-31 10:00:00,387,2014,"FED","2","18/10/2016",0,"2",,,,2,,,,,0,,0,0,,,,,,"387/2014",1,0,0,,,,,,,,,,,,,,,,
"2589","MIGUEL",,2016-05-16,19,1899-12-31 10:00:00,1559,2014,"SI","5","25/05/2016",0,"4",,1,,2,,1,,0,2,,1,1,7000,,,,,"1559/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2590","MIGUEL",,2016-05-16,20,1899-12-31 10:00:00,1968,2014,"SI","2","19/10/2016",0,"2",,,,1,,0,,,2,,0,0,,,,,,"1968/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2591","MIGUEL",,2016-05-16,21,1899-12-31 10:00:00,867,2015,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"867/2015",1,0,0,,,,,,,,,,,,,,,,
"2592","MIGUEL",,2016-05-16,22,1899-12-31 10:00:00,883,2015,"SI","1","31/08/2016",0,"4",,1,,1,,,,1,3,,1,0,,,,,,"883/2015",1,1,1,"1","02/06/2016","02/06/2016","0","7400.53","0","0","1",,,,,,,,
"2593","MIGUEL",,2016-05-16,23,1899-12-31 10:00:00,1034,2015,"SI","2","18/10/2016",0,"2",,1,,,,1,,,1,,1,0,,,,,,"1034/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2594","MIGUEL",,2016-05-16,24,1899-12-31 10:00:00,1222,2015,"SI","2","14/06/2016",0,"4",,1,,1,,0,,0,2,,0,0,,,,,,"1222/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2595","MIGUEL",,2016-05-16,25,1899-12-31 10:00:00,1651,2015,"SI",".",,0,"2",,,,1,,,,0,1,,1,0,,,,,,"1651/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2596","MIGUEL",,2016-05-16,26,1899-12-31 10:00:00,1653,2015,"SI","3","03/11/2016",0,"4",,1,,1,,1,,,1,,1,0,,,,,,"1653/2015",0,1,1,"1","03/11/2016","18/11/2016","0","6000","0","0","1",,,,,,,,
"2597","MIGUEL",,2016-05-16,27,1899-12-31 10:00:00,1872,2015,"FED","1","19/09/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"1872/2015",1,0,0,,,,,,,,,,,,,,,,
"2598","MIGUEL",,2016-05-16,28,1899-12-31 10:00:00,1613,2014,"SI","2","17/10/2016",0,"4",,1,,1,,,,1,3,,1,0,,,,,,"1613/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2599","MIGUEL",,2016-05-16,29,1899-12-31 10:30:00,1608,2015,"SI",".",,0,"2",1,1,,,1,,,,2,,1,0,,,,,"TURNADO DICTAMINADOR","1608/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2600","MIGUEL",,2016-05-16,30,1899-12-31 10:30:00,1614,2015,"SI","3","31/08/2016",0,"1",,1,,1,,0,,,3,,0,0,,,,,,"1614/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2601","MIGUEL",,2016-05-16,31,1899-12-31 11:00:00,396,2014,"FED",".",,0,"1",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","396/2014",1,0,0,,,,,,,,,,,,,,,,
"2602","MIGUEL",,2016-05-16,32,1899-12-31 11:00:00,447,2014,"FED","1","05/10/2016",0,"1.2",,1,,,,,,,0,,0,0,,,,,,"447/2014",1,0,0,,,,,,,,,,,,,,,,
"2603","MIGUEL",,2016-05-16,33,1899-12-31 11:00:00,740,2014,"FED","7","03/10/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"740/2014",1,0,0,,,,,,,,,,,,,,,,
"2604","MIGUEL",,2016-05-16,34,1899-12-31 11:00:00,1219,2014,"FED","1","03/10/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1219/2014",1,0,0,,,,,,,,,,,,,,,,
"2605","MIGUEL",,2016-05-16,35,1899-12-31 11:00:00,877,2015,"CTD","1","29/09/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"877/2015",1,0,0,,,,,,,,,,,,,,,,
"2606","MIGUEL",,2016-05-16,36,1899-12-31 11:00:00,878,2015,"FED","1","03/10/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"878/2015",1,0,0,,,,,,,,,,,,,,,,
"2607","MIGUEL",,2016-05-16,37,1899-12-31 11:00:00,879,2015,"FED","1","03/10/2016",0,"1.2",,,,1,,,,,0,,0,0,,,,,,"879/2015",1,0,0,,,,,,,,,,,,,,,,
"2608","MIGUEL",,2016-05-16,38,1899-12-31 11:00:00,1702,2015,"FED","1","20/08/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1702/2015",1,0,0,,,,,,,,,,,,,,,,
"2609","MIGUEL",,2016-05-16,39,1899-12-31 11:00:00,188,2015,"CTD","1","06/10/2016",0,"1.2",,1,,,,,,,0,,0,0,,,,,,"188/2015",0,0,0,,,,,,,,,,,,,,,,
"2610","MIGUEL",,2016-05-16,40,1899-12-31 11:00:00,1003,2015,"SI","5","01/06/2016",0,"2",,1,,1,,1,,,2,,1,1,14010,,,,,"1003/2015",1,1,1,"1","16/05/2016","01/06/2016","0","14005","0","0","1",,,,,,,,
"2611","MIGUEL",,2016-05-16,41,1899-12-31 11:00:00,1861,2015,"SI","1","19/09/2016",0,"1.2",,1,,1,,,,1,1,,1,0,,,,,,"1861/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2612","MIGUEL",,2016-05-16,42,1899-12-31 11:00:00,1862,2015,"CTD","1","21/09/2016",0,"2",1,1,,,,,,,0,,0,0,,,,,,"1862/2015",1,0,0,,,,,,,,,,,,,,,,
"2613","MIGUEL",,2016-05-16,43,1899-12-31 11:00:00,1871,2015,"SI","2","24/10/2016",0,"4",,1,,1,,0,,,3,,0,0,,,,,,"1871/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2614","MIGUEL",,2016-05-16,44,1899-12-31 11:00:00,1883,2015,"FED","1","20/09/2016",0,"2",,,,1,,,,,0,,0,0,,,,,,"1883/2015",1,0,0,,,,,,,,,,,,,,,,
"2615","MIGUEL",,2016-05-16,45,1899-12-31 11:30:00,959,2013,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"959/2013",0,0,0,,,,,,,,,,,,,,,,
"2616","MIGUEL",,2016-05-16,46,1899-12-31 12:00:00,131,2003,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"131/2003",1,0,0,,,,,,,,,,,,,,,,
"2617","MIGUEL",,2016-05-16,47,1899-12-31 12:00:00,1884,2008,"SI","1.2","25/05/2016",0,"2",,,,1,,,,1,3,,1,0,,,,,,"1884/2008",0,0,1,,,,,,,,,,,,,,,,
"2618","MIGUEL",,2016-05-16,48,1899-12-31 12:00:00,1852,2009,"SI","7","13/07/2016",0,"2",,,,1,,,,1,2,,1,0,,,,,,"1852/2009",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2619","MIGUEL",,2016-05-16,49,1899-12-31 12:00:00,453,2015,"SI","5","30/05/2016",0,"4",1,1,,1,,1,,,2,,1,1,220000,,,,,"453/2015",1,1,1,"1","16/05/2016","01/06/2016","0","220000","0","0","1",,,,,,,,
"2620","MIGUEL",,2016-05-16,50,1899-12-31 12:00:00,917,2015,"SI","5","01/06/2016",0,"4",1,1,,1,,,,,3,,1,1,15000,,,,,"917/2015",1,1,1,"1","16/05/2016","01/06/2016","0","15000","0","0","1",,,,,,,,
"2621","MIGUEL",,2016-05-16,51,1899-12-31 12:00:00,936,2015,"FED","1","03/10/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"936/2015",0,0,0,,,,,,,,,,,,,,,,
"2622","MIGUEL",,2016-05-16,52,1899-12-31 12:00:00,1004,2015,"FED","1","12/09/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"1004/2015",1,0,0,,,,,,,,,,,,,,,,
"2623","MIGUEL",,2016-05-16,53,1899-12-31 12:00:00,1264,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1264/2015",1,0,0,,,,,,,,,,,,,,,,
"2624","MIGUEL",,2016-05-16,54,1899-12-31 12:00:00,1766,2015,"FED","1","29/09/2016",0,"1.2",,,,,,,,,0,,0,0,,,,,,"1766/2015",1,0,0,,,,,,,,,,,,,,,,
"2625","MIGUEL",,2016-05-16,55,1899-12-31 12:00:00,1854,2015,"SI","1","24/10/2016",0,"4",,1,,1,1,,,1,1,,1,0,,,,,,"1854/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2626","MIGUEL",,2016-05-16,56,1899-12-31 12:00:00,1863,2015,"SI","2","20/10/2016",0,"2",,1,,,,1,,,1,,1,0,,,,,,"1863/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2627","MIGUEL",,2016-05-16,57,1899-12-31 12:00:00,1873,2015,"NSD","1","01/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1873/2015",1,0,0,,,,,,,,,,,,,,,,
"2628","MIGUEL",,2016-05-16,58,1899-12-31 12:00:00,1758,2015,"FED","1","05/10/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1758/2015",1,0,0,,,,,,,,,,,,,,,,
"2629","MIGUEL",,2016-05-16,59,1899-12-31 12:00:00,916,2015,"FED","1","27/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"916/2015",1,0,0,,,,,,,,,,,,,,,,
"2630","MIGUEL",,2016-05-17,1,1899-12-31 09:00:00,1299,2011,"FED","3","03/11/2016",0,"2",1,1,,1,,,,,0,,0,0,,,,,,"1299/2011",0,0,0,,,,,,,,,,,,,,,,
"2631","MIGUEL",,2016-05-17,2,1899-12-31 09:00:00,2032,2011,"SI","3","20/10/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"2032/2011",0,0,0,,,,,,,,,,,,,,,,
"2632","MIGUEL",,2016-05-17,3,1899-12-31 09:00:00,418,2013,"FED","3","27/06/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"418/2013",1,0,0,,,,,,,,,,,,,,,,
"2633","MIGUEL",,2016-05-17,4,1899-12-31 09:00:00,713,2013,"A/G DESIS",,,,,,,,,,,,,0,,0,0,,,,,,"713/2013",1,0,0,,,,,,,,,,,,,,,,
"2634","MIGUEL",,2016-05-17,5,1899-12-31 09:00:00,1113,2013,"SI","3","26/10/2016",0,"2",,,,1,,,,,0,,0,0,,,,,,"1113/2013",1,0,0,,,,,,,,,,,,,,,,
"2635","MIGUEL",,2016-05-17,6,1899-12-31 09:00:00,1196,2013,"SI","3","08/09/2016",0,"4",1,1,1,1,,1,,1,1,,1,0,,,,,,"1196/2013",0,0,1,,,,,,,,,,,,,,,,
"2636","MIGUEL",,2016-05-17,7,1899-12-31 09:00:00,147,2014,"N/T ACT","3","18/05/2016",0,"4",,1,2,1,,,,,0,,0,0,,,,,,"147/2014",0,0,0,,,,,,,,,,,,,,,,
"2637","MIGUEL",,2016-05-17,8,1899-12-31 09:00:00,528,2014,"SI","3","18/05/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"528/2014",0,0,0,,,,,,,,,,,,,,,,
"2638","MIGUEL",,2016-05-17,9,1899-12-31 09:00:00,672,2014,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"672/2014",1,0,0,,,,,,,,,,,,,,,,
"2639","MIGUEL",,2016-05-17,10,1899-12-31 09:00:00,1443,2014,"CONV",,,,,,,,,,,,,0,,0,0,,,,,,"1443/2014",1,0,0,,,,,,,,,,,,,,,,
"2640","MIGUEL",,2016-05-17,11,1899-12-31 09:00:00,1966,2014,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1966/2014",0,0,0,,,,,,,,,,,,,,,,
"2641","MIGUEL",,2016-05-17,12,1899-12-31 09:00:00,617,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"617/2015",1,0,0,,,,,,,,,,,,,,,,
"2642","MIGUEL",,2016-05-17,13,1899-12-31 09:00:00,1314,2011,"SI","3","20/10/2016",0,"1",1,1,,1,,0,,,3,,0,0,,,,,,"1314/2011",0,0,1,,,,,,,,,,,,,,,,
"2643","MIGUEL",,2016-05-17,14,1899-12-31 09:30:00,957,2012,"SI",".",,0,"4",,1,,1,1,0,,,1,,1,0,,,,,"TURNADO DICTAMINADOR","957/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2644","MIGUEL",,2016-05-17,15,1899-12-31 10:00:00,1029,2009,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1029/2009",1,0,0,,,,,,,,,,,,,,,,
"2645","MIGUEL",,2016-05-17,16,1899-12-31 10:00:00,1156,2010,"O/F","1.2","19/10/2016",0,"2",,1,2,1,,,,,0,,0,0,,,,,,"1156/2010",1,0,0,,,,,,,,,,,,,,,,
"2646","MIGUEL",,2016-05-17,17,1899-12-31 10:00:00,768,2013,"FED","7","03/10/2016",0,"2",,,,1,,,,,0,,0,0,,,,,,"768/2013",1,0,0,,,,,,,,,,,,,,,,
"2647","MIGUEL",,2016-05-17,18,1899-12-31 10:00:00,1823,2013,"SI","2","25/10/2016",0,"2",1,1,,1,,1,,0,2,,1,0,,,,,,"1823/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2648","MIGUEL",,2016-05-17,19,1899-12-31 10:00:00,352,2014,"SI",".",,0,"2",2,1,,1,1,0,,1,3,,1,0,,,,,,"352/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2649","MIGUEL",,2016-05-17,20,1899-12-31 10:00:00,440,2014,"SI","1","05/10/2016",0,"1",,1,,1,,1,,1,3,,1,0,,,,,,"440/2014",0,0,1,,,,,,,,,,,,,,,,
"2650","MIGUEL",,2016-05-17,21,1899-12-31 10:00:00,551,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"551/2014",0,0,0,,,,,,,,,,,,,,,,
"2651","MIGUEL",,2016-05-17,22,1899-12-31 10:00:00,211,2015,"SI","3","27/10/2016",0,"4",,1,,1,,0,,1,1,,1,0,,,,,,"211/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2652","MIGUEL",,2016-05-17,23,1899-12-31 10:00:00,749,2015,"SI","5","24/05/2016",0,"4",,1,,1,,,,0,2,,1,1,4000,,,,,"749/2015",1,1,1,"1","17/05/2016","27/05/2016","0","4000","1","0","0",,,,,,,,
"2653","MIGUEL",,2016-05-17,24,1899-12-31 10:00:00,1865,2015,"FED","1","12/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1865/2015",1,0,0,,,,,,,,,,,,,,,,
"2654","MIGUEL",,2016-05-17,25,1899-12-31 10:00:00,1881,2015,"N/T ACT","1","12/09/2016",0,"1",1,1,,1,,,,,0,,0,0,,,,,,"1881/2015",1,0,0,,,,,,,,,,,,,,,,
"2655","MIGUEL",,2016-05-17,26,1899-12-31 10:30:00,364,2013,"N/T ACT","1","19/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"364/2013",1,0,0,,,,,,,,,,,,,,,,
"2656","MIGUEL",,2016-05-17,27,1899-12-31 10:30:00,1137,2015,"SI","2","20/10/2016",0,"1.2",,,,1,,0,,1,3,,1,0,,,,,,"1137/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2657","MIGUEL",,2016-05-17,28,1899-12-31 10:30:00,1726,2015,"SI","3","03/11/2016",0,"1",,1,,1,,0,,1,2,,1,0,,,,,,"1726/2015",1,1,1,"1","08/07/2016","08/07/2016","0","11000","0","0","1",,,,,,,,
"2658","MIGUEL",,2016-05-17,29,1899-12-31 11:00:00,1332,2002,"SI","3","31/05/2016",0,"2",,1,,,,0,,,3,,0,0,,,,,"TURNADO A DICTAMINADOR","1332/2002",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"2659","MIGUEL",,2016-05-17,30,1899-12-31 11:00:00,515,2009,"FED",".",,0,"2",,,,2,,,,,0,,0,0,,,,,,"515/2009",1,0,0,,,,,,,,,,,,,,,,
