
="",="(1)",="(2)",="(3)",="(4)"
="",="seconcilio",="convenio_m5m",="seconcilio",="convenio_m5m"

="calculadora",="0.020",="-0.00073",="0.012",="0.0100"
="",="(0.017)",="(0.029)",="(0.059)",="(0.13)"

="p_actor",="0.14***",="0.051",="0.25**",="0.26*"
="",="(0.042)",="(0.060)",="(0.11)",="(0.14)"

="c.calculadora#c.p_actor",="0.19***",="0.16**",="-0.054",="-0.035"
="",="(0.058)",="(0.074)",="(0.14)",="(0.18)"

="N",="1546",="1546",="131",="131"
="R-sq",="0.144",="0.086",="0.084",="0.077"
="DepVarMean",="0.12",="0.42",="0.16",="0.43"
="IntContMean",="0.23",="0.45",="0.27",="0.54"
="testInteraction",="0.00014",="0.025",="0.73",="0.85"
="pval_ri",="0.24",="0.98",="0.88",="0.96"
="pval_ri_int",="0",="0.010",="0.70",="0.89"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
