reclutamiento,giro_empresa_d2,giro_empresa_d3,giro_empresa_d4,giro_empresa_d5,giro_empresa_d6,giro_empresa_d7,giro_empresa_d8,giro_empresa_d9,giro_empresa_d10,giro_empresa_d11,giro_empresa_d12,giro_empresa_d13,giro_empresa_d14,giro_empresa_d15,giro_empresa_d16,giro_empresa_d17,giro_empresa_d18,giro_empresa_d19,giro_empresa_d20,giro_empresa_d21,giro_empresa_d22,giro_empresa_d23,giro_empresa_d24,trabajador_base,gen,tipo_jornada_d2,tipo_jornada_d3,tipo_jornada_d4,reinst,indem,sal_caidos,prima_antig,prima_vac,hextra,rec20,prima_dom,desc_sem,desc_ob,sarimssinf,utilidades,monto_recsueldo,nulidad,vac,ag,codem,horas_extra,antiguedad,salario_diario,horas_sem,c_antiguedad,c_indem,c_prima_antig,c_rec20,c_ag,c_vac,c_hextra,c_prima_vac,c_prima_dom,c_desc_sem,c_desc_ob,c_utilidades,c_recsueldo,c_total,min_indem,min_prima_antig,min_ag,min_vac,min_prima_vac,min_ley,c_sal_caidos,prop_hextra,modo_termino,liq_total,liq_total_tope,liq_total_pos,duracion
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,,0,1,1,0,1,2.119,750.1900000000001,66,2.1199999,67517.102,3040.49,0,10171.83,4860.02,354421.38,1215.01,0,0,0,0,0,441225.84,67517.102,3040.49,1263.25,377.22,94.309998,72292.383,590924.69,.80326527,2,0,0,0,3.8599999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,18100,1,1,1,1,0,4.092,157.39,30,4.0900002,14165.1,5872.52,0,2761.6399,1984.11,0,496.03,0,0,0,0,18100,43379.398,14165.1,5872.52,511.64001,184.11,46.029999,20779.4,68165.609,0,1,22150,22150,1,.62
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,1.8329999,94.95,54,1.84,8545.5,2004.73,0,1569.9301,610.57001,0,152.64,0,0,0,0,0,12883.37,8545.5,2004.73,208.83,612.56,153.14,11524.76,41065.879,0,2,0,0,0,.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,1,0,0,1.1109999,442.63,70,1.12,39836.699,1600.88,0,3345.21,1384.11,0,346.03,0,0,0,0,0,46512.922,39836.699,1600.88,386.29999,184.11,46.029999,42054.02,228751.19,0,4,0,0,0,1.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4666.6699,1,1,1,0,1,.71399999,166.67,72,.72000003,15000,1030.54,0,1794.52,717.81,40468.75,179.45,1541.67,12333.33,1674.89,0,4666.6699,79407.633,15000,1030.54,1794.52,720.54999,180.14,18725.75,76383.328,.509633,4,0,0,0,.85000002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,5600,1,1,1,0,1,8.2189999,200,72,8.2200003,18000,11807.98,0,24673.971,19013.699,468000,4753.4199,21400,171200,23029.039,0,5600,767478.13,18000,11807.98,830.14001,613.70001,153.42,31405.24,84820,.60978937,1,23047,23047,1,.54000002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,1,1,1,0,0,9.5719995,147.28,48,9.5900002,13255.2,13762.86,0,2404.9299,1301.04,0,325.26001,17465,0,0,0,0,48514.289,13255.2,13762.86,304.92999,,,27322.99,73772.547,0,1,7500,7500,1,1.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1881.36,1,1,1,0,0,.78299999,156.78,54,.79000002,14110.2,1136.74,0,363.70001,715.07001,0,178.77,0,0,0,0,1881.36,18385.84,14110.2,1136.74,1781.51,715.07001,178.77,17922.289,88549.344,0,2,0,0,0,1.8200001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,44893.09,1,1,1,0,0,.51700002,120.11,45,.51999998,10809.9,715.97998,0,894.97998,357.98999,0,89.5,0,0,0,0,44893.09,57761.441,10809.9,715.97998,894.97998,359.87,89.970001,12870.69,45821.969,0,2,0,0,0,.15000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1224.98,1,1,1,0,1,.66100001,612.49,60,.66000003,55124.102,951.88,0,5635.5498,2254.22,75861.609,563.56,4816.6099,0,0,0,1224.98,146432.5,55124.102,951.88,5635.5498,2263.54,565.88,64540.941,264534.44,.51806539,1,30949.789,30949.789,1,.61000001
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,.75599998,182.19,46,.75999999,16397.1,1085.61,0,1984.9301,793.96997,0,198.49001,0,0,0,0,0,20460.109,16397.1,1085.61,1984.9301,796.84998,199.21001,20463.699,71582.453,0,1,9646,9646,1,.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,621.96002,1,1,1,0,0,.039000001,207.32,48,.039999999,18658.801,59,0,122.3,48.790001,0,12.2,0,0,0,0,621.96002,19523.051,18658.801,59,122.3,48.790001,12.2,18901.09,112802.81,0,3,0,0,0,1.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,70000,1,1,1,0,1,3.908,714.28,65,3.9100001,64285.199,0,0,41917.809,24939.33,446250,6234.8301,0,0,0,0,70000,653627.19,64285.199,5616.8501,2201.5701,7819.96,1954.99,81878.57,442425.03,.68272865,2,0,0,0,2.3199999
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,10000,0,1,1,0,1,1.461,666.67,60,1.46,59999.941,2096.49,0,14602.74,6454.79,199500,1613.7,0,0,0,5000,10000,299267.66,59999.941,2096.49,2465.75,2469.4099,617.34998,67648.938,417932.91,.66662735,3,0,0,0,2.3900001
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,585.28003,1,1,1,0,0,.093999997,146.32,54,.1,13168.8,141.60001,0,207.12,82.849998,0,20.709999,175,0,0,0,585.28003,14381.37,13168.8,141.60001,207.12,82.849998,20.709999,13621.09,55777.18,0,2,0,0,0,.15000001
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,7846.02,1,1,1,0,1,.58099997,172.78,60,.57999998,15550.56,806.83002,0,1008.54,403.42001,13674.15,100.85,868.20001,6945.6001,941.29999,0,7846.02,48145.469,15550.56,806.83002,1008.54,405.32001,101.33,17872.58,142166.69,.28401738,1,190000,190000,1,4.1799998
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,11466,0,1,1,0,1,2.717,234,63,2.72,21060,0,0,9549.1201,4962.0801,216523.13,1240.52,8248.5,65988,8912.5195,0,11466,347949.88,21060,3905.8401,903.95001,1692.49,423.12,27985.4,153784.8,.62228256,3,0,0,0,2.6700001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,,0,1,1,0,0,13.419,202.02,51,13.43,18181.801,19277.449,0,3310.26,4243.6802,0,1060.92,32705.75,0,0,0,0,78779.859,18181.801,19277.449,506.91,1261.64,315.41,39543.199,148040.27,0,1,33700,33700,1,3.3599999
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,3100,1,1,1,0,1,.206,589.8200000000001,66,.20999999,53083.801,295,0,4000,3000,13125,750,0,4000,0,0,3100,81353.797,53083.801,295,616.44,246.58,61.639999,54303.461,250850.45,.16133235,1,20000,20000,1,.55000001
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,4000,0,1,1,0,0,3.575,666.67,41.75,3.5799999,59999.941,5144.8501,0,21616.439,16646.58,0,4161.6401,31000,88800,25200,0,4000,256569.45,59999.941,5144.8501,1616.4399,4668.4902,1167.12,72596.844,267733.06,0,1,70000,70000,1,.33000001
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,,0,1,1,1,0,6.9190001,533.33,54,6.9200001,47999.699,9939.6299,73847.938,23999.85,6873.3799,0,1718.35,0,0,0,0,0,164378.84,47999.699,9939.6299,1336.98,6893.8398,1723.46,67893.602,258665.05,0,2,0,0,0,1.1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,3733.3301,0,1,1,0,1,.331,466.67,50,.34,41999.941,483.79999,0,2190.4099,876.15997,22560.42,219.03999,0,0,0,0,3733.3301,72063.109,41999.941,483.79999,2190.4099,883.28998,220.82001,45778.27,190913.06,.31306475,1,40000,40000,1,.40000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,11628.5,0,1,1,0,1,27.722,291.28,51.5,27.75,26215.199,39841.102,161664.39,481.98999,107454.91,240141.05,26863.73,0,0,0,12758.9,11628.5,627049.75,26215.199,39841.102,481.98999,3789.1101,947.28003,71274.68,199555.94,.38296968,1,80000,80000,1,2.9200001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,29833.33,1,1,1,0,1,3.7030001,383.33,70,3.71,34500,5321.8501,0,3571.23,5949.04,294123.97,1487.26,0,0,0,3500,29833.33,378286.69,34500,5321.8501,821.22998,1555.0699,388.76999,42586.922,236861.67,.77751601,1,10000,10000,1,2.3099999
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,62000,1,1,1,0,1,.65600002,1289.2,112,.66000003,116028,951.88,0,4904.48,1961.79,1313671.6,490.45001,0,0,0,0,62000,1500008.3,116028,951.88,4904.48,1969.9,492.47,124346.73,660070.38,.87577629,1,15000,15000,1,1.34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,19000,0,1,1,1,1,3.711,600,60,3.72,54000,5337.5801,0,16730.141,9774.25,105300,2443.5601,0,0,0,0,19000,212585.53,54000,5337.5801,1121.92,2584.1101,646.03003,63689.641,345360,.49533004,1,23000,23000,1,1.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,,0,1,1,0,1,.082999997,133.33,45.5,.090000004,12000,0,233.78999,175.34,69.949997,19199.52,17.49,0,0,0,0,0,31696.08,12000,125.87,175.34,69.949997,17.49,12388.64,53746.672,.60573798,1,4750,4750,1,.34999999
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1.983,400,84,1.99,36000,2859.5601,15934.25,920.54999,3173.7,865200,793.41998,10300,82400,11153.97,0,0,1028735.4,36000,2859.5601,920.54999,3182.47,795.62,43758.191,158120,.84103256,4,0,0,0,.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,4666.6699,0,1,1,0,1,1.733,333.33,50,1.74,30000,2493.76,0,8684.9297,3965.3,39375,991.32001,0,0,0,0,4666.6699,90176.977,30000,2493.76,1438.36,1972.6,493.14999,36397.871,217066.67,.43664137,4,0,0,0,2.6099999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,,0,1,1,0,1,1.2359999,250,60,1.23,22500,1770.02,0,4623.29,1965.75,43875,491.44,0,0,0,0,0,75225.5,22500,1770.02,873.28998,465.75,116.44,25725.5,113975,.58324635,4,0,0,0,.82999998
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,,1,1,1,1,1,.189,466.67,60,.19,42000,267.47,0,1304.11,521.64001,17640,130.41,1050,8400,1217.17,0,0,72530.797,42000,267.47,1304.11,521.64001,130.41,44223.629,171873.33,.24320702,2,0,0,0,.029999999
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,1,0,0,.55000001,209.03,54,.56,18812.699,798.46997,0,1668.49,667.40002,0,166.85001,0,0,0,0,0,22113.91,18812.699,798.46997,1668.49,670.67999,167.67,22118.02,115990.75,0,3,0,0,0,1.73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,5000,1,1,1,0,0,.133,100,33,.14,9000,164.38,0,205.48,82.190002,0,20.549999,0,0,0,0,5000,14472.6,9000,164.38,205.48,82.190002,20.549999,9472.5996,56720,0,3,0,0,0,1.85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,9900,1,1,1,0,0,.27200001,100,33,.27000001,9000,325.48001,0,406.85001,162.74001,0,40.68,0,0,0,0,9900,19835.75,9000,325.48001,406.85001,162.74001,40.68,9935.75,67550,0,3,0,0,0,2.8399999
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,37750,0,1,1,0,1,10.011,250,54,10.02,22500,0,0,647.26001,43.84,307125,10.96,0,0,0,0,37750,368077.06,22500,13816.85,647.26001,43.84,10.96,37018.898,155900,.83440411,1,20000,20000,1,2.3599999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,,0,1,0,0,1,1.0140001,666.66,50,1.02,59999.398,0,0,0,4087.6299,139123.61,1021.91,0,0,0,0,0,204232.55,59999.398,1459.28,1616.42,87.669998,21.92,63184.691,332130,.68120193,1,35000,35000,1,1.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,2.908,174.26,40,2.9200001,15683.4,4185.1099,0,0,1525.6,0,381.39999,0,0,0,0,0,21775.51,15683.4,4185.1099,404.23999,1530.17,382.54001,22185.461,93298.797,0,1,5000,5000,1,1.5599999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,1,1.8,136.66,57,1.8,12299.4,2588.1599,0,3695.4399,1697.58,22480.57,424.39001,0,0,0,0,0,43185.539,12299.4,2588.1599,612.15997,880.60999,220.14999,16600.49,93707.758,.52055782,4,0,0,0,2.9300001
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1500,0,1,1,1,1,2.914,250,60,2.9200001,22500,4185.1099,14575.34,10931.51,5787.6699,149625,1446.92,0,76000,10202.74,20000,1500,316754.28,22500,4185.1099,678.08002,2294.52,573.63,30231.34,146750,.47236931,1,55000,55000,1,2.03
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1800,0,1,1,1,1,6.2249999,300,60,6.23,27000,8940.5498,37364.379,28023.289,20143.561,368550,5035.8901,0,194400,26155.07,20000,1800,737412.75,27000,8940.5498,813.70001,955.07001,238.77,37948.078,176100,.49978796,1,65000,65000,1,2.03
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,,1,1,1,0,1,2.8529999,566.67,40,2.8499999,51000.301,4098.5698,0,24265.75,12777.17,440300,3194.29,0,167733.33,22648.039,0,0,726017.44,51000.301,4098.5698,1397.26,4859.3599,1214.84,62570.328,242194.77,.60645926,1,60000,60000,1,.56999999
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,,0,1,1,0,1,5.3720002,775.16,66,5.3800001,69764.398,7717.27,0,3000,1043.29,367500,260.82001,0,112000,0,734,0,562019.75,69764.398,7717.27,838.35999,1050.96,262.73999,79633.727,498040.31,.65389156,1,235000,235000,1,2.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,,1,1,1,0,1,1.2029999,185,63,1.2,16650,1726.75,0,3337.6001,1410.05,20072.5,352.51001,0,0,0,0,0,43549.422,16650,1726.75,714.65997,300.04999,75.010002,19466.48,99437.5,.46091315,1,4150,4150,1,1.58
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,116505.6,0,1,1,0,1,8.0830002,266.66,35,8.0900002,23999.4,11619.17,0,635.59998,3500,121330.3,0,0,0,0,0,116505.6,277590.09,23999.4,11619.17,635.59998,327.29999,81.82,36663.301,192928.52,.43708444,1,250000,250000,1,3.27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,5966.52,0,1,1,0,1,23.003,666.64,54,23.02,59997.602,33048.172,306910.09,230182.56,237396.7,181992.72,59349.172,291.62,0,0,0,5966.52,1115135.1,59997.602,33048.172,2630.03,72.860001,18.209999,95766.883,429516.16,.16320239,3,0,0,0,2.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,2.675,244.16,40,2.6800001,21974.4,3842.8999,0,737.29999,1583.12,0,395.78,0,0,0,0,0,28533.51,21974.4,3842.8999,737.29999,1583.12,395.78,28533.51,102962.27,0,2,0,0,0,.51999998
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,,1,1,1,0,1,.68599999,312.56,45,.69,28130.4,797.67999,0,993.15997,397.26001,91833.844,99.32,0,0,930.62,0,0,123182.28,28130.4,797.67999,997.09998,400.42001,100.1,30425.689,210665.44,.74551177,3,0,0,0,2.8199999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,17875,1,1,1,0,1,1.7029999,232.14,54,1.7,20892.859,272.66,0,340.82001,155.11,2053.3301,38.779999,0,0,318.10001,3500,17875,45446.648,20892.859,272.66,47.669998,75.400002,18.85,21307.43,115166.07,.045181107,1,6500,6500,1,1.2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,16000,0,1,1,1,1,.472,400,57,.47,36000,0,0,1939.73,1130.96,25200,282.73999,0,0,0,0,16000,80553.422,36000,676.53998,2827.3999,1137.53,284.38,40925.852,170600,.31283587,1,7000,7000,1,.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,2.408,136.74,42,2.4100001,12306.6,0,0,3551.28,1777.66,0,444.42001,3072.1899,0,0,0,0,21152.141,12306.6,2841.02,424.20999,404.01001,101,16076.86,67877.742,0,4,0,0,0,1.2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,0,1,1,0,0,1.003,166.6,37.5,1.01,14994,1443.55,0,1838.8199,736.84998,0,184.21001,0,0,0,0,0,19197.43,14994,1443.55,420.87,5.3299999,1.33,16865.08,71004.922,0,1,4000,4000,1,.56
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,670.95001,1,1,1,0,0,1.342,74.55,42,1.34,6709.5,961.71002,0,206.5,163.89,0,40.970001,0,0,0,0,670.95001,8753.5195,6709.5,961.71002,206.5,163.89,40.970001,8082.5698,34457.012,0,1,5000,5000,1,.88999999
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,6428.5698,0,1,1,0,1,1.186,214.29,69,1.1799999,19285.711,1699.22,0,6850,1600.39,120093.75,400.10001,3267.8601,26142.859,0,0,6428.5698,185768.45,19285.711,1699.22,924.65997,314.67999,78.669998,22302.93,111450,.64647007,1,6000,6000,1,1.42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,7585.3398,1,1,1,1,1,3.197,541.8099999999999,66,3.2,48762.898,4590.2402,0,102769.08,56430.531,2334375,14107.63,0,0,0,0,7585.3398,2568620.8,48762.898,4590.2402,9246.5801,5001.96,1250.49,68852.156,293335.94,.90880483,1,50000,50000,1,1.61
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,1.658,70.11,43,1.66,6309.8999,1334.86,0,187.23,353.91,0,88.480003,0,0,0,0,0,8274.3799,6309.8999,1334.86,187.23,355.38,88.839996,8276.21,28703.029,0,1,8000,8000,1,.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,22266.67,0,1,1,0,1,8.2889996,213.33,47.5,8.29,19200,4321.23,35384.109,777.59998,17284.93,7515,4321.23,0,0,0,0,22266.67,111070.77,19200,4321.23,776.71002,724.92999,181.23,25204.109,125354.67,.067659564,3,0,0,0,2.03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1600,0,1,1,0,0,.86699998,100,30,.87,9000,1042.1899,0,1302.74,501.37,0,125.34,0,0,0,0,1600,13571.64,9000,1042.1899,1302.74,522.73999,130.67999,11998.36,57830,0,1,7000,7000,1,1.95
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,4500,1,1,1,0,1,10.644,500,78,10.65,45000,15289.01,0,2321.9199,5150.6802,1842750,1287.67,0,0,0,0,4500,1916299.3,45000,15289.01,2321.9199,5172.6001,1293.15,69076.68,199450,.96161908,1,56000,56000,1,.31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,,1,0,0,0,0,2.0810001,222.31,47.5,2.0799999,20008.26,1111.55,9270.1904,0,0,0,1111.55,0,0,0,0,0,31501.551,20008.26,1111.55,1087.21,188.3,47.07,22442.391,83745.68,0,1,22668.07,22668.07,1,.11
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,,1,1,0,0,1,5.1279998,663.25,48.75,5.1300001,59692.5,7371.1401,0,0,23844.59,26866.881,5961.1499,30705,0,0,0,0,154441.25,59692.5,7371.1401,2249.5901,844.59003,211.14999,70368.961,277702.78,.17396182,1,140562.2,140562.2,1,.49000001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,6333.6001,0,1,1,0,1,.035999998,473.13,66,.039999999,42581.699,55.07,0,1696.5,100.25,5733,25.059999,218.39999,0,234.56,0,6333.6001,56978.129,42581.699,55.07,251.31,100.25,25.059999,43013.391,203493.2,.10061755,1,30000,30000,1,.58999997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.097,142.8,54,1.1,12852,1577.28,0,2353.3,969.17999,14244.51,242.3,0,0,0,0,0,32238.57,12852,1577.28,1637.33,112.37,28.09,16207.08,56791.559,.44184682,1,9000,9000,1,.30000001
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,,1,1,1,0,0,4.8249998,243.46,45,4.8299999,21911.4,6934.5298,0,3041.6299,1820.24,0,455.06,0,0,0,0,0,34162.859,21911.4,6934.5298,684.53003,1826.27,456.57001,31813.289,133927.34,0,2,0,0,0,1.6900001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,17.083,339.85,45,17.1,30586.5,24544.23,0,5664.3799,5915.8501,0,1478.96,0,0,0,0,0,68189.922,30586.5,24544.23,1120.4301,461.84,115.46,56828.461,134342.7,0,1,60000,60000,1,.28
