"d.convenio.df.tipo_de_abogado","d.convenio.df.giro_empresa","d.convenio.df.trab_base","d.convenio.df.acci_on_principal","d.convenio.df.causa","d.convenio.df.sueldo_diario_integrado","d.convenio.df.gen","d.convenio.df.horas","d.convenio.df.reinstalacion_t","d.convenio.df.indem_const_t","d.convenio.df.sal_caidos_t","d.convenio.df.rec_hr_extra","d.convenio.df.rec_20_d_ias_t","d.convenio.df.sarimssinfo","d.convenio.df.cod_imss","d.convenio.df.antig_anos","d.convenio.df.y","d.convenio.df.id"
"0","2","0","2","0",126.95,"0",45,"0","1","1","0","0","1","0",4.05205479452055,0.515068493150685,427
"0","6","0","2","0",235.34,"1",66,"0","1","1","1","0","0","0",0.682191780821918,0.526027397260274,428
"0","1","0","1","0",819.96,"0",66,"1","1","1","1","1","1","0",0.49041095890411,1.86027397260274,430
"0","3","0","1","0",261.29,"1",54,"1","1","1","1","1","1","0",0.306849315068493,0.717808219178082,433
"0","4","0","1","0",264.34,"0",50,"1","1","1","1","0","0","0",0.665753424657534,0.427397260273973,434
"0","1","0","2","0",943.10502283105,"0",55,"0","1","1","1","0","1","0",2.67123287671233,0.967123287671233,435
"0","3","0","2","0",236.79,"0",66,"0","1","1","1","1","0","0",3.33424657534247,0.16986301369863,437
"0","3","1","2","0",1497.4,"0",63,"0","1","1","1","0","1","0",5.99178082191781,1.63287671232877,441
"0","5","0","1","0",337.5,"0",54,"1","1","1","0","1","1","0",20.0547945205479,2.63013698630137,442
"1","3","0","2","0",122.22,"1",48,"0","1","1","0","0","0","0",3.59178082191781,1.05753424657534,445
"0","5","0","2","0",433.33,"0",60,"0","1","1","1","0","1","0",4.02465753424658,1.95890410958904,447
"1","2","0","2","0",70.02,"1",50,"0","1","1","0","0","0","0",1.94246575342466,0.452054794520548,448
"0","2","1","2","0",666.666666666667,"1",52.5,"0","1","1","1","0","0","0",1.4986301369863,0.205479452054795,449
"0","6","0","2","0",183.61,"1",63,"0","1","1","1","0","1","0",0.750684931506849,0.167123287671233,451
"0","1","0","2","0",400,"1",55,"0","1","1","0","0","1","0",1.28767123287671,0.205479452054795,452
"1","3","0","2","0",174.19,"1",40,"0","1","1","1","0","0","0",1.68493150684932,0.723287671232877,453
"0","2","0","2","0",315,"0",84,"0","1","1","1","0","0","0",7.2986301369863,0.454794520547945,462
"0","3","0","2","0",884.448,"1",50,"0","1","1","1","0","0","0",0.271232876712329,0.317808219178082,464
"0","3","0","2","0",206.66,"0",66,"0","1","1","1","1","1","0",4.73698630136986,0.180821917808219,466
"0","3","0","1","0",7517.72427777778,"1",60,"1","0","1","1","0","1","0",2.41643835616438,0.961643835616438,467
"0","3","0","1","0",843.333333333333,"0",55,"1","1","1","1","0","1","0",0.950684931506849,1.18630136986301,468
"0","5","0","2","0",90,"1",60,"0","1","1","1","0","0","0",0.594520547945205,0.517808219178082,469
"0","6","0","1","0",233.333333333333,"0",54,"1","0","1","0","0","0","0",2.07123287671233,0.282191780821918,470
"0","7","0","2","0",397.14,"1",77,"0","1","1","1","1","1","0",3.93972602739726,0.227397260273973,473
"0","10","0","1","0",438.48,"1",48,"1","1","1","1","1","1","0",1.02739726027397,0.397260273972603,474
"0","1","1","2","0",64.2856666666667,"1",60,"0","1","1","1","0","1","0",33.0328767123288,1.61095890410959,475
"0","6","0","1","0",266.666666666667,"1",66,"1","1","1","1","1","1","0",1.75890410958904,0.578082191780822,478
"1","3","0","2","0",348.39,"0",60,"0","1","1","0","0","0","0",0.432876712328767,1.88219178082192,479
"0","2","1","2","0",600,"0",60,"0","1","1","1","0","1","0",1.27671232876712,0.473972602739726,482
"0","3","0","2","0",393.396666666667,"1",60,"0","1","1","1","0","0","0",0.610958904109589,0.161643835616438,483
"1","1","0","2","0",191.51,"0",52,"0","1","0","0","0","0","0",5.01917808219178,2.22465753424658,484
"1","1","0","2","0",65.14,"0",57,"0","1","1","0","0","0","0",0.810958904109589,0.224657534246575,485
"0","5","0","1","0",329.95,"0",72,"1","1","1","1","0","0","0",7.71232876712329,2.09041095890411,486
"0","2","0","2","0",439.116666666667,"0",52.5,"0","1","1","1","0","1","0",3.47671232876712,2.86575342465753,487
"0","1","0","1","0",600,"0",60,"1","0","1","1","0","1","0",0.635616438356164,0.679452054794521,489
"0","5","0","2","0",554.314285714286,"0",65,"0","1","1","1","0","1","0",0.6,1.17534246575342,490
"0","1","0","2","0",233,"0",72,"0","1","1","1","0","0","0",4.98630136986301,0.506849315068493,491
"1","7","0","2","0",68.28,"1",42,"0","1","1","0","0","0","0",3.81643835616438,1.22739726027397,493
"0","1","0","2","0",533.333333333333,"1",60,"0","1","1","1","0","0","0",3.67123287671233,0.550684931506849,498
"1","3","0","2","0",348.39,"0",50,"0","1","1","0","0","0","0",0.517808219178082,0.476712328767123,501
"0","2","0","2","0",257.142857142857,"0",54,"0","1","1","1","0","0","0",0.961643835616438,1.85479452054795,502
"1","5","0","2","0",179.14,"0",60,"0","1","1","1","0","0","0",0.550684931506849,0.780821917808219,503
"1","3","0","2","0",123.53,"1",35,"0","1","1","0","0","0","0",1.11506849315068,0.53972602739726,504
"0","3","0","2","0",286.67,"0",30,"0","1","1","1","0","1","0",0.501369863013699,0.287671232876712,506
"0","3","0","2","0",524.78,"1",60,"0","1","1","1","0","1","0",0.810958904109589,1.62739726027397,509
"0","2","0","2","0",71.78,"1",20,"0","1","1","0","0","0","0",4.38904109589041,0.747945205479452,511
"0","2","0","1","0",203.22,"1",72,"1","1","1","1","1","1","0",1.32054794520548,0.424657534246575,516
"0","3","0","2","0",187.95,"1",80.5,"0","1","1","1","0","1","0",2.31780821917808,0.501369863013699,518
"0","1","0","2","0",1000,"0",58,"0","1","1","1","0","1","0",0.605479452054794,0.334246575342466,519
"0","1","0","2","0",357.14,"0",58,"0","1","1","1","0","1","0",0.4,0.334246575342466,520
"0","2","0","1","0",200,"0",45,"1","0","1","0","0","0","0",2.64383561643836,0.46027397260274,521
"0","2","0","2","0",56.01,"0",56,"0","1","1","0","0","0","0",10.7452054794521,1.84931506849315,522
"0","2","0","2","0",416.666666666667,"1",78,"0","1","1","1","0","1","0",0.189041095890411,1.28219178082192,523
"0","6","0","2","0",210,"1",45,"0","1","1","0","0","1","0",3.98904109589041,2.19178082191781,524
"1","3","0","2","0",62.51,"1",36,"0","1","1","0","0","0","0",0.608219178082192,1.17534246575342,526
"0","1","0","2","0",200,"0",72,"0","1","1","1","0","1","0",2.34520547945205,0.493150684931507,527
"0","3","0","2","0",400,"1",60,"0","1","1","1","0","1","0",1.32328767123288,0.498630136986301,529
"0","1","0","2","0",194.58,"1",66,"0","1","1","1","0","0","0",0.693150684931507,0.701369863013699,530
"0","1","0","2","0",266.67,"1",72,"0","1","1","1","0","0","0",0.704109589041096,0.449315068493151,533
"0","2","0","2","0",195.28,"0",66,"0","1","1","1","0","1","0",1.13150684931507,1.3041095890411,534
"0","3","1","2","0",731.03,"1",78,"0","1","1","1","0","1","0",0.405479452054795,1.84931506849315,537
"0","7","0","1","0",160.02,"0",56,"1","1","1","0","1","1","0",0.00273972602739726,1.86575342465753,539
"0","3","0","2","0",153.44,"0",60,"0","1","1","1","0","1","0",0.717808219178082,0.619178082191781,540
"0","6","0","2","0",166.67,"1",56,"0","1","1","1","0","0","0",0.249315068493151,1.14246575342466,541
"0","7","0","2","0",733.33,"1",48,"0","1","1","1","0","0","0",4.59178082191781,2.59178082191781,542
"1","3","0","2","0",245.41,"1",46,"0","1","1","1","0","0","0",0.421917808219178,0.786301369863014,543
"1","3","0","2","0",89.53,"0",59.5,"0","1","1","0","0","0","0",0.0821917808219178,0.517808219178082,544
"1","3","0","1","0",295.57,"1",47.5,"1","1","1","0","0","0","0",0.49041095890411,2.93972602739726,545
"0","3","0","2","0",450,"0",84,"0","1","1","1","0","1","0",7.56164383561644,0.265753424657534,550
"0","3","0","1","0",569.61,"0",77,"1","0","1","1","0","1","0",1.8,2.97808219178082,551
"0","6","0","1","0",300.62,"0",60,"1","1","1","1","1","0","0",1,2.82465753424658,552
"0","10","0","2","0",1000,"1",60,"0","1","1","1","0","1","0",0.676712328767123,1.43561643835616,553
"0","8","0","1","0",890,"0",78,"1","1","1","1","1","1","0",13.6082191780822,1.08219178082192,556
"0","4","0","1","0",437.42,"0",66,"1","0","1","1","0","0","0",3.07123287671233,0.849315068493151,557
"0","2","0","2","0",316.54,"1",54,"0","1","1","1","0","0","0",1.13424657534247,0.504109589041096,558
"1","3","1","2","0",165.68,"1",40,"0","1","1","0","0","0","0",20.7890410958904,1.44109589041096,560
"0","1","0","2","0",116.66,"1",57,"0","1","1","1","0","0","0",14.6027397260274,0.86027397260274,561
"1","2","0","2","0",226.45,"1",50,"0","1","1","1","0","0","0",1.64383561643836,0.520547945205479,562
"0","3","0","2","0",460.152666666667,"0",48,"0","1","1","0","0","0","0",1.58082191780822,1.25205479452055,563
"0","3","1","2","0",1533.33,"1",60,"0","1","1","1","0","1","0",1.52054794520548,1.26301369863014,564
"1","1","0","2","0",209.03,"1",48,"0","1","1","0","0","0","0",1.37808219178082,0.53972602739726,567
"0","1","0","2","0",761.35,"0",57,"0","1","1","1","0","0","0",4.65479452054795,2.07123287671233,568
"0","3","0","2","0",400,"1",72,"0","1","1","1","0","1","0",2.46301369863014,0.205479452054795,570
"0","5","0","1","0",200,"0",60,"1","1","1","1","1","1","0",3.24657534246575,0.578082191780822,571
"0","1","0","2","0",450,"0",72,"0","1","1","1","0","1","0",3.46575342465753,0.186301369863014,572
"0","1","0","1","0",330.61,"0",66,"1","1","1","1","1","1","0",4.95616438356164,1.76438356164384,574
"0","4","0","2","0",209.3,"0",47.5,"0","1","1","1","0","0","0",2.32328767123288,0.887671232876712,576
"1","1","0","2","0",147.81,"1",24,"0","1","1","1","0","1","0",0.194520547945205,0.868493150684931,577
"0","1","0","1","0",300.53,"1",62,"1","1","1","1","0","0","0",10.5643835616438,0.238356164383562,578
"0","2","0","2","0",330.33,"0",60,"0","1","1","1","1","1","0",0.00273972602739726,0.882191780821918,579
"0","3","0","2","0",171.42,"1",63,"0","1","1","1","0","0","0",0.427397260273973,0.158904109589041,580
"0","1","0","2","0",116.66,"1",60,"0","1","1","1","0","1","0",1.78630136986301,1.22739726027397,581
"0","11","0","1","0",534,"1",60,"1","0","0","1","1","0","0",16.7369863013699,0.0383561643835616,582
"0","2","1","2","0",2973.58,"0",65,"0","1","1","1","1","0","0",8.05753424657534,0.978082191780822,584
"1","2","0","2","0",303.72,"1",55,"0","1","1","0","0","0","0",1.25205479452055,1.00547945205479,585
"1","1","0","2","0",157.59,"0",45,"0","1","1","0","0","0","0",4.47123287671233,0.13972602739726,586
"0","3","0","1","0",302.19,"1",48,"1","1","1","0","1","1","0",6.44931506849315,1.15616438356164,587
"0","4","0","2","0",321.42,"0",55,"0","1","1","1","1","0","0",3.38904109589041,0.29041095890411,589
"0","11","0","2","0",346.42,"1",77,"0","1","1","1","1","1","0",1.37260273972603,0.287671232876712,590
"0","7","0","2","0",267.33,"1",45,"0","1","1","1","1","1","0",6.69041095890411,0.208219178082192,591
"0","5","0","1","0",347.57,"0",66,"1","1","1","1","1","0","0",5.03287671232877,2.07397260273973,593
"1","3","0","2","0",910.19,"0",50,"0","1","1","0","0","0","0",1.2027397260274,0.589041095890411,597
"0","4","0","2","0",740.17,"1",45,"0","1","1","1","0","0","0",23.8438356164384,0.180821917808219,598
"1","3","0","2","0",240.39,"1",32,"0","1","1","0","0","1","0",0.101369863013699,0.950684931506849,599
"0","1","0","2","0",316.66,"1",72,"0","1","1","1","0","0","0",0.2,0.156164383561644,601
"0","1","0","2","0",197.92,"0",54,"0","1","1","1","0","0","0",12.6602739726027,1.87123287671233,604
"0","5","0","1","0",347.57,"0",66,"1","1","1","1","1","1","0",3.50684931506849,2.05753424657534,607
"0","3","0","2","0",192.13,"0",60,"0","1","1","1","0","1","0",1.33424657534247,0.712328767123288,608
"0","1","0","2","0",500,"1",60,"0","1","1","1","0","1","0",3.3013698630137,1.58082191780822,609
"0","1","0","2","0",209,"0",72,"0","1","1","1","1","1","0",0.726027397260274,0.920547945205479,610
"0","1","0","1","0",412.43,"0",60,"1","0","1","1","0","1","0",1.10684931506849,0.583561643835616,611
"0","1","0","1","0",1970.42,"1",72,"1","0","1","1","0","1","0",7.29315068493151,1.34520547945205,612
"0","5","0","2","0",857.14,"0",67.5,"0","1","1","0","0","1","0",1.14246575342466,0.213698630136986,615
"0","5","0","2","0",380,"0",72,"0","1","1","1","0","0","0",2.30684931506849,0.93972602739726,624
"0","1","0","2","0",233.333333333333,"0",78,"0","1","1","1","0","1","0",2.27671232876712,1.83013698630137,626
"0","2","0","2","0",514.66,"1",60,"0","1","1","0","0","1","0",1.37534246575342,0.402739726027397,627
"0","1","0","2","0",481.49,"0",50,"0","1","1","1","0","0","0",0.194520547945205,0.438356164383562,628
"0","1","0","2","0",150,"0",57.5,"0","1","1","1","0","0","0",0.0301369863013699,0.386301369863014,632
"1","2","1","2","0",293.38,"0",62.5,"0","1","1","0","0","0","0",4.01917808219178,0.545205479452055,635
"0","1","0","2","0",100,"0",50,"0","1","1","1","1","0","0",13.6219178082192,2.01917808219178,637
"0","2","0","2","0",300,"1",60,"0","1","1","1","0","1","0",1.45753424657534,0.66027397260274,639
"0","1","0","2","0",396,"1",66,"0","1","1","1","0","1","0",3.05479452054795,0.706849315068493,641
"0","3","0","2","0",196,"0",40,"0","1","0","0","0","0","0",4.85205479452055,0.282191780821918,643
"0","2","0","2","0",103.175333333333,"0",60,"0","1","1","1","0","1","0",2.3972602739726,0.86027397260274,644
"0","2","0","2","0",577.95,"0",66,"0","1","1","1","0","0","0",17.2630136986301,0.780821917808219,646
"0","6","0","1","0",200,"0",60,"1","0","1","1","1","1","0",0.96986301369863,0.172602739726027,648
"0","1","0","1","0",394.58,"0",55,"1","0","1","0","0","0","0",1.0027397260274,1.55068493150685,649
"0","11","0","2","0",383.52,"0",78,"0","1","1","1","0","0","0",4.55342465753425,0.958904109589041,651
"0","1","0","2","0",143,"1",36,"0","1","1","0","0","0","0",2.0027397260274,0.536986301369863,652
"0","1","0","2","0",360.006,"0",84,"0","1","1","1","0","0","0",2.10684931506849,2.80821917808219,654
"1","3","0","2","0",354.96,"1",42.5,"0","1","1","0","0","0","0",3.20821917808219,0.926027397260274,655
"1","3","0","2","0",117.98,"1",48,"0","1","1","0","0","0","0",4.45753424657534,0.561643835616438,656
"0","2","1","2","0",666.66,"0",60,"0","1","1","1","0","0","0",0.96986301369863,0.432876712328767,657
"0","1","0","2","0",130.13,"0",78,"0","1","1","1","0","0","0",1.37534246575342,0.561643835616438,658
"1","3","1","1","0",950.12,"0",72,"1","0","1","0","0","0","0",4.81917808219178,0.241095890410959,659
"0","4","0","2","0",446.66,"1",66,"0","1","1","1","0","0","0",14.0986301369863,0.638356164383562,660
"0","11","1","2","0",435.5,"1",50,"0","1","1","0","0","0","0",0.101369863013699,0.117808219178082,661
"0","6","0","2","0",533.33,"1",52.5,"0","1","1","1","0","0","0",3.69041095890411,1.35068493150685,662
"0","5","0","1","0",139,"0",36,"1","0","1","1","0","0","0",1.15616438356164,0.956164383561644,663
"0","3","0","1","0",198.57,"0",60,"1","0","1","1","0","0","0",3.95342465753425,1.82191780821918,666
"0","7","1","2","0",866.66,"0",72,"0","1","1","0","0","0","0",0.879452054794521,1.59178082191781,669
"0","5","1","2","0",233.33,"1",47.5,"0","1","1","1","0","1","0",0.334246575342466,0.186301369863014,670
"0","7","0","1","0",528.57,"1",53,"1","1","1","0","1","0","0",3.79452054794521,0.482191780821918,678
"0","2","0","2","0",220,"0",59,"0","1","1","0","1","1","0",4.8,0.561643835616438,679
"0","2","0","2","0",172.85,"0",60,"0","1","1","1","0","0","0",8.78904109589041,0.232876712328767,680
"0","7","0","1","0",530,"0",50,"1","1","1","0","0","0","0",3.79452054794521,2.43287671232877,681
"0","7","0","2","0",266.66,"1",60,"0","1","1","1","0","0","0",0.517808219178082,0.895890410958904,682
"0","7","0","1","0",301.13,"0",54,"1","1","1","0","1","1","0",0.753424657534247,0.898630136986301,683
"1","7","0","2","0",103.14,"0",60,"0","1","1","0","0","0","0",3.38082191780822,1.68219178082192,686
"1","3","0","2","0",308.69,"0",73.5,"0","1","1","0","0","0","0",2.38630136986301,1.81643835616438,688
"0","1","1","2","0",2500,"0",50,"0","1","1","1","0","0","0",0.353424657534247,0.23013698630137,689
"1","3","0","2","0",431.04,"0",60,"0","1","1","0","0","0","0",0.745205479452055,0.898630136986301,690
"0","5","0","2","0",390.2,"0",72,"0","1","1","1","0","0","0",2.27671232876712,1.62739726027397,692
"0","6","0","2","0",872.45,"1",70,"0","1","1","1","0","0","0",0.427397260273973,1.6986301369863,696
"0","2","0","2","0",114.28,"0",72,"0","1","1","1","0","0","0",18.9424657534247,0.194520547945205,701
"1","6","0","2","0",63.06,"1",57.5,"0","1","1","0","0","0","0",3.32328767123288,1.40821917808219,702
"0","3","0","2","0",171.42,"0",66,"0","1","1","1","0","0","0",5.77808219178082,0.213698630136986,703
"0","3","0","1","0",186.65,"0",40,"1","0","1","1","0","1","0",0.227397260273973,0.824657534246575,704
"0","4","0","2","0",138.58,"0",52,"0","1","1","1","0","1","0",0.621917808219178,0.202739726027397,706
"0","3","0","2","0",246.66,"0",54,"0","1","1","1","0","1","0",0.657534246575342,0.202739726027397,707
"0","7","0","1","0",438.01,"1",60,"1","1","1","1","1","0","0",1.77534246575342,1.50958904109589,709
"0","7","1","2","0",1372.97,"1",55,"0","1","1","0","0","1","0",1.31232876712329,0.191780821917808,715
"0","5","0","1","0",1000,"0",60,"1","1","1","1","0","0","0",1.35342465753425,0.279452054794521,717
"0","5","0","2","0",200,"0",66,"0","1","1","1","0","1","0",5.79452054794521,1.22465753424658,718
"0","3","0","1","0",112.9,"1",45,"1","1","1","1","0","0","0",2.57534246575342,0.608219178082192,719
"0","2","0","1","0",597.222222222222,"1",66,"1","1","1","1","1","0","0",14.3671232876712,1.85479452054795,720
"0","1","0","1","0",250,"1",50,"1","1","1","1","0","1","0",0.808219178082192,1.70684931506849,721
"1","3","0","2","0",99.15,"0",36,"0","1","1","0","0","0","0",2.02739726027397,1.92876712328767,722
"0","7","0","2","0",170,"0",54,"0","1","1","1","0","1","0",-0.172602739726027,1.63287671232877,724
"0","3","0","1","0",3337.9,"0",55,"1","1","1","1","1","1","0",3.82739726027397,0.917808219178082,726
"0","1","0","1","0",400,"0",60,"1","0","1","1","0","1","0",0.454794520547945,1.26575342465753,729
"0","5","0","2","0",200,"0",66,"0","1","1","1","0","0","0",9.81095890410959,2.21369863013699,731
"0","3","0","1","0",1333.33,"0",50,"1","0","1","1","0","1","0",0.158904109589041,1.22191780821918,732
"0","7","1","1","0",500,"0",50,"1","1","1","1","1","1","0",14.8904109589041,0.605479452054794,733
"0","5","0","2","0",230,"0",84,"0","1","1","0","0","0","0",6.03287671232877,0.372602739726027,736
"0","1","1","1","0",376.2,"1",60,"1","1","1","1","1","1","0",3.36712328767123,0.249315068493151,737
"0","5","0","2","0",166.66,"1",50,"0","1","1","0","0","1","0",11.7232876712329,0.402739726027397,738
"0","6","0","2","0",246,"0",48,"0","1","1","0","0","0","0",0.616438356164384,1.86301369863014,740
"0","4","0","2","0",714.28,"0",60,"0","1","1","1","0","0","0",1.4958904109589,0.484931506849315,742
"1","5","0","2","0",199.63,"0",84,"0","1","1","0","0","0","0",4.42739726027397,0.742465753424657,743
"0","5","0","1","0",547.82,"0",72,"1","1","1","1","1","0","0",2.54246575342466,0.536986301369863,745
"1","3","0","2","0",236.65,"0",40,"0","1","1","0","0","0","0",3.08767123287671,0.191780821917808,746
"1","3","0","2","0",282.2,"1",54,"0","1","1","0","0","0","0",0.131506849315068,1.12328767123288,753
"1","3","0","2","0",280.05,"0",54,"0","1","1","0","0","0","0",0.0657534246575342,1.12328767123288,754
"1","3","0","2","0",217.6,"0",54,"0","1","1","0","0","0","0",0.120547945205479,1.12328767123288,755
"0","2","0","1","0",846.66,"0",60,"1","1","1","1","1","1","0",2.05205479452055,1.21643835616438,756
"0","5","0","2","0",333.33,"0",105,"0","1","1","1","0","0","0",1.34794520547945,0.616438356164384,757
"0","5","0","2","0",200,"0",60,"0","1","1","1","0","0","0",5.60547945205479,0.227397260273973,758
"1","3","0","2","0",174.19,"0",81,"0","1","1","0","0","0","0",0.249315068493151,0.158904109589041,760
"1","1","0","2","0",489.66,"0",66,"0","1","1","0","0","0","0",3.26575342465753,0.380821917808219,761
"0","3","0","2","0",1456,"0",45,"0","1","1","1","0","0","0",3.61095890410959,0.128767123287671,762
"1","1","0","2","0",225.72,"0",66,"0","1","1","0","0","0","0",15.1068493150685,0.158904109589041,763
"1","3","0","2","0",212.3,"0",66,"0","1","1","0","0","0","0",4.00547945205479,0.254794520547945,773
"1","3","0","2","0",145.28,"0",60,"0","1","1","0","0","0","0",1.6958904109589,0.213698630136986,775
"0","3","0","2","0",217.42,"0",77,"0","1","1","1","0","0","0",0.358904109589041,0.515068493150685,776
"0","1","0","2","0",21.42,"0",66,"0","1","1","1","0","1","0",1.47671232876712,0.528767123287671,794
"0","1","0","2","0",1158.22,"1",50,"0","1","1","1","0","1","0",2.06575342465753,2.82465753424658,795
"0","8","0","2","0",700,"1",66,"0","1","1","1","0","1","0",1.46575342465753,0.854794520547945,796
"0","5","0","1","0",489.99,"0",60,"1","0","1","1","0","1","0",9.28767123287671,2.58630136986301,798
"0","3","0","1","0",300,"0",66,"1","0","1","1","0","1","0",0.0328767123287671,2.15616438356164,801
"0","5","0","2","0",1666.66,"0",45,"0","1","1","1","0","1","0",3.61095890410959,1.3041095890411,802
"0","8","0","2","0",794.46,"1",65,"0","1","1","0","0","1","0",0.421917808219178,2.11780821917808,803
"0","2","0","2","0",183.33,"1",52,"0","1","1","1","0","1","0",0.520547945205479,0.197260273972603,804
"0","3","0","2","0",762.18,"0",48,"0","1","1","1","0","1","0",0.619178082191781,1.05205479452055,806
"1","3","0","2","0",121.45,"1",42.5,"0","1","1","0","0","1","0",0.832876712328767,0.93972602739726,807
"0","3","0","1","0",333.33,"0",75,"1","1","1","1","1","1","0",0.756164383561644,1.16986301369863,810
"0","11","0","1","0",1842.16,"0",60,"1","1","1","1","1","0","0",12.413698630137,1.28767123287671,812
"0","5","0","2","0",300,"0",60,"0","1","1","1","0","1","0",10.5123287671233,1.93972602739726,813
"0","1","0","1","0",100,"0",50,"1","0","1","0","0","1","0",0.523287671232877,0.63013698630137,814
"0","2","0","2","0",60,"0",84,"0","1","1","1","0","1","0",4.26575342465753,0.786301369863014,815
"0","3","0","2","0",233.33,"0",48,"0","1","1","1","0","1","0",1.35616438356164,0.997260273972603,816
"1","5","0","2","0",263,"0",84,"0","1","1","0","0","1","0",2.47123287671233,0.624657534246575,820
"0","2","0","2","0",203.95,"1",48,"0","1","1","0","0","1","0",0.805479452054795,1.4958904109589,821
"0","11","0","2","0",400,"0",60,"0","1","1","1","0","1","0",1.58630136986301,1.65753424657534,822
"0","7","1","1","0",1276.39,"1",66,"1","0","1","1","0","1","0",0.758904109589041,1.64657534246575,824
"0","7","0","2","0",198.68,"0",60,"0","1","1","1","0","1","0",0.564383561643836,0.424657534246575,825
"0","7","0","1","0",383.333333333333,"0",56,"1","0","1","1","0","1","0",7.04109589041096,0.876712328767123,828
"1","5","0","2","0",229.94,"0",756,"0","1","1","0","0","0","0",2.66301369863014,0.484931506849315,830
"1","3","0","2","0",433.67,"1",50,"0","1","1","0","0","1","0",2.16712328767123,0.257534246575342,833
"1","3","0","2","0",216,"1",42,"0","1","1","0","0","0","0",0.827397260273973,0.50958904109589,835
"1","7","0","2","0",426.22,"0",48,"0","1","1","0","0","0","0",2.59452054794521,0.663013698630137,836
"0","1","0","2","0",655,"1",72,"0","1","1","1","0","1","0",3.75616438356164,0.342465753424658,837
"0","1","0","2","0",656.97,"1",60,"0","1","1","1","0","1","0",3.39452054794521,0.145205479452055,838
"0","1","0","2","0",200,"1",72,"0","1","1","1","0","0","0",3.4958904109589,0.175342465753425,839
"0","3","0","1","0",3137.26,"0",60,"1","1","1","1","1","1","0",1.80547945205479,0.646575342465753,841
"0","6","0","2","0",470,"0",66,"0","1","1","1","0","0","0",3.74246575342466,1.35890410958904,843
"0","5","0","2","0",214.28,"1",66,"0","1","1","1","0","1","0",1.54520547945205,2.66301369863014,844
"0","2","0","1","0",250,"1",60,"1","1","1","1","1","1","0",0.986301369863014,0.846575342465753,847
"0","1","0","2","0",233.333333333333,"0",50,"0","1","1","1","0","0","0",0.671232876712329,0.517808219178082,848
"0","2","0","2","0",400,"0",63,"0","1","1","1","0","0","0",1.11506849315068,1.58082191780822,849
"0","7","0","2","0",500,"0",63,"0","1","1","1","0","0","0",8.95616438356164,0.586301369863014,854
"0","1","0","2","0",234.35,"0",57,"0","1","1","1","0","1","0",1.69315068493151,0.742465753424657,855
"0","1","0","2","0",202.24,"0",77,"0","1","1","1","0","1","0",6.13698630136986,0.342465753424658,856
"0","5","0","2","0",350,"0",105,"0","1","1","1","0","0","0",9.06575342465753,0.824657534246575,860
"0","1","0","1","0",214.28,"0",60,"1","1","1","1","1","1","0",2.67123287671233,0.235616438356164,861
"1","2","0","2","0",106.11,"0",69,"0","1","1","1","0","0","0",7.04383561643836,0.512328767123288,862
"0","3","1","3","1",1688.36,"1",66,"0","1","1","1","1","1","0",4.01095890410959,0.158904109589041,863
"0","3","0","2","0",333.333333333333,"1",72,"0","1","1","1","0","1","0",3.28219178082192,1.24657534246575,864
"0","5","1","2","0",333.333333333333,"0",72,"0","1","1","1","0","0","0",1.00821917808219,1.15616438356164,865
"1","3","0","2","0",191.32,"0",54,"0","1","1","0","0","0","0",9.31232876712329,0.545205479452055,866
"0","7","0","1","0",230,"0",48,"1","1","1","0","0","1","0",3.07671232876712,0.50958904109589,868
"0","2","1","2","0",2380.24,"0",62.5,"0","1","1","1","0","0","0",1.32328767123288,0.526027397260274,869
"0","3","0","2","0",165.85,"1",26,"0","1","1","0","1","1","0",0.520547945205479,0.638356164383562,870
"0","3","0","2","0",600,"1",45,"0","1","1","0","1","0","0",0.827397260273973,0.446575342465753,871
"0","1","0","2","0",418.08,"1",54,"0","1","1","1","0","1","0",0.0602739726027397,0.641095890410959,873
"0","2","1","1","0",700,"0",55,"1","1","1","1","0","1","0",11.6904109589041,0.517808219178082,874
"0","1","1","2","0",250.002,"0",57,"0","1","1","1","0","1","0",3,0.66027397260274,875
"0","3","0","2","0",350,"0",77,"0","1","1","1","0","1","0",1.55616438356164,0.813698630136986,876
"1","3","1","2","0",1719.13,"0",47.5,"0","1","1","0","0","0","0",8.46027397260274,1.62739726027397,879
"1","3","0","2","0",197.39,"1",48,"0","1","1","0","0","0","0",2.68767123287671,0.824657534246575,882
"0","3","0","1","0",376.14,"0",66,"1","1","1","1","1","0","0",15.1945205479452,0.224657534246575,883
"0","5","0","2","0",800,"0",60,"0","1","1","1","0","1","0",7.54520547945206,1.58904109589041,884
"0","6","0","1","0",342.56,"1",91,"1","1","1","1","0","1","0",0.408219178082192,1.50684931506849,885
"0","2","0","2","0",216.66,"1",55,"0","1","1","1","0","1","0",0.0465753424657534,1.3972602739726,891
"1","3","0","2","0",170.62,"0",48,"0","1","1","0","0","0","0",0.906849315068493,0.926027397260274,892
"1","3","0","2","0",204.14,"0",54,"0","1","1","0","0","1","0",0.6,0.523287671232877,893
"0","6","0","1","0",568.46,"1",48,"1","1","1","1","1","1","0",8.90958904109589,0.465753424657534,897
"0","1","0","1","0",435.5,"0",52.5,"1","1","1","0","1","1","0",0.326027397260274,1.29315068493151,898
"0","2","0","2","0",362.5,"0",72,"0","1","1","1","0","0","0",1.63835616438356,0.756164383561644,899
