"d.desiste.df.t.tipo_de_abogado","d.desiste.df.t.trab_base","d.desiste.df.t.sueldo_diario_integrado","d.desiste.df.t.gen","d.desiste.df.t.horas","d.desiste.df.t.reinstalacion_t","d.desiste.df.t.indem_const_t","d.desiste.df.t.rec_hr_extra","d.desiste.df.t.rec_20_d_ias_t","d.desiste.df.t.sarimssinfo","d.desiste.df.t.cod_imss","d.desiste.df.t.antig_anos","d.desiste.df.t.y","d.desiste.df.t.id"
"1","0",149.3,"0",57,"0","1","0","0","0","0",3.74794520547945,0.854794520547945,596
"0","0",194,"1",48,"0","1","0","0","0","0",6.81917808219178,0.947945205479452,600
"1","0",98.75,"1",54,"0","1","0","0","0","0",5.46027397260274,0.161643835616438,605
"0","0",2200,"0",66,"1","0","1","0","1","0",0.972602739726027,0.635616438356164,614
"1","0",156.77,"0",66,"0","1","0","0","0","0",3.91232876712329,0.23013698630137,616
"0","0",833.33,"1",60,"0","1","0","0","0","0",3.6986301369863,0.402739726027397,617
"0","0",153.333333333333,"0",59,"0","1","0","0","0","0",1.32876712328767,0.238356164383562,618
"0","0",233.33,"0",54,"0","1","0","1","0","0",0.901369863013699,0.249315068493151,619
"0","0",350,"0",62,"0","1","1","0","1","0",0.791780821917808,0.0438356164383562,621
"0","0",302.27,"0",60,"1","0","0","0","0","0",4.2986301369863,0.153424657534247,633
"1","0",173.5,"0",60,"0","1","0","0","0","0",0.0794520547945206,0.16986301369863,636
"0","0",714.28,"0",60,"0","1","1","0","1","0",1.55616438356164,0.153424657534247,638
"0","0",174.19,"0",60,"0","1","1","0","1","0",0.254794520547945,1.68767123287671,640
"0","1",1086.66,"0",39,"1","0","0","0","0","0",0.405479452054795,0.241095890410959,642
"0","0",366.66,"1",72,"1","0","1","0","0","0",2.6027397260274,0.706849315068493,645
"0","0",283.33,"0",84,"0","1","1","0","0","0",1.35342465753425,0.764383561643836,647
"0","0",200,"0",62.5,"0","1","1","0","1","0",2.21917808219178,0.402739726027397,668
"0","0",2499.47,"0",55,"1","1","1","1","1","0",1.6,1.11780821917808,671
"1","0",114.97,"0",49,"0","1","0","0","0","0",0.0986301369863014,0.183561643835616,685
"1","0",162.58,"0",47,"0","1","0","0","0","0",0.449315068493151,1.08767123287671,687
"1","0",268.76,"0",54,"0","1","0","0","0","0",4.97260273972603,0.205479452054795,691
"0","0",375,"1",54,"0","1","0","0","1","0",1.74794520547945,0.8,694
"0","0",200,"0",98,"0","1","1","1","0","0",1.05205479452055,1.06301369863014,695
"1","0",140,"0",56,"0","1","1","0","0","0",0.23013698630137,1.63561643835616,697
"0","0",200,"0",69,"0","1","0","0","0","0",12.6575342465753,0.50958904109589,708
"0","0",1071.42,"0",60,"1","1","1","1","1","0",5.41095890410959,0.520547945205479,710
"0","0",166.66,"1",30,"0","1","0","0","0","0",0.553424657534247,0.175342465753425,712
"0","0",141.54,"1",45,"0","1","1","0","1","0",0.704109589041096,0.0356164383561644,713
"0","1",2444.43,"0",77,"1","0","1","0","1","0",1.4986301369863,0.827397260273973,714
"0","0",522.59,"0",90,"0","1","1","0","0","0",0.926027397260274,0.69041095890411,716
"0","0",357.14,"1",84,"0","1","1","0","0","0",0.997260273972603,0.30958904109589,725
"0","0",1418.08,"0",60,"0","1","1","0","1","0",1.24931506849315,0.246575342465753,730
"0","0",1066.66,"0",66,"0","1","1","0","0","0",2.74794520547945,0.515068493150685,735
"0","0",185.71,"0",70,"1","0","0","0","0","0",1.21369863013699,0.36986301369863,744
"1","0",261.98,"0",60,"0","1","0","0","0","0",2.11506849315069,0.172602739726027,747
"0","0",200,"1",59,"0","1","1","0","1","0",0.0273972602739726,0.282191780821918,750
"1","0",159.01,"1",54,"0","1","0","0","0","0",0.164383561643836,0.153424657534247,751
"0","0",82.9,"1",50,"1","1","1","0","0","0",0.821917808219178,0.150684931506849,759
"1","0",186.63,"1",51,"0","1","1","0","0","0",0.53972602739726,0.56986301369863,774
"0","0",357.14,"1",69,"0","1","1","0","1","0",3.02739726027397,0.832876712328767,799
"0","0",114.97,"0",35,"0","1","0","0","0","0",0.463013698630137,2.11506849315069,805
"0","0",466.666666666667,"1",50,"0","1","1","1","1","0",3.48493150684931,0.336986301369863,817
"0","0",666.66,"1",60,"0","1","1","1","1","0",1.71506849315068,1.14246575342466,818
"0","0",1372.94,"1",63,"1","1","1","1","1","0",7.78082191780822,0.123287671232877,823
"0","0",164.796666666667,"0",54,"0","1","1","0","0","0",1.06849315068493,0.0876712328767123,829
"0","1",2333.33,"0",60,"0","1","0","0","1","0",0.712328767123288,0.10958904109589,832
"0","0",547,"0",75,"1","0","1","0","1","0",17.4684931506849,0.0273972602739726,834
"0","0",133.333333333333,"1",60,"0","1","1","1","1","0",0.252054794520548,0.517808219178082,840
"0","0",907.89,"1",78,"1","1","1","1","0","0",2.12602739726027,1.07123287671233,842
"0","0",314.285714285714,"0",65,"1","1","1","1","1","0",4.16438356164384,2.45753424657534,846
"0","0",185.71,"0",50,"0","1","0","1","1","0",1.52602739726027,0.0301369863013699,850
"0","0",400,"0",69,"0","1","1","0","0","0",4.93972602739726,0.512328767123288,851
"0","0",300,"0",60,"0","1","1","0","1","0",0.293150684931507,2.45479452054795,867
"0","0",326,"1",54,"0","1","1","0","0","0",0.89041095890411,0.545205479452055,872
"0","0",171.42,"0",112,"0","1","1","0","1","0",0.158904109589041,1.02465753424658,878
"1","0",125.42,"0",54,"0","1","0","0","0","0",1.3041095890411,0.758904109589041,880
"0","0",500,"0",60,"0","1","1","0","1","0",8.55342465753425,0.671232876712329,886
"0","0",370,"0",72,"0","1","1","0","1","0",17.0328767123288,0.786301369863014,887
"0","1",500,"0",56,"0","1","0","0","1","0",5.71506849315069,0.742465753424657,890
"0","0",266.666666666667,"0",50,"1","0","1","0","0","0",4.21095890410959,0.238356164383562,895
"0","1",1166.72,"0",63,"0","1","1","0","0","0",14.0849315068493,1.2027397260274,901
"0","1",214.28,"1",54,"0","1","1","0","1","0",0.402739726027397,0.608219178082192,904
"0","0",127,"1",45,"0","1","1","0","1","0",4.0027397260274,1.28767123287671,912
"0","0",512.908571428571,"1",72,"1","1","1","1","0","0",2.04931506849315,1.41095890410959,917
"0","0",479.066666666667,"0",54,"0","1","1","0","1","0",23.3753424657534,0.824657534246575,918
"0","0",214.285714285714,"0",72,"0","1","0","0","1","0",1.47945205479452,0.786301369863014,925
"0","0",374,"1",63,"1","1","1","1","1","0",4.68493150684932,0.997260273972603,928
"0","0",200,"0",66,"0","1","1","0","1","0",0.298630136986301,0.668493150684932,937
"0","1",791.64,"0",91,"0","1","1","0","1","0",0.336986301369863,0.435616438356164,945
"0","1",180,"1",40,"0","1","0","0","1","0",6.95616438356164,2.09041095890411,946
"1","0",223.09,"0",70,"0","1","0","0","0","0",6.78082191780822,1.54246575342466,949
"0","0",194.861,"0",40,"1","0","1","0","1","0",0.386301369863014,0.336986301369863,956
"1","0",229.94,"1",48,"0","1","0","0","1","0",0.728767123287671,0.857534246575342,969
"0","0",285.71,"1",50,"0","1","1","1","0","0",0.657534246575342,1.65753424657534,975
"0","0",379.23,"0",77,"0","1","1","0","0","0",9.57808219178082,1.57808219178082,977
"0","0",171.42,"0",72,"1","0","1","0","1","0",6.94246575342466,0.328767123287671,981
"0","0",135.31,"1",45,"0","1","1","0","1","0",3.26027397260274,0.375342465753425,987
"0","0",238.69,"0",60,"1","1","0","1","1","0",0.33972602739726,1.07945205479452,988
"0","0",361.904761904762,"1",66,"0","1","1","1","1","0",2.25205479452055,2.38356164383562,990
"0","0",150,"0",55,"0","1","1","0","1","0",0.389041095890411,0.224657534246575,993
"0","0",300,"0",49,"0","1","1","0","0","0",22.9945205479452,0.482191780821918,1004
"0","0",400,"0",72,"0","1","1","0","0","0",0.917808219178082,0.605479452054794,1007
"0","0",107.14,"0",48,"0","1","0","0","0","0",11.0602739726027,0.33972602739726,1009
"0","0",1249.16,"0",54,"0","1","1","0","1","0",4.91232876712329,0.0164383561643836,1011
"0","0",228.57,"1",54,"0","1","0","0","0","0",1.81369863013699,0.8,1019
"0","0",500,"0",60,"1","1","1","1","1","0",2.96438356164384,0.901369863013699,1020
"0","0",633.33,"0",48,"0","1","0","0","1","0",0.112328767123288,1.99178082191781,1031
"0","0",27518,"0",78,"1","1","1","0","1","0",21.4,0.221917808219178,1046
"0","0",133.333333333333,"1",54,"0","1","1","0","0","0",1.12602739726027,0.873972602739726,1055
"0","0",862.13,"1",62,"0","1","1","0","1","0",0.0876712328767123,0.482191780821918,1056
"0","0",400,"1",48,"1","1","1","0","1","0",6.26301369863014,0.0958904109589041,1064
"1","0",400,"0",168,"1","0","1","0","0","0",4.5972602739726,0.917808219178082,1068
"0","0",133.333333333333,"0",54,"0","1","0","1","0","0",0.69041095890411,1.60547945205479,1069
"0","0",450,"1",69,"0","1","1","0","1","0",1.95890410958904,0.619178082191781,1077
"0","0",180,"1",48,"0","1","1","1","1","0",0.178082191780822,0.786301369863014,1078
"0","0",902,"1",55,"0","1","1","0","1","0",0.783561643835616,0.646575342465753,1085
"0","1",800,"0",66,"1","1","1","1","0","0",1.55890410958904,0.572602739726027,1093
"0","0",316.66,"0",60,"0","1","1","0","1","0",2.63835616438356,0.115068493150685,1099
"0","1",176.91,"1",54,"1","0","1","0","1","0",0.224657534246575,0.728767123287671,1106
"0","0",700,"0",57,"1","1","1","1","1","0",1.51780821917808,0.421917808219178,1109
"0","0",193.333333333333,"0",66,"0","1","1","0","1","0",0.241095890410959,0.0328767123287671,1115
"0","0",700,"0",66,"0","1","1","0","1","0",0.545205479452055,0.824657534246575,1117
"0","0",250,"1",50,"0","1","0","0","1","0",10.5616438356164,0.772602739726027,1120
"0","0",833.333333333333,"1",60,"0","1","1","0","1","0",2.29041095890411,1.16712328767123,1125
"0","0",500,"0",60,"0","1","1","0","1","0",4.73424657534247,0.164383561643836,1127
"0","1",500,"0",45,"0","1","1","0","1","0",4.85753424657534,0.794520547945205,1129
"0","0",128.333333333333,"0",53,"0","1","1","0","1","0",0.526027397260274,0.142465753424658,1132
"0","0",171.42,"0",57,"0","1","1","0","0","0",6.76712328767123,0.353424657534247,1133
"0","0",285.714285714286,"0",51,"0","1","0","1","1","0",3.9013698630137,1.4027397260274,1140
"0","0",666.666666666667,"0",77,"0","1","1","0","0","0",4.05479452054795,0.0767123287671233,1144
"0","0",400,"1",70,"0","1","1","0","0","0",1.0027397260274,0.0219178082191781,1145
"0","0",573.32,"0",58,"1","1","1","1","0","0",5.03013698630137,1.40821917808219,1148
"0","0",735.56,"0",66,"1","1","1","1","1","0",7.97260273972603,1.73698630136986,1159
"0","0",397.26,"1",50,"1","1","1","1","1","0",2.3013698630137,0.153424657534247,1161
"1","0",313.56,"0",48,"0","1","0","0","0","0",12.4630136986301,1.68493150684932,1172
"0","0",190,"0",69,"0","1","1","0","0","0",1.17808219178082,1.13150684931507,1184
"1","0",302.9,"1",47.5,"0","1","1","0","1","0",6.1013698630137,1.87123287671233,1185
"0","0",121.428571428571,"0",60,"0","1","1","0","0","0",0.284931506849315,0.706849315068493,1187
"1","0",194.32,"0",48,"0","1","0","0","0","0",0.627397260273973,1.56438356164384,1194
"0","0",96.67,"0",50,"0","1","1","1","1","0",12.1232876712329,0.158904109589041,1204
"0","0",233.2,"0",72,"0","1","1","0","1","0",2.22191780821918,0.386301369863014,1210
"0","0",1045.15,"0",63,"1","1","1","1","1","0",9.15616438356164,0.479452054794521,1217
"0","0",205,"1",54,"0","1","1","0","0","0",5.26575342465753,0.106849315068493,1220
"0","0",500,"0",61.25,"0","1","0","0","1","0",7.49041095890411,0.646575342465753,1227
"1","0",298.62,"0",60,"0","1","0","0","0","0",0.249315068493151,2.92876712328767,1243
"1","0",363.74,"0",45,"0","1","0","0","0","0",4.34794520547945,0.00273972602739726,1247
"1","0",182.07,"0",57,"0","1","0","0","0","0",0.553424657534247,0.26027397260274,1253
"0","0",383.33,"0",77,"0","1","1","0","0","0",4.39178082191781,1.19452054794521,1254
"0","0",403.33,"0",60,"0","1","1","0","0","0",3.15068493150685,0.364383561643836,1256
"0","0",455.02,"0",60,"0","1","1","0","0","0",0.156164383561644,0.0657534246575342,1257
"0","0",598.07,"0",147,"1","1","0","1","1","0",9.28767123287671,0.86027397260274,1259
"0","0",182.14,"0",72,"1","1","1","1","0","0",10.0547945205479,1.01917808219178,1265
"0","0",400,"0",60,"0","1","1","0","0","0",6.76986301369863,0.235616438356164,1269
"0","0",216.42,"1",54,"1","1","1","1","1","0",4.47397260273973,0.805479452054795,1283
"0","0",302.8,"0",50,"1","1","0","1","1","0",1.49315068493151,0.0602739726027397,1288
"0","0",553.33,"0",77,"1","0","1","0","1","0",13.186301369863,1.74246575342466,1297
"0","0",313.23,"0",50,"1","1","1","1","1","0",8.44383561643836,0.684931506849315,1299
"0","0",207,"0",78,"0","1","1","0","1","0",2.37534246575342,0.0246575342465753,1304
"0","0",165.45,"0",54,"0","1","1","0","1","0",10.1671232876712,2,1306
"0","0",185.714285714286,"0",84,"0","1","1","0","0","0",1.38630136986301,0.610958904109589,1312
"1","0",570.86,"1",47.5,"1","1","0","0","0","0",5,0.838356164383562,1313
"0","1",983.333333333333,"1",61,"1","1","1","1","1","0",0.728767123287671,1.30684931506849,1314
"0","0",848.8,"0",60.6666666666667,"0","1","1","0","1","0",1.74794520547945,0.63013698630137,1317
"1","0",142.58,"1",42,"0","1","0","0","0","0",7.44657534246575,2.20821917808219,1331
"1","0",216.44,"0",72,"0","1","0","0","0","0",0.572602739726027,0.254794520547945,1334
"0","0",1067.36,"0",66,"1","1","1","1","1","0",0.723287671232877,0.178082191780822,1338
"1","0",139.53,"1",57,"0","1","0","0","0","0",2.12328767123288,0.701369863013699,1342
"0","0",171.42,"1",42,"0","1","0","0","1","0",0.802739726027397,0.0246575342465753,1345
"0","0",1198.8,"1",72,"1","1","1","0","1","0",1.72328767123288,0.764383561643836,1346
"0","0",400,"0",60,"0","1","1","0","1","0",1.66301369863014,0.731506849315068,1347
"0","0",364.36,"0",72,"0","1","1","0","1","0",2.32602739726027,1.43561643835616,1348
"0","0",457.14,"1",66,"0","1","1","0","0","0",1.94794520547945,0.386301369863014,1361
"0","0",428.8,"0",50,"0","1","0","0","0","0",2.69315068493151,1.8958904109589,1365
"0","0",700,"1",55,"0","1","1","1","1","0",0.334246575342466,1.41369863013699,1366
"0","0",238.53,"0",60,"1","1","1","0","1","0",0.0684931506849315,0.227397260273973,1379
"0","0",2551.06,"0",66,"1","1","1","1","1","0",3.38082191780822,2.37808219178082,1380
"0","0",233.33,"0",54,"1","0","0","0","0","0",0.435616438356164,0.293150684931507,1381
"0","0",400,"0",66,"1","1","1","1","1","0",13.241095890411,0.786301369863014,1398
"0","0",285.71,"0",84,"0","1","1","0","0","0",1.56164383561644,1.43835616438356,1401
"1","0",79.6,"0",42,"0","1","0","0","0","0",0.419178082191781,1.0027397260274,1416
"0","0",850,"0",66,"1","1","1","0","1","0",3.44383561643836,1.61643835616438,1422
"0","0",560,"1",66,"0","1","1","0","1","0",0.156164383561644,0.520547945205479,1423
"0","0",142.85,"0",69,"1","1","1","0","1","0",0.936986301369863,0.805479452054795,1426
"0","1",200,"1",57,"0","1","1","0","1","0",7.85753424657534,0.427397260273973,1427
"0","0",60,"0",54,"0","1","1","0","0","0",28.2219178082192,0.150684931506849,1429
"0","0",1333.33,"1",72,"0","1","1","0","0","0",1.24931506849315,0.83013698630137,1434
"0","0",1000,"0",60,"1","1","1","1","1","0",0.887671232876712,0.0958904109589041,1447
"0","0",282.14,"0",72,"0","1","1","0","1","0",0.194520547945205,0.487671232876712,1452
"1","0",419.71,"0",52.5,"0","1","0","0","0","0",8.01643835616438,1.72328767123288,1455
"0","0",191.86,"1",60,"0","1","1","0","0","0",1.15068493150685,0.26027397260274,1457
"0","0",1866.66,"0",60,"0","1","1","1","1","0",10.1506849315068,0.904109589041096,1461
"0","0",250,"1",57,"1","1","1","0","1","0",0.419178082191781,1.76986301369863,1462
"0","0",571.42,"0",39,"1","0","0","0","1","0",0.536986301369863,0.531506849315069,1471
"0","0",2987,"0",66,"1","1","0","1","1","0",16.0904109589041,0.468493150684932,1478
"0","0",666.67,"0",47.5,"1","1","0","1","1","0",0.827397260273973,0.367123287671233,1480
"0","0",171.7,"0",65,"0","1","1","0","0","0",0.463013698630137,0.284931506849315,1494
"0","0",195.66,"0",60,"0","1","1","1","1","0",2.41643835616438,0.895890410958904,1503
"0","0",216.666666666667,"1",48,"0","1","0","0","1","0",0.287671232876712,2.26301369863014,1507
"0","0",150,"0",49,"0","1","0","0","0","0",0.0794520547945206,1.01643835616438,1509
"0","0",3121.01,"0",60,"1","1","1","1","1","0",10.1452054794521,0.0136986301369863,1512
"0","0",500,"1",66,"0","1","1","0","1","0",0.421917808219178,0.0410958904109589,1521
