"lt_convenio_train.id","lt_convenio_train.antig_anos","lt_convenio_train.horas","lt_convenio_train.sueldo_diario_integrado","lt_convenio_train.tipo_de_abogado","lt_convenio_train.trab_base","lt_convenio_train.gen","lt_convenio_train.reinstalacion_t","lt_convenio_train.indem_const_t","lt_convenio_train.sal_caidos_t","lt_convenio_train.rec_hr_extra","lt_convenio_train.rec_20_d_ias_t","lt_convenio_train.sarimssinfo","lt_convenio_train.cod_imss","lt_convenio_train.y"
1229,-0.471464368692183,0.598852577032221,-0.303381122210887,"0","0","0","0","1","1","1","1","0","0",16500
1408,0.829632704383772,0.127308610644889,0.267490129056001,"0","0","0","1","1","1","1","1","1","0",50000
1574,-0.722606361867309,-1.44450461064622,-0.221565134938198,"0","0","0","1","0","1","0","0","1","0",20000
1840,-0.527744381620584,2.56361910364611,-0.494687776507268,"0","0","0","0","1","1","1","0","0","0",5000
763,2.54526535655602,0.598852577032221,-0.464185416726626,"1","0","0","0","1","1","0","0","0","0",7500
1537,2.41515564924842,0.363080593838555,-0.278404552245579,"0","0","0","1","1","1","1","1","0","0",16380
237,-0.459361140105429,0.363080593838555,0.163906340800425,"0","0","1","1","1","1","1","1","1","0",15000
2273,-0.654828281781492,-1.44450461064622,-0.731747970474611,"1","0","1","0","1","1","0","0","0","0",7500
1546,-0.308070782771016,4.37120430813088,-0.626163465216932,"0","0","0","0","1","1","1","0","1","0",9000
991,-0.764967661920945,-0.344235355742444,2.93511279852744,"0","0","1","0","1","1","1","0","1","0",50000
854,1.18667794769299,0.363080593838555,0.267490129056001,"0","0","0","0","1","1","1","0","0","0",12500
541,-0.736525074742075,-0.187054033613333,-0.621708535358915,"0","0","1","0","1","1","1","0","0","0",6000
985,-0.0950539596441621,1.07039654341955,-0.546508252306515,"1","1","0","0","1","1","0","0","0","0",38000
1344,-0.734104429024724,-0.108463372548778,-0.815431293615931,"1","0","0","0","1","1","0","0","0","0",5000
489,-0.651197313205466,0.127308610644889,0.534252396003145,"0","0","0","1","0","1","1","0","1","0",10000
1672,-0.555581807370116,0.127308610644889,0.667633529476717,"0","0","0","0","1","1","1","0","1","0",13000
2149,0.203895786448639,-1.05155130532344,-0.576385626204595,"0","0","0","1","1","1","0","1","1","0",20000
1917,-0.562238583092831,1.07039654341955,-0.501692191459394,"0","0","1","0","1","1","1","0","1","0",11000
1327,0.7915075343355,-0.265644694677888,0.08963972568234,"0","0","0","0","1","1","1","0","0","0",50000
1358,0.560941029757854,0.127308610644889,0.434643365525081,"0","0","0","0","1","1","1","0","1","0",75000
1305,-0.409132741470404,1.12868461704243,-0.272410023018324,"0","0","0","1","1","1","1","0","1","0",45000
590,-0.488408888713637,1.46334984874233,-0.142203360521423,"0","0","1","0","1","1","1","1","1","0",6000
1205,-0.645145698912089,-1.05155130532344,-0.136974820089259,"1","0","1","0","1","1","0","0","0","0",4000
1059,-0.480541790132247,1.07039654341955,-0.532796671785431,"0","0","0","0","1","1","1","0","1","0",12000
1794,0.199659656443275,0.598852577032221,0.534252396003145,"0","0","0","0","1","1","1","0","1","0",21500
258,-0.665116026080232,-0.815779322129776,0.34799364597531,"0","0","1","1","0","1","1","0","1","0",13000
2170,-0.436365005790599,1.07039654341955,0.000727862108856885,"0","0","0","0","1","1","1","0","0","0",17000
762,0.00600799905522605,-1.05155130532344,2.8177374010707,"0","0","0","0","1","1","1","0","0","0",40000
1692,0.482875205373297,0.166603941177166,0.153163443221511,"0","0","0","0","1","1","1","0","1","0",25000
1515,-0.672983124661621,-0.658598000000665,1.77736455997684,"0","0","0","0","1","1","0","0","1","0",70000
2052,-0.764967661920945,-0.462121347339277,-0.177113649189239,"0","0","0","0","1","1","1","0","0","0",30000
2001,6.39288172428482,0.127308610644889,-0.266034404838287,"0","0","0","0","1","1","1","1","0","0",110000
773,0.0931512448798482,0.598852577032221,-0.499984912950933,"1","0","0","0","1","1","0","0","0","0",13500
238,-0.683876030389699,0.127308610644889,0.400871262529573,"0","1","0","0","1","1","1","0","1","0",4000
390,-0.589470847413025,0.598852577032221,0.134108995582429,"0","0","0","0","1","1","1","0","1","0",13000
1947,-0.591891493130376,0.127308610644889,-0.354955160487335,"0","0","0","0","1","1","1","0","0","0",7000
1045,0.577885549779309,-0.187054033613333,-0.710003034828891,"0","0","0","0","1","1","1","1","1","0",12500
2226,-0.408527580041067,1.07039654341955,-0.799558938732576,"0","0","0","0","1","1","1","0","0","0",5000
70,0.988790160299576,-0.344235355742444,-0.177122541264804,"0","0","1","1","0","1","0","0","1","1",20000
1839,-0.227584312669108,-0.658598000000665,0.623164259576628,"0","0","0","0","1","1","0","0","0","0",25101.61
1522,-0.446047588660001,0.598852577032221,0.267490129056001,"0","0","1","0","1","1","1","0","1","0",4000
775,-0.416999840051794,0.127308610644889,-0.678768984258909,"1","0","0","0","1","1","0","0","0","0",9000
1568,-0.125917192540382,-0.658598000000665,-0.532796671785431,"0","0","0","1","1","1","0","1","1","0",10000
1080,-0.475700498697546,2.01348447619422,-0.699256326360449,"1","0","0","0","1","1","0","0","0","0",4000
225,-0.483567597278936,0.363080593838555,-0.319386858227716,"0","0","0","0","1","1","1","0","0","1",9500
369,-0.698399904693803,1.07039654341955,0.756545393050201,"0","0","0","0","1","1","1","0","0","0",40000
159,-0.781912181942399,-1.05155130532344,-0.372392520670114,"1","0","1","0","1","1","0","0","0","1",10000
326,1.57337610103975,1.07039654341955,-0.0659627046279292,"0","0","0","0","1","1","1","0","1","0",25000
1235,-0.734709590454062,1.07039654341955,-0.266034404838287,"0","0","0","0","1","1","1","0","0","0",11000
1748,-0.00306942238483879,1.07039654341955,0.267490129056001,"0","0","0","0","1","1","1","0","0","0",8000
1070,-0.185223012615472,-0.265644694677888,0.889935418599337,"0","0","1","1","1","1","1","1","0","0",50000
63,-0.574341811679584,0.127308610644889,1.23850478074361,"0","0","1","0","1","1","1","0","0","1",75000
1402,-0.61912375745057,0.127308610644889,-0.212681951448858,"0","0","0","1","1","1","1","1","0","0",9000
1681,1.36701605363561,0.598852577032221,-0.661589494267513,"0","0","0","0","1","1","1","0","0","0",15000
681,0.0465538148208488,-0.658598000000665,0.347518809140144,"0","0","0","1","1","1","0","0","0","0",24000
1792,1.45900059089493,-0.815779322129776,-0.65998892066583,"0","0","0","1","1","1","0","1","1","0",23000
740,-0.655433443210829,-0.815779322129776,-0.410086028989745,"0","0","0","0","1","1","0","0","0","0",20000
1527,-0.720185716149958,0.127308610644889,-0.372739311617145,"0","0","1","0","1","1","1","0","1","0",11000
526,-0.657248927498842,-1.75886725490444,-0.89956811261106,"1","0","1","0","1","1","0","0","0","0",5000
2287,-0.188853981191498,-0.344235355742444,-0.340114286369509,"0","0","0","0","1","1","1","0","1","0",11000
138,-0.477515982985559,-0.658598000000665,0.160785222277143,"0","1","1","0","1","1","1","0","0","1",37000
611,-0.547109547359389,0.127308610644889,0.0338864118903869,"0","0","0","1","0","1","1","0","1","0",25000
1683,-0.45149404152404,-0.815779322129776,-0.367990943265486,"1","0","1","0","1","1","0","0","0","0",15000
1258,1.82754390136156,0.205899271709444,-0.0882106776913209,"0","0","0","0","1","1","1","0","0","0",20560.56
729,-0.691137967541751,0.127308610644889,0.000727862108856885,"0","0","0","1","0","1","1","0","1","0",7000
644,-0.262078514141355,0.127308610644889,-0.791088347549447,"0","0","0","0","1","1","1","0","1","0",45000
1757,-0.371007571422132,0.598852577032221,-0.266034404838287,"0","0","0","0","1","1","1","0","0","0",6000
717,-0.492645018719,0.127308610644889,1.60130146379172,"0","0","0","1","1","1","1","0","0","0",11000
1151,0.380602923815233,-1.05155130532344,-0.83279751719419,"1","0","1","0","1","1","0","0","0","0",6000
1976,-0.672983124661621,0.598852577032221,-0.304154732785034,"0","0","0","1","0","1","1","0","1","0",8000
556,2.21424205470832,1.54194050980689,1.30786297014986,"0","0","0","1","1","1","1","1","1","0",130000
1506,-0.5906811702717,-1.837457915969,0.0896486177579049,"0","0","0","1","0","1","1","0","1","0",22000
1407,1.97157232154392,0.598852577032221,-0.105977044670001,"0","0","0","0","1","1","1","0","0","0",13000
1795,0.0156905819246285,-0.344235355742444,0.142992179071769,"0","1","0","0","1","1","1","0","1","0",19980
1411,-0.636068277472024,-0.855074652662054,-0.716169054084898,"0","0","1","0","1","1","0","0","1","0",7000
1673,-0.705056680416517,-0.265644694677888,8.11979751400536,"0","0","0","1","1","1","1","1","0","0",50000
1495,-0.467833400116157,-0.658598000000665,-0.532796671785431,"0","0","0","0","1","0","1","0","0","0",9000
1155,2.14585881319317,-0.344235355742444,2.22374675333506,"0","0","1","0","1","1","1","0","1","0",50000
1752,1.43176832657474,0.127308610644889,1.3789995746691,"0","0","1","1","0","1","1","1","1","0",100000
870,-0.676614093237647,-2.54477386554999,-0.623895985947881,"0","0","1","0","1","1","0","1","1","0",4000
2148,-0.069032018182643,-0.344235355742444,-0.443884808211948,"0","0","1","0","1","1","1","0","0","0",13500
1670,-0.570710843103558,0.127308610644889,-0.505586920556823,"0","0","1","0","1","1","1","0","0","0",12000
1340,0.207526755024665,0.127308610644889,-0.323281587325144,"0","0","0","0","1","1","1","0","0","0",12000
843,0.0350557476634334,0.598852577032221,0.187461448971858,"0","0","0","0","1","1","1","0","0","0",7500
42,0.566387482621893,0.127308610644889,-0.0943462098311053,"0","0","0","0","1","1","1","0","0","1",11750
641,-0.116839771100318,0.598852577032221,-0.00994262856902888,"0","0","1","0","1","1","1","0","1","0",11000
152,-0.404896611465041,0.127308610644889,0.610622622140585,"0","0","0","0","1","1","1","0","1","1",23500
666,0.0816531777224327,0.127308610644889,-0.536611372202776,"0","0","0","1","0","1","1","0","0","0",10000
999,-0.682060546101686,-1.44450461064622,-0.372739311617145,"0","0","0","0","1","1","0","0","1","0",6500
368,-0.553766323082103,0.363080593838555,-0.799558938732576,"0","0","1","0","1","1","1","0","0","0",8000
301,-0.481146951561585,-0.658598000000665,-0.321867747310325,"0","0","1","1","0","1","1","0","1","0",15000
2081,-0.62941150174931,1.07039654341955,0.657549915786115,"0","0","1","0","1","1","1","0","1","0",15000
173,-0.587655363125012,-1.28732328851711,0.3371417569559,"0","0","0","0","1","1","1","0","1","1",33000
2041,-0.704451518987179,-0.815779322129776,-0.132653271364715,"0","0","1","0","1","1","0","0","1","0",6000
1231,-0.0926333139268114,0.363080593838555,2.25393534987791,"0","0","1","0","1","1","1","0","0","0",140000
60,0.321902265169481,2.01348447619422,0.335114363727102,"0","0","0","0","1","1","1","0","0","1",25000
201,0.332190009468221,-0.658598000000665,0.352987435612561,"1","0","0","0","1","1","0","0","0","1",28542
1414,-0.686901837536387,-0.187054033613333,-0.572811011827503,"0","0","1","0","1","1","0","0","0","0",5000
522,1.58184836105048,-0.187054033613333,-0.916907659962624,"0","0","0","0","1","1","0","0","0","0",12500
73,0.168191262117717,0.363080593838555,0.70476683703576,"1","0","0","1","1","1","0","0","0","1",43548.66
658,-0.487803727284299,1.54194050980689,-0.719183467701401,"0","0","0","0","1","1","1","0","0","0",5000
2069,-0.424261777203846,0.834624560225887,-0.004607383230086,"0","0","1","0","1","1","1","0","0","0",25000
1898,-0.658459250357518,0.991805882354998,-0.58614912517486,"0","0","0","1","1","1","1","1","0","0",5000
1128,-0.771019276214321,-0.815779322129776,-0.60668981972979,"1","0","0","0","1","1","0","0","0","0",8000
882,-0.197931402631563,-0.815779322129776,-0.539759166952752,"1","0","1","0","1","1","0","0","0","0",9500
490,-0.659064411786855,0.520261915967665,0.412380148903578,"0","0","0","0","1","1","1","0","1","0",9000
346,1.60242384964796,-0.187054033613333,0.41420937587693,"0","0","0","1","1","1","1","1","0","0",65000
2156,0.886517878741512,0.598852577032221,0.648479998709912,"0","0","0","0","1","1","1","0","1","0",8000
1889,0.140958997797523,-1.44450461064622,-0.399415538311859,"0","0","1","0","1","1","0","1","0","0",17500
345,0.766090754303319,-0.462121347339277,-0.372739311617145,"0","0","0","0","1","1","1","0","1","0",16500
2231,-0.507774054452442,-0.108463372548778,-0.0793008179752864,"0","0","0","0","1","1","1","0","0","0",17000
1311,-0.557397291658129,0.913215221290442,-0.287215328833891,"0","0","0","0","1","1","1","1","1","0",12000
136,-0.164042362588655,-0.344235355742444,-0.424864658578617,"0","0","1","1","1","1","0","1","1","1",15200
1116,-0.259052706994666,0.598852577032221,0.801014662950289,"0","0","1","1","1","1","1","1","1","0",125000
285,-0.67842957752566,-0.658598000000665,1.06777692989743,"0","0","0","0","1","1","0","0","0","0",32000
910,1.37427799078766,-3.01631783193733,1.27662510869035,"0","0","1","0","1","1","0","0","1","0",20000
120,0.0072183219139013,-1.05155130532344,-0.67775528764451,"1","0","0","0","1","1","0","0","0","1",6000
1566,-0.676008931808309,-0.737188661065221,-0.703871313578635,"1","0","0","0","1","1","0","0","0","0",4500
391,-0.628201178890635,0.363080593838555,-0.399415538311859,"0","0","0","0","1","1","1","0","0","0",3000
1295,0.212973207888704,-0.344235355742444,-0.526572218889998,"0","0","1","0","1","1","0","0","0","0",20000
498,0.0193215505006544,0.127308610644889,0.356410884705049,"0","0","1","0","1","1","1","0","0","0",7000
283,-0.714134101856582,0.127308610644889,-0.172240791779671,"0","0","1","1","0","1","1","0","1","0",15000
112,0.51555392255753,0.480966585435388,-0.0631001871515556,"0","0","0","1","1","1","1","1","1","1",26700
1486,-0.160411394012629,0.127308610644889,-0.328296717943751,"0","0","1","0","1","1","1","0","1","0",15000
1573,-0.279628195592146,-1.05155130532344,-0.657428002903137,"1","0","0","0","1","1","0","0","0","0",5000
1130,1.57458642389842,-1.28732328851711,0.000727862108856885,"0","1","0","0","1","1","0","0","1","0",9000
523,-0.749838626187503,1.54194050980689,0.045188239933381,"0","0","1","0","1","1","1","0","1","0",45000
869,-0.499301794441715,0.323785263306277,5.28326097710298,"0","1","0","0","1","1","1","0","0","0",50000
1979,-0.617308273162557,0.598852577032221,-0.423744257057439,"0","0","1","0","1","1","1","0","0","0",12500
1315,-0.315937881352406,1.07039654341955,-0.522126181107546,"0","0","0","0","1","1","1","0","0","0",8000
2178,0.0120596133486026,-0.344235355742444,-0.627577305231752,"0","0","0","0","1","0","0","0","0","0",15000
836,-0.218506891229043,-0.815779322129776,0.0706729285023981,"1","0","0","0","1","1","0","0","0","0",13000
388,-0.158595909724616,2.56361910364611,0.712076123150111,"0","0","0","0","1","1","1","0","1","0",10000
542,0.222655790758106,-0.815779322129776,0.889926526523773,"0","0","1","0","1","1","1","0","0","0",64000
686,-0.0448255610091368,0.127308610644889,-0.791182603550435,"1","0","0","0","1","1","0","0","0","0",35000
1042,1.52254254097539,0.127308610644889,1.94147670660272,"0","0","0","1","1","1","1","1","1","0",330000
2103,0.336426139473585,-0.815779322129776,-0.689908976526621,"0","0","0","0","1","1","0","0","1","0",4000
1496,-0.0363533009984097,1.07039654341955,-0.799558938732576,"0","0","0","0","1","1","1","0","0","0",5000
40,-0.397634674312989,-1.837457915969,-0.742578518512666,"1","0","1","0","1","1","0","0","0","1",11033
53,-0.619728918879908,-0.187054033613333,-0.354972944638465,"0","0","1","1","1","1","1","1","1","1",5000
833,-0.312912074205717,-0.658598000000665,0.0905467173899604,"1","0","1","0","1","1","0","0","1","0",46758
1983,-0.157990748295278,0.127308610644889,1.06777692989743,"0","1","0","0","1","1","1","0","0","0",30000
1476,-0.663300541792219,0.363080593838555,2.83067537101764,"0","0","1","0","1","1","1","0","1","0",11000
927,-0.64756634462944,-0.658598000000665,0.267490129056001,"0","0","1","1","1","1","1","1","1","0",9000
1576,-0.478121144414897,-0.658598000000665,-0.132653271364715,"0","0","1","0","1","1","1","0","0","0",3000
189,2.8599492998116,0.598852577032221,-0.0526245912805719,"0","0","1","1","1","1","1","1","1","1",25000
1203,0.164560293541691,-2.85913650980822,-0.740097629430057,"1","0","1","0","1","1","0","0","0","0",11395.99
923,0.419938416722181,-0.462121347339277,-0.266034404838287,"0","0","1","1","1","1","1","1","1","0",15000
989,0.175453199269769,-0.344235355742444,0.870479557263326,"0","0","0","1","1","1","1","0","1","0",50000
1373,2.401842097803,0.127308610644889,1.60130146379172,"0","0","0","1","1","1","1","1","1","0",25000
1481,0.0925460834505105,-0.462121347339277,-0.161514408055378,"0","0","1","0","1","1","1","1","1","0",23000
236,-0.746207657611477,0.913215221290442,0.0602958763181541,"0","0","1","1","0","1","1","0","1","0",9000
706,-0.654223120352154,-0.501416677871555,-0.696642056144367,"0","0","0","0","1","1","1","0","1","0",8500
743,0.186346104997847,2.01348447619422,-0.533783692173136,"1","0","0","0","1","1","0","0","0","0",7000
1558,-0.738945720459426,0.598852577032221,-0.0380250734995075,"0","0","1","1","0","1","1","0","1","0",12500
921,-0.616097950303882,0.598852577032221,0.472283521391324,"0","0","0","0","1","1","1","0","0","0",55000
1270,-0.527744381620584,0.598852577032221,2.0808866673093,"0","0","0","1","0","1","1","0","1","0",25000
1592,-0.187038496903485,-1.05155130532344,-0.342275060731781,"0","0","1","0","1","1","0","0","1","0",9250
703,0.48469068966131,0.598852577032221,-0.609037327678925,"0","0","0","0","1","1","1","0","0","0",14000
2144,-0.348011437107301,0.127308610644889,0.454223715919002,"0","1","1","1","0","1","1","0","1","0",75000
57,-0.539847610207337,0.520261915967665,0.267490129056001,"0","0","1","1","1","1","1","1","1","1",40000
577,-0.748628303328828,-2.70195518767911,-0.672019898905146,"1","0","1","0","1","1","1","0","1","0",8000
1711,-0.599758591711765,-1.44450461064622,-0.129505476614739,"1","0","1","0","1","1","0","0","0","0",18000
6,-0.64998699034679,0.127308610644889,0.0451971320089459,"0","0","1","1","1","1","1","1","0","1",13266
680,1.14976310050339,0.127308610644889,-0.605222627261581,"0","0","0","0","1","1","1","0","0","0",10000
646,3.02152740144475,0.598852577032221,0.4754313161413,"0","0","0","0","1","1","1","0","0","0",100221.32
610,-0.631226986037323,1.07039654341955,-0.508788067760188,"0","0","0","0","1","1","1","1","1","0",20000
434,-0.644540537482752,-0.658598000000665,-0.361161829231639,"0","0","0","1","1","1","1","0","0","0",11061.44
998,-0.407922418611729,0.0487179495803331,-0.132653271364715,"0","1","0","0","1","1","1","0","0","0",20000
521,-0.207613985500966,-1.05155130532344,-0.532796671785431,"0","0","0","1","0","1","0","0","0","0",10000
1022,-0.626385694602622,0.127308610644889,0.187461448971858,"0","0","1","0","1","1","1","0","0","0",7000
110,-0.686901837536387,1.07039654341955,-0.532796671785431,"0","0","0","0","1","1","1","0","0","1",9000
2115,0.437488098172973,-1.05155130532344,-0.362842431513406,"1","0","1","0","1","1","0","0","0","0",18000
144,0.952480474539316,-0.344235355742444,-0.654626999100192,"0","0","0","0","1","1","1","0","0","1",16000
755,-0.764967661920945,-0.344235355742444,-0.485846512802734,"1","0","0","0","1","1","0","0","0","0",7500
758,0.446565519613038,0.127308610644889,-0.532796671785431,"0","0","0","0","1","1","1","0","0","0",14000
1378,-0.285074648456185,0.0880132801126108,-0.304154732785034,"0","0","0","0","1","1","1","0","1","0",206737.24
1333,-0.744392173323464,-0.815779322129776,-0.787501284266565,"1","0","0","0","1","1","0","0","0","0",1500
1728,-0.705056680416517,1.07039654341955,-0.354955160487335,"0","0","1","0","1","1","0","0","0","0",9000
206,-0.648776667488115,1.07039654341955,1.44681943500263,"0","0","0","1","0","1","1","0","1","1",13000
2122,-0.71715990900327,2.01348447619422,-0.772882712037861,"0","0","0","0","1","1","0","0","1","0",6000
814,-0.676008931808309,-0.658598000000665,-0.799558938732576,"0","0","0","1","0","1","0","0","1","0",16000
198,0.176663522128444,-0.344235355742444,-0.666177805259003,"0","0","0","0","1","1","1","0","1","1",9000
213,-0.676614093237647,-0.933665313726609,-0.394558686638308,"0","0","1","0","1","1","1","0","1","1",12000
2222,-0.765572823350282,-0.953312978992748,-0.177122541264804,"0","0","0","0","1","1","1","0","1","0",23000
88,-0.0520874981611887,-1.28732328851711,-0.354972944638465,"0","0","0","1","1","1","0","1","0","1",23000
1282,-0.53137535019661,-0.187054033613333,-0.838746315747111,"0","0","0","0","1","1","0","0","1","0",6000
18,1.64054901969623,0.127308610644889,-0.0793008179752864,"0","0","1","0","1","1","1","0","1","1",46500
76,-0.574341811679584,1.07039654341955,0.362750934582826,"0","0","0","0","1","1","1","0","0","1",15000
157,-0.548319870218065,0.127308610644889,8.27035813747032,"0","0","0","0","1","1","1","0","0","1",11500
1357,0.226286759334132,-1.28732328851711,0.539587641342088,"0","0","0","1","1","1","1","1","1","0",50007.31
1157,0.00782348334323897,2.48502844258155,-0.694759476717626,"0","0","1","0","1","1","0","0","0","0",25000
501,-0.677219254666985,-0.658598000000665,-0.136948143862564,"1","0","0","0","1","1","0","0","0","0",19000
1530,0.134907383504146,-1.75886725490444,0.000727862108856885,"0","0","0","0","1","1","0","0","0","0",35000
1118,-0.669957317514933,-0.344235355742444,-0.633277125668856,"0","0","1","0","1","1","1","0","1","0",8000
587,0.632955239849035,-0.815779322129776,-0.260192311192145,"0","0","1","1","1","1","0","1","1","0",8500
1572,-0.232425604103809,-0.815779322129776,-0.780832227592886,"1","0","0","0","1","1","0","0","0","0",6000
1027,-0.711713456139231,0.127308610644889,-0.787501284266565,"1","0","0","0","1","1","0","0","0","0",5500
1796,-0.726237330443335,-0.658598000000665,0.267490129056001,"0","0","1","1","1","1","1","1","1","0",18000
2213,-0.119865578247006,0.127308610644889,-0.861341079757534,"1","0","0","0","1","1","0","0","0","0",4500
2114,-0.651802474634803,-1.44450461064622,0.0489584799729005,"0","0","1","1","1","1","0","0","0","0",30000
2009,-0.640909568906726,0.127308610644889,3.06849393200101,"0","0","1","1","0","1","1","0","0","0",10000
1747,-0.562843744522168,-1.05155130532344,-0.266061081064982,"0","0","0","0","1","1","1","0","1","0",12500
1310,-0.715344424715257,-0.658598000000665,-0.715128681243804,"1","0","0","0","1","1","0","0","0","0",5000
2068,2.2348175433058,-1.05155130532344,-0.871203661855523,"0","0","0","0","1","1","0","1","1","0",24375
1063,-0.579183103114285,0.127308610644889,0.267490129056001,"0","0","1","0","1","1","1","0","1","0",10000
1954,-0.501722440159065,-0.815779322129776,-0.621735211585609,"0","0","1","0","1","1","0","0","0","0",5000
1892,-0.72744765330201,0.598852577032221,-0.182457786603747,"0","0","0","0","1","1","1","0","1","0",10500
343,-0.517456637321844,1.07039654341955,0.116209247470276,"0","0","0","1","1","1","1","1","0","0",4500
1382,-0.551950838794091,0.598852577032221,1.60130146379172,"0","0","1","1","1","1","1","1","1","0",35000
1616,-0.653012797493479,-1.130141966388,-0.710647075159092,"1","0","1","0","1","1","0","0","0","0",10000
1618,-0.209429469788979,0.127308610644889,-0.342275060731781,"0","0","0","0","1","1","1","0","1","0",37000
920,-0.644540537482752,1.07039654341955,-0.399415538311859,"0","0","1","0","1","1","1","0","1","0",15000
2223,2.08655299311808,-0.344235355742444,-0.46290495784528,"0","0","0","1","1","1","1","1","0","0",43358
1586,-0.709897971851218,-0.344235355742444,-0.354955160487335,"0","0","0","1","1","1","1","1","1","0",10200
2,-0.544688901642039,0.127308610644889,-0.304154732785034,"0","0","1","0","1","1","1","0","1","1",12999.14
1492,1.42813735799871,-0.265644694677888,-0.177122541264804,"0","0","0","0","1","1","1","0","0","0",20000
908,-0.430313391497222,0.127308610644889,0.000727862108856885,"0","0","0","0","1","1","1","0","0","0",30000
874,1.79062905417197,-0.265644694677888,0.801014662950289,"0","1","0","1","1","1","1","0","1","0",90000
1984,-0.744392173323464,-1.28732328851711,-0.0766331953058149,"0","0","0","1","0","1","0","0","1","0",5000
1956,-0.69900506612314,-3.13420382353416,-0.62819085844573,"0","0","1","0","1","1","0","0","0","0",9500
1540,1.02691533034785,1.07039654341955,1.38941219515561,"0","0","0","1","1","1","1","1","1","0",14000
386,1.7815516327319,0.598852577032221,2.25566930461307,"0","0","1","0","1","1","1","0","0","0",40000
2136,-0.687506998965725,0.323785263306277,0.161478804171206,"0","0","1","1","1","1","1","1","1","0",3000
683,-0.625175371743947,-0.344235355742444,-0.263019991221785,"0","0","0","1","1","1","0","1","1","0",17730.65
550,0.878650780160122,2.01348447619422,0.134108995582429,"0","0","0","0","1","1","1","0","1","0",17500
449,-0.460571462964105,-0.462121347339277,0.712093907301241,"0","1","1","0","1","1","1","0","0","0",18128
643,0.280146126545183,-1.44450461064622,-0.543467162463317,"0","0","0","0","1","0","0","0","0","0",24000
1008,-0.533190834484623,-0.462121347339277,0.0496520618669631,"0","0","1","0","1","1","1","1","1","0",8000
398,0.671685571326645,-0.344235355742444,0.123411828677849,"0","0","0","1","0","1","1","0","1","0",42500
2087,-0.670562478944271,-0.344235355742444,-0.52967555326215,"0","0","0","1","1","1","1","1","1","0",9150
1224,-0.574946973108921,-0.815779322129776,-0.648117999786682,"1","0","1","0","1","1","0","0","0","0",13000
25,-0.287495294173536,-1.05155130532344,-0.62349584254746,"0","0","0","0","1","1","0","0","1","1",10000
2086,-0.547109547359389,0.127308610644889,-0.666177805259003,"0","0","1","0","1","1","1","0","0","0",15000
1186,-0.520482444468533,-1.05155130532344,-0.621717427434479,"0","0","0","0","1","1","1","0","0","0",5000
1302,-0.565869551668857,0.598852577032221,1.06777692989743,"0","0","0","0","1","1","1","0","1","0",24200
2269,-0.751048949046178,2.01348447619422,-0.481471611624801,"0","0","0","0","1","1","1","0","1","0",9500
153,4.73110843932362,0.127308610644889,0.0167335981256855,"0","0","0","0","1","1","1","0","0","1",15000
1514,-0.778281213366373,0.127308610644889,-0.399415538311859,"0","0","1","0","1","1","1","0","0","0",10000
329,-0.516246314463169,0.127308610644889,-0.843281274285212,"0","0","0","0","1","1","1","0","1","0",7000
1201,-0.0133571666835789,2.01348447619422,-0.442444291970434,"0","0","0","0","1","1","1","1","1","0",24615.33
58,-0.53137535019661,0.127308610644889,-0.799558938732576,"0","0","0","0","1","1","1","0","1","1",6500
822,-0.4412062972253,0.127308610644889,0.000727862108856885,"0","0","0","0","1","1","1","0","1","0",12000
1539,1.21633085773053,-0.265644694677888,-0.372739311617145,"0","0","1","1","1","1","1","1","1","0",10000
1693,1.2205669877359,-0.344235355742444,-0.609014462341758,"0","0","0","0","1","1","0","0","1","0",10000
720,2.38187177063485,0.598852577032221,0.526842333032391,"0","0","1","1","1","1","1","1","0","0",82000
430,-0.683270868960361,0.598852577032221,1.12102267838008,"0","0","0","1","1","1","1","1","1","0",10400
1625,-0.574946973108921,2.44573311204927,-0.34424910150719,"0","0","1","0","1","1","1","0","0","0",15250
803,-0.698399904693803,0.520261915967665,1.05299830030856,"0","0","1","0","1","1","0","0","1","0",70000
246,-0.441811458654638,0.127308610644889,-0.265559568003121,"0","0","1","0","1","1","1","0","0","0",20000
543,-0.698399904693803,-0.972960644258887,-0.411659926364733,"1","0","1","0","1","1","1","0","0","0",18000
915,-0.249370124125264,-0.187054033613333,-0.311277285312523,"1","0","0","0","1","1","0","0","0","0",8000
1065,-0.513825668745818,-0.462121347339277,-0.577257049609955,"0","0","1","0","1","1","1","0","1","0",15000
394,-0.196721079772888,-0.815779322129776,-0.479444218396003,"0","0","1","0","1","1","1","0","0","0",5000
1701,-0.512615345887143,0.363080593838555,-0.641528971793087,"0","0","0","0","1","1","1","1","1","0",15500
125,0.188766750715197,0.127308610644889,-0.488354078112037,"0","0","0","0","1","1","1","0","0","1",14941
1890,-0.775255406219685,-1.05155130532344,-0.443884808211948,"0","0","0","1","1","1","0","1","0","0",10000
961,-0.100500412508201,-0.658598000000665,-0.399415538311859,"0","1","1","0","1","1","0","0","0","0",18050
1089,-0.371007571422132,-0.815779322129776,-0.218906404344292,"0","0","0","0","1","1","1","0","0","0",23000
1588,-0.268130128434731,0.598852577032221,-0.401309550407184,"0","0","0","1","1","1","1","1","1","0",23000
1648,2.89323317842517,-0.658598000000665,-0.776403973961563,"0","0","0","0","1","1","1","0","1","0",50000
