"lt.convenio.df.tipo_de_abogado","lt.convenio.df.giro_empresa","lt.convenio.df.trab_base","lt.convenio.df.acci_on_principal","lt.convenio.df.causa","lt.convenio.df.sueldo_diario_integrado","lt.convenio.df.gen","lt.convenio.df.horas","lt.convenio.df.reinstalacion_t","lt.convenio.df.indem_const_t","lt.convenio.df.sal_caidos_t","lt.convenio.df.rec_hr_extra","lt.convenio.df.rec_20_d_ias_t","lt.convenio.df.sarimssinfo","lt.convenio.df.y","lt.convenio.df.cod_imss","lt.convenio.df.antig_anos","lt.convenio.df.id"
"0","9","0","2","0",96.64,"1",78,"0","1","1","1","0","0",9500,"0",0.249315068493151,1439
"0","11","0","2","0",366.66,"0",72,"0","1","1","1","0","0",16000,"0",1.01369863013699,1440
"0","7","0","1","0",497.83,"0",61,"1","1","1","0","1","0",35000,"0",4.41369863013699,1441
"0","5","0","2","0",211,"0",96,"0","1","1","1","0","0",12000,"0",1.82739726027397,1443
"0","7","0","2","0",166.67,"1",54,"0","1","1","1","0","0",5000,"0",0.0712328767123288,1446
"0","2","0","2","0",400,"0",50,"0","1","1","0","0","1",30000,"0",15.8547945205479,1448
"0","3","0","1","0",150,"0",63,"0","1","1","1","0","0",11000,"0",4.33698630136986,1449
"0","7","0","1","0",3333.33,"0",50,"1","1","1","1","1","0",115000,"0",2.33424657534247,1453
"0","6","0","2","0",190,"0",54,"0","1","1","0","0","0",6000,"0",3.95616438356164,1454
"1","3","0","2","0",458.23,"0",47.5,"0","1","1","0","0","0",10000,"0",0.123287671232877,1458
"0","1","0","2","0",73.33,"0",70,"0","1","1","1","0","1",7500,"0",9.55342465753425,1459
"0","5","0","2","0",613.33,"0",66,"0","1","1","1","0","1",10000,"0",6.17534246575342,1460
"1","8","0","2","0",74.64,"1",27,"0","1","1","0","0","0",2250,"0",0.0356164383561644,1464
"0","2","1","2","0",333.33,"0",89,"0","1","1","1","1","0",137500,"0",9.58356164383562,1465
"0","3","0","2","0",170.24,"1",60,"0","1","1","1","0","0",7000,"0",1.01643835616438,1469
"0","4","0","1","0",152.31,"1",50,"1","1","1","1","1","0",5000,"0",3.57808219178082,1470
"0","2","1","2","0",600,"0",55,"0","1","1","1","0","0",30000,"0",7.55616438356164,1474
"0","3","0","2","0",171.42,"1",54,"0","1","1","1","0","0",8000,"0",0.66027397260274,1475
"0","3","0","2","0",1460.85,"1",63,"0","1","1","1","0","1",11000,"0",0.580821917808219,1476
"0","3","0","2","0",114.11,"1",60,"0","1","1","0","0","0",8000,"0",1.24657534246575,1479
"0","1","0","2","0",339.180952380952,"1",52.5,"0","1","1","1","1","1",23000,"0",4.0027397260274,1481
"0","1","0","2","0",184.63,"0",84,"0","1","1","1","0","0",8000,"0",0.158904109589041,1482
"0","1","0","2","0",181.7,"0",84,"0","1","1","1","0","0",7800,"0",0.235616438356164,1483
"0","1","0","2","0",252.78,"0",84,"0","1","1","1","0","0",10000,"0",0.857534246575342,1484
"0","2","0","2","0",287.69,"0",69,"0","1","1","0","0","0",5000,"0",2.40821917808219,1485
"0","3","0","2","0",276.66,"1",60,"0","1","1","1","0","1",15000,"0",2.85753424657534,1486
"0","6","0","2","0",244.5,"0",50,"0","1","1","1","1","0",35000,"0",4.01643835616438,1487
"0","2","0","1","0",233.33,"1",40,"1","1","1","0","1","1",15000,"0",0.810958904109589,1488
"0","1","0","1","0",596.62,"0",60,"1","1","1","1","1","1",47433,"0",3.91232876712329,1489
"0","1","0","2","0",274.21,"0",54,"0","1","1","1","0","1",4719.63,"0",17.013698630137,1490
"0","5","0","2","0",500,"0",66,"0","1","1","1","0","0",2000,"0",0.564383561643836,1491
"0","2","0","2","0",333.33,"0",55,"0","1","1","1","0","0",20000,"0",10.0493150684932,1492
"0","1","0","1","0",383.333333333333,"1",60,"1","1","1","1","1","1",6000,"0",0.775342465753425,1493
"0","3","0","2","0",200,"0",50,"0","1","0","1","0","0",9000,"0",1.46575342465753,1495
"0","1","0","2","0",100,"0",72,"0","1","1","1","0","0",5000,"0",3.41917808219178,1496
"0","5","0","1","0",400,"0",108,"1","0","0","1","1","1",10000,"0",11.5753424657534,1497
"0","11","0","1","0",580.13,"0",72,"1","1","1","1","1","1",41000,"0",10.186301369863,1498
"1","2","0","2","0",156.78,"0",60,"0","1","1","0","0","0",5000,"0",0.887671232876712,1499
"0","1","0","2","0",286.66,"0",45,"0","1","1","1","0","1",33000,"0",1.45479452054795,1500
"0","3","0","2","0",133.33,"1",60,"0","1","1","1","0","0",8000,"0",0.0849315068493151,1501
"0","3","0","2","0",100,"0",60,"0","1","1","1","0","0",3625,"0",0.142465753424658,1502
"0","1","0","1","0",760.17,"1",62.5,"1","0","1","1","1","1",90918.68,"0",4.96438356164384,1504
"0","6","1","2","0",207,"1",40,"0","1","1","1","0","1",11000,"0",0.106849315068493,1505
"0","1","0","1","0",433.333333333333,"0",35,"1","0","1","1","0","1",22000,"0",0.90958904109589,1506
"0","2","0","2","1",1195.21,"0",67.5,"0","1","1","1","0","1",75000,"0",1.04657534246575,1508
"0","3","0","2","0",400,"0",60,"0","1","1","1","0","0",5000,"0",0.178082191780822,1510
"0","1","0","2","0",233.333333333333,"1",50,"0","1","1","0","0","1",35233,"0",3.3013698630137,1511
"0","7","0","2","0",250,"1",60,"0","1","1","1","0","0",10000,"0",0.0602739726027397,1514
"0","4","0","2","0",1066,"0",50,"0","1","1","0","0","1",70000,"0",0.536986301369863,1515
"0","3","0","2","0",215.93,"1",45,"0","1","1","0","0","1",17000,"0",2.24931506849315,1516
"0","5","0","2","0",673.33,"0",55,"0","1","1","1","1","0",41034.23,"0",3.20547945205479,1519
"0","3","0","2","0",500,"1",66,"0","1","1","1","0","1",4000,"0",1.56438356164384,1522
"0","7","0","2","0",800,"0",60,"0","1","1","1","0","1",25000,"0",1.08219178082192,1524
"0","1","0","1","0",418.15,"1",54,"1","1","1","1","1","1",23750,"0",1.02191780821918,1525
"0","1","0","2","0",130.87,"0",40,"0","1","1","0","0","1",9500,"0",2.76712328767123,1526
"0","3","0","2","0",260,"1",60,"0","1","1","1","0","1",11000,"0",0.323287671232877,1527
"0","1","0","2","0",190.8,"1",60,"0","1","1","1","0","0",14898,"0",0.438356164383562,1528
"0","3","0","2","0",733.34,"0",50,"0","1","1","0","0","0",25613.18,"0",1.28219178082192,1529
"0","2","0","2","0",400,"0",36,"0","1","1","0","0","0",35000,"0",4.19452054794521,1530
"1","1","0","2","0",122,"0",50,"0","1","1","1","0","0",7500,"0",1.21917808219178,1531
"0","1","0","2","0",450,"0",60,"0","1","1","1","0","0",2000,"0",1.11232876712329,1533
"0","2","0","1","0",124.262857142857,"0",63,"1","1","1","1","1","0",3850,"0",13.5424657534247,1534
"0","2","0","1","0",85.7142857142857,"0",63,"1","1","1","1","1","0",11350,"0",19.2739726027397,1536
"0","2","0","1","0",295.362857142857,"0",63,"1","1","1","1","1","0",16380,"0",14.5178082191781,1537
"0","1","0","1","0",260,"1",55,"1","1","1","1","1","1",10000,"0",9.09041095890411,1539
"0","1","0","1","0",920.57,"0",72,"1","1","1","1","1","1",14000,"0",8.23287671232877,1540
"0","1","0","1","0",550,"1",60,"1","0","1","1","0","0",7500,"0",1.34246575342466,1541
"0","2","0","2","0",150,"0",60,"0","1","1","1","0","0",4000,"0",0.884931506849315,1544
"0","7","0","2","0",400,"0",60,"0","1","1","1","0","1",20000,"0",15.0465753424658,1545
"0","1","0","2","0",165,"0",114,"0","1","1","1","0","1",9000,"0",2.18904109589041,1546
"0","3","0","2","0",299.96,"0",45,"0","1","1","0","1","1",20000,"0",1.2958904109589,1547
"0","7","0","1","0",690.58,"0",66,"1","1","1","1","1","0",35000,"0",5.2027397260274,1549
"0","1","0","2","0",141.32,"1",54,"0","1","1","1","0","1",5000,"0",0.671232876712329,1551
"0","3","0","2","0",146.66,"0",55,"0","1","1","0","0","0",11000,"0",0.810958904109589,1552
"0","1","0","2","0",119.44,"0",54,"0","1","1","0","0","0",10000,"0",46.2493150684932,1554
"0","1","0","1","0",326.51,"0",60,"1","1","1","1","1","1",20000,"0",2.3041095890411,1557
"0","2","0","1","0",385.472857142857,"1",66,"1","0","1","1","0","1",12500,"0",0.238356164383562,1558
"1","3","0","2","0",135.87,"0",49,"0","1","1","0","0","0",4500,"0",0.523287671232877,1566
"1","3","0","2","0",976.79,"1",78,"0","1","1","0","0","0",96000,"0",1.0986301369863,1567
"0","7","0","2","0",200,"0",50,"1","1","1","0","1","1",10000,"0",3.01369863013699,1568
"0","1","0","1","0",710.013529411765,"0",60,"1","1","1","1","1","1",100000,"0",0.372602739726027,1570
"1","3","0","2","0",107.02,"0",48,"0","1","1","0","0","0",6000,"0",2.53150684931507,1572
"1","1","0","2","0",153.28,"0",45,"0","1","1","0","0","0",5000,"0",2.31780821917808,1573
"0","3","0","1","0",316.67,"0",40,"1","0","1","0","0","1",20000,"0",0.312328767123288,1574
"0","3","0","2","0",350,"1",50,"0","1","1","1","0","0",3000,"0",1.41917808219178,1576
"0","1","0","2","0",213.47,"0",51,"0","1","1","0","0","1",19000,"0",1.93972602739726,1579
"0","5","0","2","0",800,"0",60,"0","1","1","1","0","1",27500,"0",2.74794520547945,1580
"1","5","0","2","0",174.19,"0",66,"0","1","1","0","0","0",5000,"0",0.219178082191781,1581
"0","1","0","2","0",278.42,"0",66,"0","1","1","1","0","0",14500,"0",0.698630136986301,1582
"0","2","0","1","0",166.666666666667,"1",66,"1","1","1","0","0","1",29375,"0",5.57534246575342,1583
"0","1","0","2","0",533.33,"0",105,"0","1","1","1","1","1",15000,"0",3.89041095890411,1584
"1","3","0","2","0",190.86,"1",54,"0","1","1","0","0","0",9388.58,"0",0.695890410958904,1585
"0","5","0","1","0",266.666666666667,"0",54,"1","1","1","1","1","1",10200,"0",0.36986301369863,1586
"0","7","0","1","0",400,"0",54,"1","0","1","1","0","1",15000,"0",10.2767123287671,1587
"0","7","0","1","0",249.29,"0",66,"1","1","1","1","1","1",23000,"0",2.36986301369863,1588
"0","3","0","2","0",178.42,"1",48,"0","1","1","1","0","0",3000,"0",0.501369863013699,1590
"0","5","0","2","0",333.33,"0",60,"0","1","1","1","0","1",25000,"0",6.44109589041096,1591
"0","2","0","2","0",271.42,"1",45,"0","1","1","0","0","1",9250,"0",2.73698630136986,1592
"0","2","0","2","0",750,"1",66,"0","1","1","1","0","1",15000,"0",0.375342465753425,1593
"1","3","0","2","0",313.56,"0",48,"0","1","0","0","0","0",35000,"0",10.2739726027397,1596
"0","4","0","2","0",333.33,"1",60,"0","1","1","1","0","1",30000,"0",1.91780821917808,1597
"0","1","0","1","0",366.81,"1",54,"1","0","1","1","1","1",23500,"0",0.778082191780822,1598
"0","6","0","1","0",1058.33,"1",60,"1","1","1","1","1","1",100000,"0",2.74520547945205,1601
"1","5","0","2","0",87.14,"0",96,"0","1","1","0","0","0",4000,"0",0.446575342465753,1603
"0","1","0","2","0",171.42,"0",48,"0","1","1","1","0","1",11500,"0",0.857534246575342,1605
"0","8","0","2","0",380,"1",66,"0","1","1","1","0","1",31156,"0",9.76164383561644,1607
"0","2","0","1","0",358.28,"1",54,"1","1","1","0","1","1",15000,"0",2.1972602739726,1608
"1","4","0","2","0",108,"0",54,"0","1","1","0","0","0",4500,"0",0.186301369863014,1609
"0","3","0","2","0",395.83,"0",54,"0","1","1","1","0","1",40000,"0",1.41095890410959,1613
"1","3","0","2","0",133.33,"1",44,"0","1","1","0","0","0",10000,"0",0.627397260273973,1616
"0","1","0","2","0",271.42,"0",60,"0","1","1","1","0","1",37000,"0",2.63561643835616,1618
"0","6","0","1","0",2528.86666666667,"1",66,"1","0","1","1","0","1",125000,"0",10.0493150684932,1619
"0","3","0","1","0",888.888888888889,"1",50,"1","1","1","1","0","1",25500,"0",0.0547945205479452,1621
"0","3","0","2","0",100,"1",54,"0","1","1","1","0","1",6000,"0",0.0931506849315069,1622
"0","1","0","1","0",2250,"1",60,"1","1","1","1","0","0",48000,"0",12.5534246575342,1623
"0","6","0","1","0",2246.56,"1",75,"1","1","1","1","1","1",115000,"0",7.21095890410959,1624
"0","1","0","2","0",270.68,"1",89.5,"0","1","1","1","0","0",15250,"0",0.980821917808219,1625
"0","2","0","2","0",282.433,"0",58,"0","1","1","1","1","1",70000,"0",9.97808219178082,1628
"1","5","0","2","0",132.69,"0",57,"0","1","1","0","0","0",20000,"0",8.02739726027397,1629
"0","4","0","2","0",60,"1",60,"0","1","1","1","1","0",105459,"0",0.70958904109589,1631
"0","1","0","2","0",252,"1",66,"0","1","1","1","0","0",15000,"0",1.96986301369863,1632
"0","3","0","2","0",196,"0",45,"0","1","1","1","0","0",23000,"0",2.86849315068493,1633
"0","7","0","1","0",285.71,"1",54,"1","0","1","1","0","1",12500,"0",3.24383561643836,1634
"0","3","0","2","0",433.33,"0",57,"0","1","1","1","0","0",17000,"0",2.92054794520548,1635
"0","3","0","2","0",185.71,"0",57,"0","1","1","1","0","0",5000,"0",0.473972602739726,1637
"0","2","0","2","0",120,"1",48,"0","1","1","0","0","1",23000,"0",1.14246575342466,1641
"0","3","0","2","0",200,"1",48,"0","1","1","0","0","0",4000,"0",0.252054794520548,1642
"0","2","1","2","0",700,"0",61,"0","1","1","1","0","0",45000,"0",17.8054794520548,1643
"0","4","0","1","0",700,"0",78,"1","0","1","1","1","1",16000,"0",1.04657534246575,1644
"0","1","0","1","0",156.66,"1",60,"1","0","1","1","0","1",8000,"0",1.63835616438356,1645
"1","1","0","2","0",118.68,"0",48,"0","1","1","0","0","0",4000,"0",2.13972602739726,1646
"0","8","0","1","0",169.32,"0",50,"1","1","1","1","1","1",30000,"0",2.45753424657534,1647
"0","8","0","2","0",108.68,"0",50,"0","1","1","1","0","1",50000,"0",16.6821917808219,1648
"0","7","0","1","0",700,"0",72,"1","0","1","1","0","1",11000,"0",1.38904109589041,1653
"0","2","0","2","0",129.82,"0",84,"0","1","1","1","0","1",67000,"0",7.04931506849315,1654
"0","2","0","2","0",2224.15,"0",84,"0","1","1","1","0","1",3946.38,"0",6.9041095890411,1655
"0","3","0","1","0",454,"1",60,"1","1","1","0","1","1",40000,"0",3.96164383561644,1658
"0","8","0","2","0",333.33,"1",72,"0","1","1","1","0","0",3500,"0",1.43287671232877,1660
"1","4","0","2","0",323.6,"1",55,"0","1","1","0","0","0",20000,"0",8.39452054794521,1661
"0","3","0","1","0",142.19,"0",35,"1","1","1","0","1","0",6500,"0",0.156164383561644,1662
"0","6","0","1","0",425.63,"1",66.7,"1","1","1","1","1","1",11000,"0",1.14520547945205,1664
"0","3","0","2","0",390.14,"0",66,"0","1","1","1","0","1",20000,"0",1.24109589041096,1668
"0","1","0","1","0",500,"0",54,"1","0","1","1","0","1",22500,"0",18.5753424657534,1669
"0","1","0","2","0",210.2,"1",60,"0","1","1","1","0","0",12000,"0",1,1670
"0","5","0","2","0",266.66,"0",55,"0","1","1","1","1","1",18000,"0",0.361643835616438,1671
"0","3","0","2","0",650,"0",60,"0","1","1","1","0","1",13000,"0",1.06849315068493,1672
"0","2","0","1","0",3443.56,"0",55,"1","1","1","1","1","0",50000,"0",0.391780821917808,1673
"0","1","0","1","0",177.55,"0",78,"1","1","1","1","1","1",6000,"0",5.08493150684932,1677
"0","1","0","2","0",200,"0",84,"0","1","1","1","0","0",4500,"0",0.167123287671233,1678
"0","5","0","2","0",271.428571428571,"0",75,"0","1","1","1","0","0",20000,"0",1.38630136986301,1679
"0","7","0","2","0",400,"1",55,"0","1","1","1","0","0",26219,"0",0.254794520547945,1680
"0","2","0","2","0",151.72,"0",66,"0","1","1","1","0","0",15000,"0",9.77260273972603,1681
"0","7","0","2","0",241.41,"1",60,"0","1","1","1","0","1",3000,"0",1.1013698630137,1682
"1","5","0","2","0",261.78,"1",48,"0","1","1","0","0","0",15000,"0",1.53972602739726,1683
"0","6","0","2","0",380.584666666667,"1",11,"0","1","1","1","0","1",60000,"0",15.4876712328767,1684
"0","2","0","2","0",460.6,"1",57.5,"0","1","1","1","0","1",25000,"0",0.931506849315068,1686
"1","3","0","2","0",167,"0",30,"0","1","1","0","0","0",9600,"0",0.473972602739726,1687
"1","3","0","2","0",518.97,"0",54,"0","1","1","0","0","0",12000,"0",0.693150684931507,1688
"0","1","0","1","0",188.7,"0",40,"1","1","1","1","1","1",3500,"0",0.578082191780822,1690
"0","1","0","2","0",457.142857142857,"0",60.5,"0","1","1","1","0","1",25000,"0",5.76986301369863,1692
"0","6","0","2","0",171.428571428571,"0",54,"0","1","1","0","0","1",10000,"0",9.10958904109589,1693
"0","5","0","2","0",550,"0",60,"0","1","1","1","0","1",25000,"0",1.46575342465753,1694
"0","1","0","1","0",230.41,"0",104,"1","1","1","1","1","1",7000,"0",3.1972602739726,1698
"1","3","0","2","0",229.4,"1",45,"0","1","1","0","0","0",18000,"0",5.82191780821918,1699
"0","2","0","2","0",159.24,"0",63,"0","1","1","1","1","1",15500,"0",1.26301369863014,1701
"0","5","0","2","0",300.28,"0",70,"0","1","1","1","0","0",21500,"0",6.44657534246575,1710
"1","3","0","2","0",351.18,"1",40,"0","1","1","0","0","0",18000,"0",0.868493150684931,1711
"1","3","0","2","0",117.98,"1",48,"0","1","1","0","0","0",23000,"0",6.11232876712329,1712
"1","3","0","2","0",207.82,"1",50,"0","1","1","0","0","0",15000,"0",0.627397260273973,1713
"1","3","0","2","0",358.46,"1",48,"0","1","1","0","0","1",1200,"0",0.452054794520548,1715
"0","3","0","2","0",483.333333333333,"1",65,"0","1","1","1","0","1",28000.18,"0",0.271232876712329,1716
"0","3","0","1","0",666.666666666667,"1",45,"1","1","1","1","1","1",32500,"0",0.208219178082192,1717
"0","2","0","2","0",266.666666666667,"0",66,"0","1","1","1","0","0",15000,"0",1.38082191780822,1718
"0","2","0","1","0",86.49,"0",72,"1","0","1","1","0","1",6000,"0",3.35068493150685,1722
"0","4","0","2","0",890,"0",54,"0","1","1","1","0","0",8500,"0",3.30958904109589,1723
"0","1","0","2","0",266.666666666667,"1",72,"0","1","1","0","0","0",9000,"0",0.391780821917808,1728
"0","3","0","2","0",250.89,"0",57,"0","1","1","1","0","1",6000,"0",0.816438356164384,1739
"0","4","0","2","0",618.5,"0",42.5,"0","1","1","1","0","0",95000,"0",8.30684931506849,1740
"1","3","0","2","0",212.3,"0",56,"0","1","1","0","0","0",4200,"0",4.02739726027397,1744
"0","3","1","2","0",650,"0",48,"0","1","1","1","0","1",9000,"0",0.342465753424658,1745
"0","3","0","2","0",299.99,"0",45,"0","1","1","1","0","1",12500,"0",1.03561643835616,1747
"0","1","0","2","0",500,"0",72,"0","1","1","1","0","0",8000,"0",3.56986301369863,1748
"0","1","0","2","0",266.666666666667,"0",72,"0","1","1","1","0","0",22000,"0",2.84109589041096,1749
"0","1","0","2","0",916.666666666667,"1",60,"1","0","1","1","1","1",100000,"0",10.0657534246575,1752
"0","1","0","2","0",233.333333333333,"1",44,"0","1","1","0","0","0",22500,"0",-0.0465753424657534,1754
"0","3","0","2","0",255.33,"1",60,"0","1","1","1","0","1",21935,"0",1.83561643835616,1755
"0","5","0","2","0",300,"0",66,"0","1","1","1","0","0",6000,"0",1.9041095890411,1757
"0","2","0","2","0",720,"0",72,"0","1","1","1","0","1",14000,"0",10.8438356164384,1760
"0","1","0","2","0",357.14,"0",84,"0","1","1","1","0","1",35000,"0",5.36438356164384,1761
"1","3","0","2","0",143.18,"1",115.5,"0","1","1","0","0","0",5500,"0",4.22739726027397,1764
"0","3","0","2","0",42.17,"0",64,"0","1","1","0","1","0",22500,"0",9.90958904109589,1766
"0","1","0","2","0",274.98,"0",66,"0","1","1","1","0","1",9000,"0",1.53972602739726,1772
"0","3","0","2","0",210,"1",54,"0","1","1","1","0","1",4000,"0",4.41643835616438,1778
"0","1","0","2","0",383.69,"0",54,"0","1","1","0","0","0",17000,"0",1.06027397260274,1781
"0","3","0","2","0",1600,"0",63,"0","1","1","1","0","1",50000,"0",1.28767123287671,1782
"0","3","0","2","0",346.162753733333,"1",42.5,"0","1","1","0","0","0",10000,"0",1.5013698630137,1785
"0","1","0","2","0",465.88,"1",45,"0","1","1","1","0","1",22500,"0",5.96164383561644,1787
"0","2","1","1","0",465.39,"1",63,"1","1","1","1","1","1",8000,"0",0.306849315068493,1788
"0","3","1","3","1",1400,"0",50,"0","1","1","0","0","0",525000,"0",4.5041095890411,1790
"0","6","0","2","0",350.466666666667,"0",60,"0","1","1","1","0","1",42500,"0",0.498630136986301,1791
"0","1","0","1","0",152.32,"0",48,"1","1","1","0","1","1",23000,"0",10.1890410958904,1792
"0","5","0","2","0",600,"0",66,"0","1","1","1","0","1",21500,"0",4.48767123287671,1794
"0","3","1","2","0",453.33,"0",54,"0","1","1","1","0","1",19980,"0",3.65479452054795,1795
"0","3","0","1","0",500,"1",50,"1","1","1","1","1","1",18000,"0",0.295890410958904,1796
"1","7","0","2","0",138.88,"0",48,"0","1","1","0","0","0",15375,"0",3.3041095890411,1797
"1","3","0","2","0",174.18,"1",40.5,"0","1","1","0","0","0",5000,"0",0.391780821917808,1798
"1","3","0","2","0",176.86,"0",75,"0","1","1","0","0","0",6000,"0",0.578082191780822,1801
"0","1","0","2","0",575.733333333333,"0",48,"0","1","1","0","0","1",33500,"0",5.93150684931507,1802
"0","3","0","2","0",220,"0",66,"0","1","1","1","0","1",12000,"0",1.98904109589041,1803
"0","3","0","2","0",180,"0",66,"0","1","1","1","0","1",11000,"0",1.62739726027397,1804
"0","3","0","2","0",200,"0",66,"0","1","1","1","0","1",11000,"0",1.57534246575342,1805
"0","6","0","2","0",299.16,"1",55,"0","1","1","1","0","0",28000,"0",7.81643835616438,1806
"0","3","0","2","0",262,"1",72,"0","1","1","1","0","0",11000,"0",2.50958904109589,1808
"1","3","0","2","0",255.76,"0",45,"0","1","1","0","0","0",17000,"0",5.12328767123288,1810
"0","1","0","2","0",97.874,"0",54,"0","1","1","1","0","0",6000,"0",2.05479452054795,1812
"0","3","0","2","0",500,"0",63,"0","1","1","1","1","0",18000,"0",5.88219178082192,1817
"0","1","0","2","0",683.33,"0",60,"0","1","1","1","0","1",17000,"0",1.93698630136986,1822
"0","2","0","2","0",180.8,"0",54,"0","1","1","1","0","1",12000,"0",1.2,1824
"1","3","0","2","0",104.22,"0",36,"0","1","1","0","0","0",22000,"0",0.772602739726027,1826
"0","10","0","1","0",416.666666666667,"0",63,"1","1","1","1","1","0",8000,"0",1.26575342465753,1827
"0","6","0","2","0",466.66,"0",50,"0","1","1","1","0","0",5350,"0",2.56712328767123,1828
"0","5","0","2","0",185.714285714286,"0",91,"0","1","1","1","0","0",5500,"0",1.67945205479452,1829
"0","4","0","2","0",151.9,"0",60,"0","1","1","1","0","0",43000,"0",8.21369863013699,1830
"0","7","0","2","0",425.333333333333,"1",45,"0","1","0","1","0","1",80000,"0",1.5041095890411,1831
"0","7","0","2","0",350,"1",42,"0","1","1","1","0","1",17800,"0",1.8958904109589,1833
"0","3","0","1","0",206.63,"1",66,"1","1","1","1","1","0",20000,"0",0.706849315068493,1834
"0","1","0","1","0",61.2242857142857,"0",47.5,"1","0","1","0","0","1",33000,"0",7.92602739726027,1835
"1","1","0","2","0",187.52,"0",54,"0","1","1","0","0","0",10500,"0",3.51780821917808,1836
"0","2","1","2","0",720,"1",72,"0","1","1","1","0","0",14000,"0",3.27123287671233,1838
"0","1","0","2","0",633.33,"0",50,"0","1","1","0","0","0",25101.61,"0",2.55342465753425,1839
"0","5","0","2","0",214.285714285714,"0",91,"0","1","1","1","0","0",5000,"0",1.19452054794521,1840
"0","5","0","2","0",214.285714285714,"0",91,"0","1","1","1","0","0",5000,"0",1.00547945205479,1841
"0","2","0","1","0",136.18,"0",35,"1","0","1","0","0","1",8800,"0",3.23013698630137,1843
"0","3","1","2","0",933.333333333333,"1",59.5,"0","1","1","1","0","1",27500,"0",1.13698630136986,1844
"0","1","0","2","0",720,"0",72,"0","1","1","1","0","0",12000,"0",6.61369863013699,1846
"0","1","0","2","0",1416.85,"0",72,"0","1","1","1","0","1",14000,"0",2.79452054794521,1848
"0","3","0","2","0",166.666666666667,"0",50,"0","1","1","1","0","0",15000,"0",3.63287671232877,1850
"1","3","0","2","0",261.63,"1",42,"0","1","1","0","0","0",8000,"0",1.2958904109589,1853
"0","2","0","2","0",250,"0",48,"0","1","1","0","0","0",25000,"0",14.0520547945205,1856
"0","1","0","2","0",202.18,"1",72,"0","1","1","1","0","1",13247,"0",0.405479452054795,1857
"0","1","0","2","0",322.58,"1",45,"0","1","1","0","0","1",7000,"0",1.37260273972603,1858
"0","1","0","2","0",300,"0",65,"0","1","1","1","0","0",13500,"0",2.28767123287671,1859
"0","1","0","2","0",133.33,"0",63,"0","1","1","1","0","1",3000,"0",1.51780821917808,1862
"0","1","0","2","0",233.333333333333,"0",63,"0","1","1","1","0","0",16000,"0",0.482191780821918,1863
"1","3","0","2","0",384.54,"0",84,"0","1","1","0","0","0",24943.05,"0",4.44657534246575,1867
"0","7","0","2","0",164.02,"1",48,"0","1","1","0","0","1",22000,"0",5.35342465753425,1869
"0","6","0","1","0",273.33,"0",50,"1","1","1","0","1","0",10000,"0",3.77808219178082,1871
"0","3","0","2","0",833.33,"1",60,"0","1","1","1","0","1",62000,"0",1.00821917808219,1873
"0","2","0","1","0",486.22,"1",66,"1","1","1","1","1","1",50000,"0",16.9753424657534,1875
"0","3","0","2","0",325.46,"1",54,"0","1","1","1","0","0",17000,"0",8.31780821917808,1881
"0","2","0","1","0",534.25,"1",47.5,"1","0","1","1","0","1",22250,"0",1.60547945205479,1882
"0","3","0","1","0",2107.36,"1",70,"1","0","1","1","0","1",215000,"0",3.50958904109589,1883
"0","3","0","2","0",602.484,"0",22.5,"0","1","1","0","1","0",19000,"0",4.5972602739726,1888
"0","7","0","2","0",250,"1",40,"0","1","1","0","1","0",17500,"0",4.22191780821918,1889
"0","3","0","1","0",233.33,"0",45,"1","1","1","0","1","0",10000,"0",0.073972602739726,1890
"1","6","0","2","0",134.64,"1",39,"0","1","1","0","0","0",10000,"0",2.52602739726027,1891
"0","3","0","2","0",331.33,"0",66,"0","1","1","1","0","1",10500,"0",0.29041095890411,1892
"0","2","0","1","0",150.142857142857,"1",75,"1","0","1","1","0","1",5000,"0",0.8,1893
"0","7","0","1","0",180,"0",71,"1","1","1","1","1","0",5000,"0",0.602739726027397,1898
"0","5","0","2","0",2880.11,"0",90,"0","1","1","1","1","1",453088.87,"0",11.9205479452055,1899
"0","1","0","1","0",101.99,"1",54,"1","0","1","1","0","1",10000,"0",2.58082191780822,1901
"1","3","0","2","0",224.89,"1",54,"0","1","1","0","0","0",18000,"0",11.6328767123288,1902
"0","2","0","1","0",302.8,"0",55,"1","1","1","1","1","1",25000,"0",1.49315068493151,1907
"0","3","0","2","0",400,"0",66,"0","1","1","1","0","0",25000,"0",0.175342465753425,1915
"0","3","0","2","0",211.66,"1",72,"0","1","1","1","0","1",11000,"0",1.03835616438356,1917
"0","3","1","1","0",11201.67,"0",45,"1","1","1","1","1","0",6000,"0",18.7013698630137,1921
"0","3","0","1","0",830,"0",78,"1","0","1","1","1","1",140000,"0",17.2904109589041,1923
"0","3","0","2","0",833.33,"1",78,"1","1","1","1","1","1",140000,"0",21.0630136986301,1924
"0","7","0","2","0",177.52,"0",51,"0","1","1","0","0","1",18000,"0",4.45205479452055,1925
"0","2","1","2","0",797.15,"0",63,"0","1","1","1","0","1",73000,"0",3.2,1928
"0","5","0","2","0",2061.42,"0",60,"0","1","1","1","0","1",40000,"0",16.1643835616438,1929
"1","3","0","2","0",69.67,"1",54,"0","1","1","1","0","0",4000,"0",0.010958904109589,1930
"0","2","0","1","0",200.23,"0",60,"1","1","1","1","0","1",17000,"0",1.52328767123288,1932
