"lt.convenio.df.tipo_de_abogado","lt.convenio.df.giro_empresa","lt.convenio.df.trab_base","lt.convenio.df.acci_on_principal","lt.convenio.df.causa","lt.convenio.df.sueldo_diario_integrado","lt.convenio.df.gen","lt.convenio.df.horas","lt.convenio.df.reinstalacion_t","lt.convenio.df.indem_const_t","lt.convenio.df.sal_caidos_t","lt.convenio.df.rec_hr_extra","lt.convenio.df.rec_20_d_ias_t","lt.convenio.df.sarimssinfo","lt.convenio.df.y","lt.convenio.df.cod_imss","lt.convenio.df.antig_anos","lt.convenio.df.id"
"1","3","0","2","0",122.22,"1",48,"0","1","1","0","0","0",5500,"0",3.59178082191781,445
"0","5","0","2","0",433.33,"0",60,"0","1","1","1","0","1",27500,"0",4.02465753424658,447
"1","2","0","2","0",70.02,"1",50,"0","1","1","0","0","0",3500,"0",1.94246575342466,448
"0","2","1","2","0",666.666666666667,"1",52.5,"0","1","1","1","0","0",18128,"0",1.4986301369863,449
"0","6","0","2","0",183.61,"1",63,"0","1","1","1","0","1",8500,"0",0.750684931506849,451
"0","1","0","2","0",400,"1",55,"0","1","1","0","0","1",27250,"0",1.28767123287671,452
"1","3","0","2","0",174.19,"1",40,"0","1","1","1","0","0",10000,"0",1.68493150684932,453
"0","2","0","2","0",315,"0",84,"0","1","1","1","0","0",5000,"0",7.2986301369863,462
"0","3","0","2","0",884.448,"1",50,"0","1","1","1","0","0",50000,"0",0.271232876712329,464
"0","3","0","2","0",206.66,"0",66,"0","1","1","1","1","1",10000,"0",4.73698630136986,466
"0","3","0","1","0",7517.72427777778,"1",60,"1","0","1","1","0","1",380000,"0",2.41643835616438,467
"0","3","0","1","0",843.333333333333,"0",55,"1","1","1","1","0","1",230000,"0",0.950684931506849,468
"0","5","0","2","0",90,"1",60,"0","1","1","1","0","0",5000,"0",0.594520547945205,469
"0","6","0","1","0",233.333333333333,"0",54,"1","0","1","0","0","0",7000,"0",2.07123287671233,470
"0","7","0","2","0",397.14,"1",77,"0","1","1","1","1","1",15000,"0",3.93972602739726,473
"0","10","0","1","0",438.48,"1",48,"1","1","1","1","1","1",23500,"0",1.02739726027397,474
"0","1","1","2","0",64.2856666666667,"1",60,"0","1","1","1","0","1",30000,"0",33.0328767123288,475
"0","6","0","1","0",266.666666666667,"1",66,"1","1","1","1","1","1",11000,"0",1.75890410958904,478
"1","3","0","2","0",348.39,"0",60,"0","1","1","0","0","0",12500,"0",0.432876712328767,479
"0","2","1","2","0",600,"0",60,"0","1","1","1","0","1",11000,"0",1.27671232876712,482
"0","3","0","2","0",393.396666666667,"1",60,"0","1","1","1","0","0",20000,"0",0.610958904109589,483
"1","1","0","2","0",191.51,"0",52,"0","1","0","0","0","0",22000,"0",5.01917808219178,484
"1","1","0","2","0",65.14,"0",57,"0","1","1","0","0","0",5000,"0",0.810958904109589,485
"0","5","0","1","0",329.95,"0",72,"1","1","1","1","0","0",18000,"0",7.71232876712329,486
"0","2","0","2","0",439.116666666667,"0",52.5,"0","1","1","1","0","1",30000,"0",3.47671232876712,487
"0","1","0","1","0",600,"0",60,"1","0","1","1","0","1",10000,"0",0.635616438356164,489
"0","5","0","2","0",554.314285714286,"0",65,"0","1","1","1","0","1",9000,"0",0.6,490
"0","1","0","2","0",233,"0",72,"0","1","1","1","0","0",30000,"0",4.98630136986301,491
"1","7","0","2","0",68.28,"1",42,"0","1","1","0","0","0",5000,"0",3.81643835616438,493
"0","1","0","2","0",533.333333333333,"1",60,"0","1","1","1","0","0",7000,"0",3.67123287671233,498
"1","3","0","2","0",348.39,"0",50,"0","1","1","0","0","0",19000,"0",0.517808219178082,501
"0","2","0","2","0",257.142857142857,"0",54,"0","1","1","1","0","0",12000,"0",0.961643835616438,502
"1","5","0","2","0",179.14,"0",60,"0","1","1","1","0","0",5000,"0",0.550684931506849,503
"1","3","0","2","0",123.53,"1",35,"0","1","1","0","0","0",7600,"0",1.11506849315068,504
"0","3","0","2","0",286.67,"0",30,"0","1","1","1","0","1",10000,"0",0.501369863013699,506
"0","3","0","2","0",524.78,"1",60,"0","1","1","1","0","1",15000,"0",0.810958904109589,509
"0","2","0","2","0",71.78,"1",20,"0","1","1","0","0","0",20000,"0",4.38904109589041,511
"0","2","0","1","0",203.22,"1",72,"1","1","1","1","1","1",21000,"0",1.32054794520548,516
"0","3","0","2","0",187.95,"1",80.5,"0","1","1","1","0","1",15000,"0",2.31780821917808,518
"0","1","0","2","0",1000,"0",58,"0","1","1","1","0","1",63000,"0",0.605479452054794,519
"0","1","0","2","0",357.14,"0",58,"0","1","1","1","0","1",21000,"0",0.4,520
"0","2","0","1","0",200,"0",45,"1","0","1","0","0","0",10000,"0",2.64383561643836,521
"0","2","0","2","0",56.01,"0",56,"0","1","1","0","0","0",12500,"0",10.7452054794521,522
"0","2","0","2","0",416.666666666667,"1",78,"0","1","1","1","0","1",45000,"0",0.189041095890411,523
"0","6","0","2","0",210,"1",45,"0","1","1","0","0","1",50000,"0",3.98904109589041,524
"1","3","0","2","0",62.51,"1",36,"0","1","1","0","0","0",5000,"0",0.608219178082192,526
"0","1","0","2","0",200,"0",72,"0","1","1","1","0","1",8827,"0",2.34520547945205,527
"0","3","0","2","0",400,"1",60,"0","1","1","1","0","1",10500,"0",1.32328767123288,529
"0","1","0","2","0",194.58,"1",66,"0","1","1","1","0","0",11000,"0",0.693150684931507,530
"0","1","0","2","0",266.67,"1",72,"0","1","1","1","0","0",6000,"0",0.704109589041096,533
"0","2","0","2","0",195.28,"0",66,"0","1","1","1","0","1",5000,"0",1.13150684931507,534
"0","3","1","2","0",731.03,"1",78,"0","1","1","1","0","1",45000,"0",0.405479452054795,537
"0","7","0","1","0",160.02,"0",56,"1","1","1","0","1","1",11000,"0",0.00273972602739726,539
"0","3","0","2","0",153.44,"0",60,"0","1","1","1","0","1",4000,"0",0.717808219178082,540
"0","6","0","2","0",166.67,"1",56,"0","1","1","1","0","0",6000,"0",0.249315068493151,541
"0","7","0","2","0",733.33,"1",48,"0","1","1","1","0","0",64000,"0",4.59178082191781,542
"1","3","0","2","0",245.41,"1",46,"0","1","1","1","0","0",18000,"0",0.421917808219178,543
"1","3","0","2","0",89.53,"0",59.5,"0","1","1","0","0","0",4000,"0",0.0821917808219178,544
"1","3","0","1","0",295.57,"1",47.5,"1","1","1","0","0","0",5000,"0",0.49041095890411,545
"0","3","0","2","0",450,"0",84,"0","1","1","1","0","1",17500,"0",7.56164383561644,550
"0","3","0","1","0",569.61,"0",77,"1","0","1","1","0","1",75000,"0",1.8,551
"0","6","0","1","0",300.62,"0",60,"1","1","1","1","1","0",32500,"0",1,552
"0","10","0","2","0",1000,"1",60,"0","1","1","1","0","1",42000,"0",0.676712328767123,553
"0","8","0","1","0",890,"0",78,"1","1","1","1","1","1",130000,"0",13.6082191780822,556
"0","4","0","1","0",437.42,"0",66,"1","0","1","1","0","0",10000,"0",3.07123287671233,557
"0","2","0","2","0",316.54,"1",54,"0","1","1","1","0","0",7600,"0",1.13424657534247,558
"1","3","1","2","0",165.68,"1",40,"0","1","1","0","0","0",19000,"0",20.7890410958904,560
"0","1","0","2","0",116.66,"1",57,"0","1","1","1","0","0",24000,"0",14.6027397260274,561
"1","2","0","2","0",226.45,"1",50,"0","1","1","1","0","0",22227.79,"0",1.64383561643836,562
"0","3","0","2","0",460.152666666667,"0",48,"0","1","1","0","0","0",35000,"0",1.58082191780822,563
"0","3","1","2","0",1533.33,"1",60,"0","1","1","1","0","1",17000,"0",1.52054794520548,564
"1","1","0","2","0",209.03,"1",48,"0","1","1","0","0","0",15500,"0",1.37808219178082,567
"0","1","0","2","0",761.35,"0",57,"0","1","1","1","0","0",145000,"0",4.65479452054795,568
"0","3","0","2","0",400,"1",72,"0","1","1","1","0","1",15000,"0",2.46301369863014,570
"0","5","0","1","0",200,"0",60,"1","1","1","1","1","1",22500,"0",3.24657534246575,571
"0","1","0","2","0",450,"0",72,"0","1","1","1","0","1",12500,"0",3.46575342465753,572
"0","1","0","1","0",330.61,"0",66,"1","1","1","1","1","1",50000,"0",4.95616438356164,574
"0","4","0","2","0",209.3,"0",47.5,"0","1","1","1","0","0",10000,"0",2.32328767123288,576
"1","1","0","2","0",147.81,"1",24,"0","1","1","1","0","1",8000,"0",0.194520547945205,577
"0","1","0","1","0",300.53,"1",62,"1","1","1","1","0","0",34000,"0",10.5643835616438,578
"0","2","0","2","0",330.33,"0",60,"0","1","1","1","1","1",8500,"0",0.00273972602739726,579
"0","3","0","2","0",171.42,"1",63,"0","1","1","1","0","0",25000,"0",0.427397260273973,580
"0","1","0","2","0",116.66,"1",60,"0","1","1","1","0","1",6500,"0",1.78630136986301,581
"0","11","0","1","0",534,"1",60,"1","0","0","1","1","0",118359,"0",16.7369863013699,582
"0","2","1","2","0",2973.58,"0",65,"0","1","1","1","1","0",100000,"0",8.05753424657534,584
"1","2","0","2","0",303.72,"1",55,"0","1","1","0","0","0",16250,"0",1.25205479452055,585
"1","1","0","2","0",157.59,"0",45,"0","1","1","0","0","0",10000,"0",4.47123287671233,586
"0","3","0","1","0",302.19,"1",48,"1","1","1","0","1","1",8500,"0",6.44931506849315,587
"0","4","0","2","0",321.42,"0",55,"0","1","1","1","1","0",27000,"0",3.38904109589041,589
"0","11","0","2","0",346.42,"1",77,"0","1","1","1","1","1",6000,"0",1.37260273972603,590
"0","7","0","2","0",267.33,"1",45,"0","1","1","1","1","1",26000,"0",6.69041095890411,591
"0","5","0","1","0",347.57,"0",66,"1","1","1","1","1","0",18000,"0",5.03287671232877,593
"1","3","0","2","0",910.19,"0",50,"0","1","1","0","0","0",70000,"0",1.2027397260274,597
"0","4","0","2","0",740.17,"1",45,"0","1","1","1","0","0",70000,"0",23.8438356164384,598
"1","3","0","2","0",240.39,"1",32,"0","1","1","0","0","1",4000,"0",0.101369863013699,599
"0","1","0","2","0",316.66,"1",72,"0","1","1","1","0","0",6500,"0",0.2,601
"0","1","0","2","0",197.92,"0",54,"0","1","1","1","0","0",28000,"0",12.6602739726027,604
"0","5","0","1","0",347.57,"0",66,"1","1","1","1","1","1",18000,"0",3.50684931506849,607
"0","3","0","2","0",192.13,"0",60,"0","1","1","1","0","1",15000,"0",1.33424657534247,608
"0","1","0","2","0",500,"1",60,"0","1","1","1","0","1",25000,"0",3.3013698630137,609
"0","1","0","2","0",209,"0",72,"0","1","1","1","1","1",20000,"0",0.726027397260274,610
"0","1","0","1","0",412.43,"0",60,"1","0","1","1","0","1",25000,"0",1.10684931506849,611
"0","1","0","1","0",1970.42,"1",72,"1","0","1","1","0","1",250000,"0",7.29315068493151,612
"0","5","0","2","0",857.14,"0",67.5,"0","1","1","0","0","1",50000,"0",1.14246575342466,615
"0","5","0","2","0",380,"0",72,"0","1","1","1","0","0",16000,"0",2.30684931506849,624
"0","1","0","2","0",233.333333333333,"0",78,"0","1","1","1","0","1",8500,"0",2.27671232876712,626
"0","2","0","2","0",514.66,"1",60,"0","1","1","0","0","1",10000,"0",1.37534246575342,627
"0","1","0","2","0",481.49,"0",50,"0","1","1","1","0","0",40000,"0",0.194520547945205,628
"0","1","0","2","0",150,"0",57.5,"0","1","1","1","0","0",40000,"0",0.0301369863013699,632
"1","2","1","2","0",293.38,"0",62.5,"0","1","1","0","0","0",39143.9,"0",4.01917808219178,635
"0","1","0","2","0",100,"0",50,"0","1","1","1","1","0",18000,"0",13.6219178082192,637
"0","2","0","2","0",300,"1",60,"0","1","1","1","0","1",12000,"0",1.45753424657534,639
"0","1","0","2","0",396,"1",66,"0","1","1","1","0","1",11000,"0",3.05479452054795,641
"0","3","0","2","0",196,"0",40,"0","1","0","0","0","0",24000,"0",4.85205479452055,643
"0","2","0","2","0",103.175333333333,"0",60,"0","1","1","1","0","1",45000,"0",2.3972602739726,644
"0","2","0","2","0",577.95,"0",66,"0","1","1","1","0","0",100221.32,"0",17.2630136986301,646
"0","6","0","1","0",200,"0",60,"1","0","1","1","1","1",6000,"0",0.96986301369863,648
"0","1","0","1","0",394.58,"0",55,"1","0","1","0","0","0",12000,"0",1.0027397260274,649
"0","11","0","2","0",383.52,"0",78,"0","1","1","1","0","0",10382,"0",4.55342465753425,651
"0","1","0","2","0",143,"1",36,"0","1","1","0","0","0",5500,"0",2.0027397260274,652
"0","1","0","2","0",360.006,"0",84,"0","1","1","1","0","0",30000,"0",2.10684931506849,654
"1","3","0","2","0",354.96,"1",42.5,"0","1","1","0","0","0",12000,"0",3.20821917808219,655
"1","3","0","2","0",117.98,"1",48,"0","1","1","0","0","0",14062,"0",4.45753424657534,656
"0","2","1","2","0",666.66,"0",60,"0","1","1","1","0","0",14000,"0",0.96986301369863,657
"0","1","0","2","0",130.13,"0",78,"0","1","1","1","0","0",5000,"0",1.37534246575342,658
"1","3","1","1","0",950.12,"0",72,"1","0","1","0","0","0",50000,"0",4.81917808219178,659
"0","4","0","2","0",446.66,"1",66,"0","1","1","1","0","0",20000,"0",14.0986301369863,660
"0","11","1","2","0",435.5,"1",50,"0","1","1","0","0","0",880.25,"0",0.101369863013699,661
"0","6","0","2","0",533.33,"1",52.5,"0","1","1","1","0","0",10000,"0",3.69041095890411,662
"0","5","0","1","0",139,"0",36,"1","0","1","1","0","0",7000,"0",1.15616438356164,663
"0","3","0","1","0",198.57,"0",60,"1","0","1","1","0","0",10000,"0",3.95342465753425,666
"0","7","1","2","0",866.66,"0",72,"0","1","1","0","0","0",50000,"0",0.879452054794521,669
"0","5","1","2","0",233.33,"1",47.5,"0","1","1","1","0","1",3000,"0",0.334246575342466,670
"0","7","0","1","0",528.57,"1",53,"1","1","1","0","1","0",23000,"0",3.79452054794521,678
"0","2","0","2","0",220,"0",59,"0","1","1","0","1","1",28000,"0",4.8,679
"0","2","0","2","0",172.85,"0",60,"0","1","1","1","0","0",10000,"0",8.78904109589041,680
"0","7","0","1","0",530,"0",50,"1","1","1","0","0","0",24000,"0",3.79452054794521,681
"0","7","0","2","0",266.66,"1",60,"0","1","1","1","0","0",15000,"0",0.517808219178082,682
"0","7","0","1","0",301.13,"0",54,"1","1","1","0","1","1",17730.65,"0",0.753424657534247,683
"1","7","0","2","0",103.14,"0",60,"0","1","1","0","0","0",35000,"0",3.38082191780822,686
"1","3","0","2","0",308.69,"0",73.5,"0","1","1","0","0","0",26000,"0",2.38630136986301,688
"0","1","1","2","0",2500,"0",50,"0","1","1","1","0","0",135000,"0",0.353424657534247,689
"1","3","0","2","0",431.04,"0",60,"0","1","1","0","0","0",25000,"0",0.745205479452055,690
"0","5","0","2","0",390.2,"0",72,"0","1","1","1","0","0",20000,"0",2.27671232876712,692
"0","6","0","2","0",872.45,"1",70,"0","1","1","1","0","0",150000,"0",0.427397260273973,696
"0","2","0","2","0",114.28,"0",72,"0","1","1","1","0","0",2500,"0",18.9424657534247,701
"1","6","0","2","0",63.06,"1",57.5,"0","1","1","0","0","0",7000,"0",3.32328767123288,702
"0","3","0","2","0",171.42,"0",66,"0","1","1","1","0","0",14000,"0",5.77808219178082,703
"0","3","0","1","0",186.65,"0",40,"1","0","1","1","0","1",7000,"0",0.227397260273973,704
"0","4","0","2","0",138.58,"0",52,"0","1","1","1","0","1",8500,"0",0.621917808219178,706
"0","3","0","2","0",246.66,"0",54,"0","1","1","1","0","1",6500,"0",0.657534246575342,707
"0","7","0","1","0",438.01,"1",60,"1","1","1","1","1","0",38268,"0",1.77534246575342,709
"0","7","1","2","0",1372.97,"1",55,"0","1","1","0","0","1",90000,"0",1.31232876712329,715
"0","5","0","1","0",1000,"0",60,"1","1","1","1","0","0",11000,"0",1.35342465753425,717
"0","5","0","2","0",200,"0",66,"0","1","1","1","0","1",5000,"0",5.79452054794521,718
"0","3","0","1","0",112.9,"1",45,"1","1","1","1","0","0",60000,"0",2.57534246575342,719
"0","2","0","1","0",597.222222222222,"1",66,"1","1","1","1","1","0",82000,"0",14.3671232876712,720
"0","1","0","1","0",250,"1",50,"1","1","1","1","0","1",45000,"0",0.808219178082192,721
"1","3","0","2","0",99.15,"0",36,"0","1","1","0","0","0",8000,"0",2.02739726027397,722
"0","7","0","2","0",170,"0",54,"0","1","1","1","0","1",6000,"0",-0.172602739726027,724
"0","3","0","1","0",3337.9,"0",55,"1","1","1","1","1","1",507000,"0",3.82739726027397,726
"0","1","0","1","0",400,"0",60,"1","0","1","1","0","1",7000,"0",0.454794520547945,729
"0","5","0","2","0",200,"0",66,"0","1","1","1","0","0",27500,"0",9.81095890410959,731
"0","3","0","1","0",1333.33,"0",50,"1","0","1","1","0","1",200000,"0",0.158904109589041,732
"0","7","1","1","0",500,"0",50,"1","1","1","1","1","1",69572.36,"0",14.8904109589041,733
"0","5","0","2","0",230,"0",84,"0","1","1","0","0","0",36500,"0",6.03287671232877,736
"0","1","1","1","0",376.2,"1",60,"1","1","1","1","1","1",8500,"0",3.36712328767123,737
"0","5","0","2","0",166.66,"1",50,"0","1","1","0","0","1",11666.67,"0",11.7232876712329,738
"0","6","0","2","0",246,"0",48,"0","1","1","0","0","0",20000,"0",0.616438356164384,740
"0","4","0","2","0",714.28,"0",60,"0","1","1","1","0","0",20000,"0",1.4958904109589,742
"1","5","0","2","0",199.63,"0",84,"0","1","1","0","0","0",7000,"0",4.42739726027397,743
"0","5","0","1","0",547.82,"0",72,"1","1","1","1","1","0",30000,"0",2.54246575342466,745
"1","3","0","2","0",236.65,"0",40,"0","1","1","0","0","0",20000,"0",3.08767123287671,746
"1","3","0","2","0",282.2,"1",54,"0","1","1","0","0","0",10200,"0",0.131506849315068,753
"1","3","0","2","0",280.05,"0",54,"0","1","1","0","0","0",10200,"0",0.0657534246575342,754
"1","3","0","2","0",217.6,"0",54,"0","1","1","0","0","0",7500,"0",0.120547945205479,755
"0","2","0","1","0",846.66,"0",60,"1","1","1","1","1","1",25000,"0",2.05205479452055,756
"0","5","0","2","0",333.33,"0",105,"0","1","1","1","0","0",23968,"0",1.34794520547945,757
"0","5","0","2","0",200,"0",60,"0","1","1","1","0","0",14000,"0",5.60547945205479,758
"1","3","0","2","0",174.19,"0",81,"0","1","1","0","0","0",5000,"0",0.249315068493151,760
"1","1","0","2","0",489.66,"0",66,"0","1","1","0","0","0",33000,"0",3.26575342465753,761
"0","3","0","2","0",1456,"0",45,"0","1","1","1","0","0",40000,"0",3.61095890410959,762
"1","1","0","2","0",225.72,"0",66,"0","1","1","0","0","0",7500,"0",15.1068493150685,763
"1","3","0","2","0",212.3,"0",66,"0","1","1","0","0","0",13500,"0",4.00547945205479,773
"1","3","0","2","0",145.28,"0",60,"0","1","1","0","0","0",9000,"0",1.6958904109589,775
"0","3","0","2","0",217.42,"0",77,"0","1","1","1","0","0",12000,"0",0.358904109589041,776
"0","1","0","2","0",21.42,"0",66,"0","1","1","1","0","1",11000,"0",1.47671232876712,794
"0","1","0","2","0",1158.22,"1",50,"0","1","1","1","0","1",19000,"0",2.06575342465753,795
"0","8","0","2","0",700,"1",66,"0","1","1","1","0","1",36000,"0",1.46575342465753,796
"0","5","0","1","0",489.99,"0",60,"1","0","1","1","0","1",50000,"0",9.28767123287671,798
"0","3","0","1","0",300,"0",66,"1","0","1","1","0","1",30000,"0",0.0328767123287671,801
"0","5","0","2","0",1666.66,"0",45,"0","1","1","1","0","1",50000,"0",3.61095890410959,802
"0","8","0","2","0",794.46,"1",65,"0","1","1","0","0","1",70000,"0",0.421917808219178,803
"0","2","0","2","0",183.33,"1",52,"0","1","1","1","0","1",12500,"0",0.520547945205479,804
"0","3","0","2","0",762.18,"0",48,"0","1","1","1","0","1",20000,"0",0.619178082191781,806
"1","3","0","2","0",121.45,"1",42.5,"0","1","1","0","0","1",14000,"0",0.832876712328767,807
"0","3","0","1","0",333.33,"0",75,"1","1","1","1","1","1",20115,"0",0.756164383561644,810
"0","11","0","1","0",1842.16,"0",60,"1","1","1","1","1","0",400000,"0",12.413698630137,812
"0","5","0","2","0",300,"0",60,"0","1","1","1","0","1",20000,"0",10.5123287671233,813
"0","1","0","1","0",100,"0",50,"1","0","1","0","0","1",16000,"0",0.523287671232877,814
"0","2","0","2","0",60,"0",84,"0","1","1","1","0","1",20000,"0",4.26575342465753,815
"0","3","0","2","0",233.33,"0",48,"0","1","1","1","0","1",17500,"0",1.35616438356164,816
"1","5","0","2","0",263,"0",84,"0","1","1","0","0","1",12000,"0",2.47123287671233,820
"0","2","0","2","0",203.95,"1",48,"0","1","1","0","0","1",50000,"0",0.805479452054795,821
"0","11","0","2","0",400,"0",60,"0","1","1","1","0","1",12000,"0",1.58630136986301,822
"0","7","1","1","0",1276.39,"1",66,"1","0","1","1","0","1",40000,"0",0.758904109589041,824
"0","7","0","2","0",198.68,"0",60,"0","1","1","1","0","1",4000,"0",0.564383561643836,825
"0","7","0","1","0",383.333333333333,"0",56,"1","0","1","1","0","1",90124,"0",7.04109589041096,828
"1","5","0","2","0",229.94,"0",756,"0","1","1","0","0","0",15000,"0",2.66301369863014,830
"1","3","0","2","0",433.67,"1",50,"0","1","1","0","0","1",46758,"0",2.16712328767123,833
"1","3","0","2","0",216,"1",42,"0","1","1","0","0","0",16791.93,"0",0.827397260273973,835
"1","7","0","2","0",426.22,"0",48,"0","1","1","0","0","0",13000,"0",2.59452054794521,836
"0","1","0","2","0",655,"1",72,"0","1","1","1","0","1",50000,"0",3.75616438356164,837
"0","1","0","2","0",656.97,"1",60,"0","1","1","1","0","1",25000,"0",3.39452054794521,838
"0","1","0","2","0",200,"1",72,"0","1","1","1","0","0",14000,"0",3.4958904109589,839
"0","3","0","1","0",3137.26,"0",60,"1","1","1","1","1","1",14000,"0",1.80547945205479,841
"0","6","0","2","0",470,"0",66,"0","1","1","1","0","0",7500,"0",3.74246575342466,843
"0","5","0","2","0",214.28,"1",66,"0","1","1","1","0","1",35000,"0",1.54520547945205,844
"0","2","0","1","0",250,"1",60,"1","1","1","1","1","1",8000,"0",0.986301369863014,847
"0","1","0","2","0",233.333333333333,"0",50,"0","1","1","1","0","0",17000,"0",0.671232876712329,848
"0","2","0","2","0",400,"0",63,"0","1","1","1","0","0",15000,"0",1.11506849315068,849
"0","7","0","2","0",500,"0",63,"0","1","1","1","0","0",12500,"0",8.95616438356164,854
"0","1","0","2","0",234.35,"0",57,"0","1","1","1","0","1",21000,"0",1.69315068493151,855
"0","1","0","2","0",202.24,"0",77,"0","1","1","1","0","1",26000,"0",6.13698630136986,856
"0","5","0","2","0",350,"0",105,"0","1","1","1","0","0",22500,"0",9.06575342465753,860
"0","1","0","1","0",214.28,"0",60,"1","1","1","1","1","1",7500,"0",2.67123287671233,861
"1","2","0","2","0",106.11,"0",69,"0","1","1","1","0","0",16500,"0",7.04383561643836,862
"0","3","1","3","1",1688.36,"1",66,"0","1","1","1","1","1",75000,"0",4.01095890410959,863
"0","3","0","2","0",333.333333333333,"1",72,"0","1","1","1","0","1",17000,"0",3.28219178082192,864
"0","5","1","2","0",333.333333333333,"0",72,"0","1","1","1","0","0",17500,"0",1.00821917808219,865
"1","3","0","2","0",191.32,"0",54,"0","1","1","0","0","0",41069.79,"0",9.31232876712329,866
"0","7","0","1","0",230,"0",48,"1","1","1","0","0","1",6646.56,"0",3.07671232876712,868
"0","2","1","2","0",2380.24,"0",62.5,"0","1","1","1","0","0",50000,"0",1.32328767123288,869
"0","3","0","2","0",165.85,"1",26,"0","1","1","0","1","1",4000,"0",0.520547945205479,870
"0","3","0","2","0",600,"1",45,"0","1","1","0","1","0",23000,"0",0.827397260273973,871
"0","1","0","2","0",418.08,"1",54,"0","1","1","1","0","1",13000,"0",0.0602739726027397,873
"0","2","1","1","0",700,"0",55,"1","1","1","1","0","1",90000,"0",11.6904109589041,874
"0","1","1","2","0",250.002,"0",57,"0","1","1","1","0","1",25000,"0",3,875
"0","3","0","2","0",350,"0",77,"0","1","1","1","0","1",13000,"0",1.55616438356164,876
"1","3","1","2","0",1719.13,"0",47.5,"0","1","1","0","0","0",247500,"0",8.46027397260274,879
"1","3","0","2","0",197.39,"1",48,"0","1","1","0","0","0",9500,"0",2.68767123287671,882
"0","3","0","1","0",376.14,"0",66,"1","1","1","1","1","0",80000,"0",15.1945205479452,883
"0","5","0","2","0",800,"0",60,"0","1","1","1","0","1",70000,"0",7.54520547945206,884
"0","6","0","1","0",342.56,"1",91,"1","1","1","1","0","1",40000,"0",0.408219178082192,885
"0","2","0","2","0",216.66,"1",55,"0","1","1","1","0","1",10000,"0",0.0465753424657534,891
"1","3","0","2","0",170.62,"0",48,"0","1","1","0","0","0",9000,"0",0.906849315068493,892
"1","3","0","2","0",204.14,"0",54,"0","1","1","0","0","1",12000,"0",0.6,893
"0","6","0","1","0",568.46,"1",48,"1","1","1","1","1","1",35000,"0",8.90958904109589,897
"0","1","0","1","0",435.5,"0",52.5,"1","1","1","0","1","1",21000,"0",0.326027397260274,898
"0","2","0","2","0",362.5,"0",72,"0","1","1","1","0","0",7000,"0",1.63835616438356,899
"0","1","0","2","0",300,"0",72,"0","1","1","0","0","0",14000,"0",3.33972602739726,900
"0","7","0","1","0",350,"0",47,"1","1","1","0","1","0",20000,"0",4.93972602739726,902
"0","6","0","2","0",200,"0",52.5,"0","1","1","1","0","0",7000,"0",0.0794520547945206,903
"1","5","0","1","0",94.03,"1",60,"1","1","1","0","1","0",5000,"0",3.37808219178082,905
"0","3","0","1","0",1034.66,"0",66,"1","0","1","1","0","1",46000,"0",7.65205479452055,906
"0","3","0","1","0",1034.66,"0",66,"1","0","1","1","0","1",45000,"0",5.77260273972603,907
"0","2","0","2","0",400,"0",60,"0","1","1","1","0","0",30000,"0",1.63561643835616,908
"0","1","0","2","0",421.83,"1",52.5,"0","1","1","1","0","0",15000,"0",1.66849315068493,909
"0","2","0","2","0",878.29,"1",20,"0","1","1","0","0","1",20000,"0",9.80547945205479,910
"0","3","0","1","0",500,"0",60,"1","1","1","1","1","1",15000,"0",5.07397260273973,913
"1","3","0","2","0",283.04,"0",56,"0","1","1","0","0","0",8000,"0",2.45479452054795,915
"0","7","0","2","0",119.428571428571,"1",54,"0","1","1","1","0","0",7000,"0",1.37808219178082,916
"0","2","0","2","0",250,"1",72,"0","1","1","1","0","1",15000,"0",0.665753424657534,920
"0","3","0","2","0",576.77,"0",66,"0","1","1","1","0","0",55000,"0",0.794520547945205,921
"0","3","0","2","0",666.66,"1",56,"0","1","1","1","0","1",75000,"0",0.564383561643836,922
"0","6","0","1","0",300,"1",52.5,"1","1","1","1","1","1",15000,"0",5.48493150684931,923
"0","2","0","2","0",393.333333333333,"1",60,"0","1","1","1","0","1",25000,"0",4.51780821917808,924
"0","3","0","1","0",500,"1",50,"1","1","1","1","1","1",9000,"0",0.652054794520548,927
"0","1","0","2","0",200,"0",60,"0","1","1","1","0","0",5000,"0",8.04109589041096,929
"1","3","0","2","0",152.69,"1",50,"0","1","1","0","0","0",9000,"0",4.95890410958904,930
"0","7","1","2","0",231.1,"0",60.5,"0","1","1","0","0","0",20000,"0",2.15890410958904,931
"0","1","0","1","0",433.333333333333,"0",45,"1","0","1","0","0","0",26542.33,"0",1.45753424657534,932
"0","2","0","2","0",128.266666666667,"0",72,"0","1","1","1","0","0",30000,"0",0.0438356164383562,933
"0","1","0","2","0",220,"0",47.5,"0","1","1","0","1","0",25000,"0",6.75068493150685,934
"0","2","1","2","0",1073.1,"0",57.5,"0","1","1","1","0","1",72500,"0",1.55342465753425,935
"0","2","1","2","0",622.21,"0",51.25,"0","1","1","0","0","0",10000,"0",0.134246575342466,936
"0","1","0","2","0",100,"1",48,"0","1","1","1","0","0",3000,"0",0.326027397260274,939
"0","2","0","2","0",113.33,"1",96,"0","1","1","1","0","0",6000,"0",1.21369863013699,940
"0","3","1","2","0",650,"1",60,"0","1","1","1","0","1",14000,"0",1.90958904109589,941
"0","2","0","2","0",320,"0",66,"0","1","1","1","0","1",9000,"0",4.96438356164384,942
