"medias_duracion_laudo_gana.variable","medias_duracion_laudo_gana.media","medias_duracion_laudo_gana.de"
"antig_anos",6.88030231460345,8.01799796653488
"horas",57.0689655172414,10.1663567435629
"sueldo_diario_integrado",595.321724137931,534.377220241249
"y",3.23448275862069,1.18752053084244
