"estandarizados_duracion_desiste.id","estandarizados_duracion_desiste.antig_anos","estandarizados_duracion_desiste.horas","estandarizados_duracion_desiste.sueldo_diario_integrado","estandarizados_duracion_desiste.tipo_de_abogado","estandarizados_duracion_desiste.trab_base","estandarizados_duracion_desiste.gen","estandarizados_duracion_desiste.reinstalacion_t","estandarizados_duracion_desiste.indem_const_t","estandarizados_duracion_desiste.rec_hr_extra","estandarizados_duracion_desiste.rec_20_d_ias_t","estandarizados_duracion_desiste.sarimssinfo","estandarizados_duracion_desiste.cod_imss","estandarizados_duracion_desiste.y"
987,-0.179439195224312,-1.01929821042794,-0.256872854281628,"0","0","1","0","1","1","0","1","0",0.375342465753425
988,-0.70868824001237,-0.00097235975324824,-0.204030607836503,"0","0","0","1","1","0","1","1","0",1.07945205479452
990,-0.362144306370658,0.406357980516627,-0.141049907369789,"0","0","1","0","1","1","1","1","0",2.38356164383562
993,-0.699751576967168,-0.340414309978144,-0.249364123383205,"0","0","0","0","1","1","0","1","0",0.224657534246575
1004,3.39671546669724,-0.74774465024802,-0.172692262609664,"0","0","0","0","1","1","0","0","0",0.482191780821918
1007,-0.603930689871394,0.813688320786502,-0.121577688760636,"0","0","0","0","1","1","0","0","0",0.605479452054794
1009,1.23404300975843,-0.815633040292999,-0.271271829734899,"0","0","0","0","1","0","0","0","0",0.33972602739726
1011,0.119939016789945,-0.408302700023124,0.31246682653577,"0","0","0","0","1","1","0","1","0",0.0164383561643836
1019,-0.441581311216896,-0.408302700023124,-0.209203402710024,"0","0","1","0","1","0","0","0","0",0.8
1020,-0.233059173495523,-0.00097235975324824,-0.0704631149116078,"0","0","0","1","1","1","1","1","0",0.901369863013699
1031,-0.749896186276355,-0.815633040292999,-0.0023120535986989,"0","0","0","0","1","0","0","1","0",1.99178082191781
1046,3.10776336156905,1.22101866105638,13.7396724476187,"0","0","0","1","1","1","0","1","0",0.221917808219178
1055,-0.566198112569431,-0.408302700023124,-0.25788321902471,"0","0","1","0","1","1","0","0","0",0.873972602739726
1056,-0.754364517798956,0.13480442033671,0.114638091367877,"0","0","1","0","1","1","0","1","0",0.482191780821918
1064,0.364704287972415,-0.815633040292999,-0.121577688760636,"0","0","1","1","1","1","0","1","0",0.0958904109589041
1068,0.0628436695567122,7.33097376510451,-0.121577688760636,"1","0","0","1","0","1","0","0","0",0.917808219178082
1069,-0.645138636135379,-0.408302700023124,-0.25788321902471,"0","0","0","0","1","0","1","0","0",1.60547945205479
1077,-0.41526780336158,0.610023150651565,-0.0960204018361218,"0","0","1","0","1","1","0","1","0",0.619178082191781
1078,-0.73798063554942,-0.815633040292999,-0.234029751228497,"0","0","1","0","1","1","1","1","0",0.786301369863014
1085,-0.628258272605554,-0.340414309978144,0.135017471961484,"0","0","1","0","1","1","0","1","0",0.646575342465753
1093,-0.487754070283772,0.406357980516627,0.0828806066354759,"0","1","0","1","1","1","1","0","0",0.572602739726027
1099,-0.292140445849912,-0.00097235975324824,-0.164176574606416,"0","0","0","0","1","1","0","1","0",0.115068493150685
1106,-0.729540453784507,-0.408302700023124,-0.235609191560432,"0","1","1","1","0","1","0","1","0",0.728767123287671
1109,-0.495201289488106,-0.204637529888186,0.031766032786448,"0","0","0","1","1","1","1","1","0",0.421917808219178
1115,-0.726561566102773,0.406357980516627,-0.227214474715293,"0","0","0","0","1","1","0","1","0",0.0328767123287671
1117,-0.671452143990696,0.406357980516627,0.031766032786448,"0","0","0","0","1","1","0","1","0",0.824657534246575
1120,1.14368341674583,-0.67985626020304,-0.198249549534178,"0","0","1","0","1","0","0","1","0",0.772602739726027
1125,-0.355193568446613,-0.00097235975324824,0.0999187979184852,"0","0","1","0","1","1","0","1","0",1.16712328767123
1127,0.0876677335711614,-0.00097235975324824,-0.0704631149116078,"0","0","0","0","1","1","0","1","0",0.164383561643836
1129,0.110009391184166,-1.01929821042794,-0.0704631149116078,"0","1","0","0","1","1","0","1","0",0.794520547945205
1132,-0.674927512952719,-0.476191090068103,-0.260438947717161,"0","0","0","0","1","1","0","1","0",0.142465753424658
1133,0.456056843545588,-0.204637529888186,-0.238415381664744,"0","0","0","0","1","1","0","0","0",0.353424657534247
