"duracion_desiste_train.id","duracion_desiste_train.antig_anos","duracion_desiste_train.horas","duracion_desiste_train.sueldo_diario_integrado","duracion_desiste_train.tipo_de_abogado","duracion_desiste_train.trab_base","duracion_desiste_train.gen","duracion_desiste_train.reinstalacion_t","duracion_desiste_train.indem_const_t","duracion_desiste_train.rec_hr_extra","duracion_desiste_train.rec_20_d_ias_t","duracion_desiste_train.sarimssinfo","duracion_desiste_train.cod_imss","duracion_desiste_train.y"
2105,0.473433688355702,0.406357980516627,-0.257971817619382,"0","0","1","0","1","1","0","1","0",0.742465753424657
137,-0.606909577553128,0.406357980516627,-0.193388553561135,"0","0","0","0","1","1","0","0","1",0.632876712328767
1864,0.262429144232884,-0.67985626020304,-0.190947467555745,"0","0","0","0","1","0","0","1","0",0.736986301369863
1750,-0.604923652431972,0.677911540696544,-0.223806836458691,"0","0","1","0","1","1","0","1","0",2.96438356164384
294,-0.323418766508118,0.610023150651565,-0.253015164372422,"0","0","0","0","1","1","0","1","0",0.134246575342466
316,-0.548821267759317,-0.00097235975324824,1.2073961198567,"0","0","0","0","1","1","0","1","0",0.780821917808219
107,-0.74741377987491,-0.00097235975324824,-0.249364123383205,"0","0","1","0","1","1","0","1","1",0.268493150684932
1480,-0.62031457212093,-0.849577235315488,0.014729545322567,"0","0","0","1","1","0","1","1","0",0.367123287671233
1612,0.673019163031874,0.406357980516627,-0.0270872875433227,"0","0","0","0","1","1","0","1","0",0.326027397260274
925,-0.502152027412152,0.813688320786502,-0.216504754480259,"0","0","0","0","1","0","0","1","0",0.786301369863014
2100,0.46499350659079,-0.00097235975324824,-0.165390180631231,"0","0","0","0","1","1","0","1","0",0.457534246575342
339,-0.648117523817113,-1.01929821042794,-0.215287740817187,"0","0","1","0","1","1","0","0","0",0.183561643835616
1509,-0.755853961639823,-0.74774465024802,-0.249364123383205,"0","0","0","0","1","0","0","0","0",1.01643835616438
1148,0.141287711842372,-0.136749139843207,-0.0329859093655005,"0","0","0","1","1","1","1","0","0",1.40821917808219
1312,-0.519032390941978,1.62834900132625,-0.231108918437124,"0","0","0","0","1","1","0","0","0",0.610958904109589
366,0.0419914557845748,1.18707446603389,-0.146966297591448,"0","0","1","0","1","0","0","1","0",0.0191780821917808
977,0.965446637122086,1.1531302710114,-0.132194185749079,"0","0","0","0","1","1","0","0","0",1.57808219178082
1317,-0.453496861943832,0.0442865669434044,0.107824518673801,"0","0","0","0","1","1","0","1","0",0.63013698630137
2205,-0.744434892193176,-0.340414309978144,-0.223806836458691,"0","0","1","1","1","1","1","1","0",1.14520547945205
867,-0.717128421777282,-0.00097235975324824,-0.172692262609664,"0","0","0","0","1","1","0","1","0",2.45479452054795
687,-0.68882898880081,-0.883521430337978,-0.242933909992998,"1","0","0","0","1","0","0","0","0",1.08767123287671
832,-0.641166785893068,-0.00097235975324824,0.866635701834775,"0","1","0","0","1","0","0","1","0",0.10958904109589
1626,0.71869544081846,-0.408302700023124,0.444942171399423,"0","0","1","1","0","1","0","1","0",0.167123287671233
886,0.779762638294006,-0.00097235975324824,-0.0704631149116078,"0","0","0","0","1","1","0","1","0",0.671232876712329
645,-0.298594702493668,0.813688320786502,-0.138619287681902,"0","0","1","1","0","1","0","0","0",0.706849315068493
531,-0.764790624685025,0.813688320786502,-0.0704631149116078,"0","0","0","0","1","1","0","0","0",0.0164383561643836
436,-0.525983128866023,-0.00097235975324824,-0.13009678440214,"0","0","1","0","1","1","0","0","0",1.17534246575342
1381,-0.691311395202255,-0.408302700023124,-0.20677034899481,"0","0","0","1","0","0","0","0","0",0.293150684931507
1011,0.119939016789945,-0.408302700023124,0.31246682653577,"0","0","0","0","1","1","0","1","0",0.0164383561643836
41,-0.437112979694295,0.677911540696544,-0.201899130106998,"0","0","0","0","1","1","0","1","1",1.72054794520548
2077,2.96279082772467,1.1531302710114,-0.253015164372422,"0","0","0","0","1","1","0","0","0",0.882191780821918
1697,0.0122025789672358,-2.37706601132752,-0.0324325089126284,"0","0","0","0","1","0","0","1","0",1.41095890410959
817,-0.138727730240616,-0.67985626020304,-0.0875013061946171,"0","0","1","0","1","1","1","1","0",0.336986301369863
901,1.78215834319747,0.202692810381689,0.270327971854631,"0","1","0","0","1","1","0","0","0",1.2027397260274
1594,-0.48378222004146,-0.00097235975324824,-0.117319844759012,"0","0","0","0","1","1","0","0","0",2.58904109589041
1140,-0.0632625756366899,-0.611967870158061,-0.179994344588096,"0","0","0","0","1","0","1","1","0",1.4027397260274
182,0.27434469495982,1.1531302710114,-0.090908944451219,"0","0","0","0","1","0","0","0","1",1.12328767123288
614,-0.594001064265614,0.406357980516627,0.798484640521866,"0","0","0","1","0","1","0","1","0",0.635616438356164
488,-0.205752703079628,-0.00097235975324824,-0.143483934695933,"0","0","0","0","1","1","0","0","0",1.41917808219178
146,-0.198801965155583,-0.00097235975324824,-0.181211358251168,"0","0","0","0","1","1","0","0","1",0.594520547945205
142,0.890974445078738,0.406357980516627,-0.133486410856529,"0","0","0","1","0","1","0","0","1",2.06849315068493
605,0.219235272847742,-0.408302700023124,-0.275560342480832,"1","0","1","0","1","0","0","0","0",0.161643835616438
956,-0.700248058247457,-1.35874016065283,-0.226433614408793,"0","0","0","1","0","1","0","1","0",0.336986301369863
1145,-0.588539770182435,0.677911540696544,-0.121577688760636,"0","0","1","0","1","1","0","0","0",0.0219178082191781
94,-0.691807876482544,-1.22296338056287,-0.0704631149116078,"0","1","0","1","1","0","1","1","1",0.189041095890411
480,-0.347746349242278,-0.00097235975324824,-0.0405406433803869,"0","1","0","0","1","1","0","1","0",1.19178082191781
508,0.0365301617013959,-2.37706601132752,-0.273101731478694,"0","0","1","0","1","0","0","1","0",0.747945205479452
694,-0.453496861943832,-0.408302700023124,-0.134356332222893,"0","0","1","0","1","0","0","1","0",0.8
1676,-0.251428980866215,-0.00097235975324824,-0.170990147300491,"0","0","0","0","1","1","0","0","0",0.205479452054795
799,-0.221640104048876,0.610023150651565,-0.143485395112329,"0","0","1","0","1","1","0","1","0",0.832876712328767
2274,-0.189368820830092,3.52922392258567,0.484712717492224,"0","0","1","1","1","1","1","1","0",1.55616438356164
1007,-0.603930689871394,0.813688320786502,-0.121577688760636,"0","0","0","0","1","1","0","0","0",0.605479452054794
554,-0.539388123433826,-1.01929821042794,-0.245796326128543,"1","0","1","0","1","0","0","0","0",0.665753424657534
35,-0.68882898880081,-0.340414309978144,-0.0193485410625799,"0","0","1","0","1","1","0","1","1",0.553424657534247
1346,-0.457965193466432,0.813688320786502,0.286725527145399,"0","0","1","1","1","1","0","1","0",0.764383561643836
1675,0.000783509520589187,0.406357980516627,0.0339435136324166,"0","0","0","0","1","1","1","1","0",1.98630136986301
1894,-0.49321536436695,0.202692810381689,-0.179994344588096,"0","0","0","0","1","1","0","1","0",0.610958904109589
600,0.465489987871078,-0.815633040292999,-0.226873710889633,"0","0","1","0","1","0","0","0","0",0.947945205479452
1825,0.151217337448151,0.745799930741523,-0.173469204132169,"0","1","0","0","1","1","0","1","0",0.594520547945205
214,0.504712009013908,2.443009681866,-0.138072361741717,"1","0","0","0","1","1","0","0","1",1.14246575342466
2289,-0.729540453784507,0.610023150651565,-0.21650767531305,"0","1","1","0","1","0","0","0","0",0.947945205479452
1776,-0.628754753885843,0.202692810381689,-0.254475580768108,"0","0","1","0","1","1","0","0","0",0.443835616438356
1667,-0.509599246616487,-0.67985626020304,0.270297303110322,"0","0","1","0","1","1","0","1","0",2.83835616438356
78,-0.601448283469949,-0.00097235975324824,-0.0704631149116078,"0","0","1","0","1","1","0","1","1",0.391780821917808
1903,-0.289658039448467,1.62834900132625,-0.106974255011968,"0","0","0","0","1","1","0","1","0",1.53972602739726
2015,-0.133266436157437,-0.00097235975324824,-0.0363901399838458,"0","0","0","1","0","1","1","1","0",0.616438356164384
2083,-0.65457178046087,-0.340414309978144,-0.23700461942651,"1","0","1","0","1","0","0","0","0",0.063013698630137
1969,0.970411449924976,-0.00097235975324824,-0.172692262609664,"0","0","0","0","1","1","0","1","0",0.542465753424658
463,-0.329376541871585,-1.18901918554038,-0.274921410307719,"0","0","1","0","1","0","0","0","0",0.326027397260274
818,-0.459454637307299,-0.00097235975324824,0.0147244338651821,"0","0","1","0","1","1","1","1","0",1.14246575342466
456,-0.725072122261906,-0.272525919933165,-0.245903666733626,"1","0","0","0","1","0","0","1","0",0.134246575342466
1958,-0.647124561256536,-0.408302700023124,-0.213236342586713,"0","0","1","1","0","1","0","0","0",1.83561643835616
823,0.639754917252512,0.202692810381689,0.375736446046096,"0","0","1","1","1","1","1","1","0",0.123287671232877
