"medias_duracion_laudo_pierde.variable","medias_duracion_laudo_pierde.media","medias_duracion_laudo_pierde.de"
"antig_anos",4.90130357925806,6.88894974888099
"horas",60.4233870967742,14.2123907286185
"sueldo_diario_integrado",451.243387096774,482.364170776185
"y",3.68758285461776,1.55664418264365
