"estandarizados_duracion_convenio.id","estandarizados_duracion_convenio.antig_anos","estandarizados_duracion_convenio.horas","estandarizados_duracion_convenio.sueldo_diario_integrado","estandarizados_duracion_convenio.tipo_de_abogado","estandarizados_duracion_convenio.trab_base","estandarizados_duracion_convenio.gen","estandarizados_duracion_convenio.reinstalacion_t","estandarizados_duracion_convenio.indem_const_t","estandarizados_duracion_convenio.sal_caidos_t","estandarizados_duracion_convenio.rec_hr_extra","estandarizados_duracion_convenio.rec_20_d_ias_t","estandarizados_duracion_convenio.sarimssinfo","estandarizados_duracion_convenio.cod_imss","estandarizados_duracion_convenio.y"
49,-0.298444137074986,0.203930006171629,2.96644039791447,"0","1","0","1","1","1","1","0","1","1",0.564383561643836
52,2.05425130833063,0.282330227027671,0.324515212732483,"0","0","0","1","0","1","0","0","0","1",1.02739726027397
53,-0.624032169785537,-0.188071098108577,-0.321223811379404,"0","0","1","1","1","1","1","1","1","1",0.172602739726027
54,-0.606863685951459,-0.344871539820659,-0.544771472950346,"1","0","1","0","1","1","1","0","0","1",0.643835616438356
55,-0.432113046926022,-1.05047352752503,1.12662000317653,"0","0","1","0","1","1","1","0","1","1",0.189041095890411
59,-0.306415218855094,-1.05047352752503,1.0697183414836,"0","0","0","0","1","1","1","0","0","1",0.197260273972603
60,0.330045003279655,2.00713508586058,0.169439217398695,"0","0","0","0","1","1","1","0","0","1",0.465753424657534
62,-0.406360321174905,-1.05047352752503,0.250713757516758,"0","0","1","0","1","1","0","1","1","1",0.498630136986301
63,-0.578045159515685,0.125529785315588,0.811764141809007,"0","0","1","0","1","1","1","0","0","1",0.421917808219178
67,0.924810336103071,0.125529785315588,0.748811936756067,"0","0","0","1","1","1","1","1","1","1",0.0684931506849315
68,-0.448055210486237,0.125529785315588,1.27202271602252,"0","1","1","1","1","1","1","0","1","1",0.638356164383562
69,-0.582337280474204,0.125529785315588,2.10310941948883,"0","0","1","1","0","1","1","0","1","1",0.284931506849315
70,1.00574747417801,-0.344871539820659,-0.194769351877159,"0","0","1","1","0","1","0","0","1","1",0.808219178082192
72,2.63614027827849,-0.854472975384927,-0.38116022836262,"0","0","0","0","1","1","0","0","0","1",0.901369863013699
73,0.17430232849909,0.360730447883712,0.43226799275832,"1","0","0","1","1","1","0","0","0","1",0.243835616438356
75,-0.557197714860019,1.06633243558808,0.184575059409014,"0","0","0","0","1","1","1","0","1","1",1.30684931506849
76,-0.578045159515685,1.06633243558808,0.189089257903319,"0","0","0","0","1","1","1","0","0","1",1.55342465753425
79,-0.621579529237811,1.06633243558808,-0.435008167544692,"0","0","1","0","1","1","1","0","1","1",0.550684931506849
80,-0.771190602649062,0.125529785315588,-0.572141172224643,"1","0","0","0","1","1","0","0","0","1",0.153424657534247
