"estandarizados_duracion_convenio.id","estandarizados_duracion_convenio.antig_anos","estandarizados_duracion_convenio.horas","estandarizados_duracion_convenio.sueldo_diario_integrado","estandarizados_duracion_convenio.tipo_de_abogado","estandarizados_duracion_convenio.trab_base","estandarizados_duracion_convenio.gen","estandarizados_duracion_convenio.reinstalacion_t","estandarizados_duracion_convenio.indem_const_t","estandarizados_duracion_convenio.sal_caidos_t","estandarizados_duracion_convenio.rec_hr_extra","estandarizados_duracion_convenio.rec_20_d_ias_t","estandarizados_duracion_convenio.sarimssinfo","estandarizados_duracion_convenio.cod_imss","estandarizados_duracion_convenio.y"
25,-0.287407254610222,-1.05047352752503,-0.512147853579735,"0","0","0","0","1","1","0","0","1","1",0.887671232876712
26,-0.0961012918876382,0.125529785315588,1.0697183414836,"0","0","0","0","1","1","1","0","1","1",0.134246575342466
27,-0.610542646773047,0.125529785315588,1.0697183414836,"0","0","1","1","1","1","1","1","1","1",2.27945205479452
29,-0.730722033611593,0.595931110451835,-0.0999275588894463,"0","0","1","1","0","1","0","0","1","1",1.91506849315068
30,-0.15557782516998,1.06633243558808,-0.479087988136145,"0","0","0","0","1","1","1","0","0","1",1.16164383561644
33,-0.71600619032524,-0.815272864956907,-0.257987098017999,"0","0","1","0","1","1","0","0","0","1",1.83561643835616
37,-0.742372076213289,-0.658472423244824,-0.564193906808198,"1","0","0","0","1","1","0","0","0","1",0.572602739726027
40,-0.399002399531729,-1.83447573608544,-0.596817526178809,"1","0","1","0","1","1","0","0","0","1",0.158904109589041
42,0.577761698599923,0.125529785315588,-0.135914066466109,"0","0","0","0","1","1","1","0","0","1",0.704109589041096
45,-0.728882553200799,1.06633243558808,-0.194769351877159,"0","0","1","0","1","1","1","0","1","1",1.55616438356164
46,0.0136543726230748,-0.266471318964618,-0.297021637939347,"0","0","0","0","1","1","1","0","1","1",0.515068493150685
48,-0.196659554344381,-1.44247463180524,-0.435008167544692,"0","0","0","0","1","1","0","0","0","1",0.643835616438356
